"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen12_0001",16,0.851269,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0002",7,0.201612,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0003",21,0.188699,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0004",17,0.195634,1,1,0,1,0,1,1,1,1,1,0,1,0
"gen12_0005",20,0.18773,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0006",26,0.209223,1,0,0,1,1,1,1,1,1,1,0,1,0
"gen12_0007",16,0.201925,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0008",15,0.20914,0,1,0,1,1,1,1,1,0,1,1,1,0
"gen12_0009",9,0.188742,0,1,1,1,1,1,1,1,1,0,0,1,0
"gen12_0010",23,0.209233,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen12_0011",17,0.208444,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0012",16,0.20699,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0013",17,0.223414,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0014",16,0.162262,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0015",17,0.202995,0,1,1,1,0,1,1,1,1,1,0,1,0
"gen12_0016",17,0.473545,0,1,1,1,1,1,1,1,1,1,0,0,0
"gen12_0017",18,0.209098,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0018",7,0.187386,0,1,0,1,1,1,1,1,1,0,0,0,0
"gen12_0019",16,0.183821,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0020",16,0.180366,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0021",17,0.207971,0,1,0,0,1,1,1,1,1,1,0,1,1
"gen12_0022",23,0.209047,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0023",12,0.20372,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0024",10,0.207032,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen12_0025",15,0.147706,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0026",9,0.206848,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0027",18,0.206877,1,1,0,1,1,0,1,1,1,1,0,1,0
"gen12_0028",18,0.187843,1,1,0,1,1,1,1,1,1,1,0,0,0
"gen12_0029",20,0.221474,0,1,1,1,1,1,1,0,1,1,0,1,1
"gen12_0030",20,0.211173,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0031",15,0.202148,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0032",10,0.195734,0,1,0,0,1,1,1,1,1,1,0,1,0
"gen12_0033",17,0.197081,1,1,0,1,1,1,1,1,1,1,0,0,0
"gen12_0034",5,0.201548,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen12_0035",14,0.202043,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0036",17,0.222103,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0037",10,0.198928,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0038",19,0.188305,1,1,0,1,1,1,0,1,1,1,0,1,0
"gen12_0039",16,0.205833,1,1,0,1,1,0,1,1,1,0,0,1,0
"gen12_0040",26,0.205315,1,1,0,0,1,1,1,1,1,1,0,1,0
"gen12_0041",19,0.196308,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0042",18,0.187056,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0043",17,0.20972,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen12_0044",17,0.221479,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0045",22,0.208203,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen12_0046",18,0.208815,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen12_0047",16,0.199314,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0048",17,0.20331,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0049",16,0.203163,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0050",10,0.194023,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0051",16,0.200406,0,1,1,1,1,1,1,0,1,1,0,1,0
"gen12_0052",3,0.207316,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0053",17,0.21416,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0054",17,0.217698,0,1,0,1,1,0,1,1,1,1,1,1,1
"gen12_0055",16,0.206541,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0056",27,0.205677,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0057",11,0.190678,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0058",14,0.198796,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0059",18,0.20869,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0060",19,0.187484,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0061",16,0.196582,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen12_0062",20,0.193073,1,0,0,1,1,1,1,1,1,1,0,1,0
"gen12_0063",6,0.207468,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen12_0064",17,0.201134,1,1,0,1,1,1,1,1,1,1,0,1,0
