"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen3_0001",17,0.179141,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen3_0002",22,0.15631,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen3_0003",14,0.399874,0,1,1,1,1,1,1,1,1,1,1,0,0
"gen3_0004",16,0.538512,0,1,0,1,1,1,1,1,1,1,0,0,0
"gen3_0005",9,0.05139,0,1,1,1,1,0,1,1,1,1,1,1,0
"gen3_0006",8,0.229433,1,1,1,0,1,0,1,1,1,1,1,1,1
"gen3_0007",23,0.078735,0,1,1,1,1,0,1,1,1,0,1,1,0
"gen3_0008",9,0.156237,0,1,1,1,1,1,1,1,0,1,0,1,0
"gen3_0009",7,0.460378,1,1,0,0,1,0,1,1,1,1,1,1,1
"gen3_0010",20,0.137567,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen3_0011",15,0.12092,1,1,1,0,1,0,1,1,1,1,1,1,1
"gen3_0012",19,0.379359,1,0,0,1,1,1,1,1,1,0,1,0,1
"gen3_0013",7,0.37112,1,1,0,0,1,1,1,1,1,0,0,0,1
"gen3_0014",9,0.093707,0,1,1,1,1,0,1,1,0,1,0,1,1
"gen3_0015",16,0.323178,0,1,1,1,1,1,1,0,1,1,0,0,0
"gen3_0016",11,0.364247,0,1,1,1,1,0,1,0,1,1,0,1,1
"gen3_0017",14,0.177178,0,1,0,1,1,0,1,1,1,1,1,1,0
"gen3_0018",12,0.053353,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen3_0019",7,0.361054,1,1,0,0,1,1,1,1,1,0,1,0,1
"gen3_0020",8,0.239499,1,1,1,0,1,0,1,1,1,1,0,1,1
"gen3_0021",10,0.329908,1,1,0,0,1,1,1,1,1,1,0,1,1
"gen3_0022",14,0.220353,0,1,0,1,1,1,1,1,1,0,0,0,0
"gen3_0023",7,0.402328,1,1,0,0,1,0,1,1,1,1,1,0,1
"gen3_0024",7,0.42917,1,1,0,0,1,1,1,1,1,0,0,1,1
"gen3_0025",9,0.048393,0,1,1,1,1,0,1,1,0,1,0,1,1
"gen3_0026",9,0.096704,0,1,1,1,1,0,1,1,1,1,1,1,0
"gen3_0027",11,0.176609,0,1,1,1,1,0,1,1,0,1,0,1,1
"gen3_0028",9,0.343875,0,1,1,1,1,1,1,0,1,1,0,1,0
"gen3_0029",16,0.233042,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen3_0030",12,0.133958,1,1,1,1,1,0,1,1,0,1,1,1,1
"gen3_0031",6,0.140941,1,1,1,1,1,1,1,1,1,0,0,0,1
"gen3_0032",23,0.386489,1,1,0,0,1,1,1,1,1,1,1,0,1
"gen3_0033",8,0.250897,0,1,1,1,1,0,1,1,1,1,1,1,1
"gen3_0034",14,0.37841,1,1,1,0,1,1,1,1,1,1,1,0,0
"gen3_0035",9,0.099417,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen3_0036",8,0.181406,0,1,1,0,1,0,1,1,1,1,1,1,0
"gen3_0037",16,0.177575,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen3_0038",17,0.324744,0,1,1,1,1,1,1,0,1,1,0,0,0
"gen3_0039",13,0.164825,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen3_0040",13,0.065706,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen3_0041",9,0.241158,1,1,0,0,1,0,1,1,1,1,1,1,1
"gen3_0042",13,0.34014,1,1,1,0,1,0,1,1,1,1,1,1,1
"gen3_0043",19,0.448546,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen3_0044",10,0.168142,1,1,0,0,1,0,1,1,1,1,1,0,1
"gen3_0045",9,0.297014,0,1,1,1,1,1,1,1,0,1,0,1,1
"gen3_0046",11,0.22347,0,1,1,1,1,0,1,0,1,1,0,1,0
"gen3_0047",7,0.388943,1,1,0,0,1,1,1,1,1,1,0,1,1
"gen3_0048",7,0.442555,1,1,0,0,1,0,1,1,1,0,1,0,1
"gen3_0049",14,0.495523,0,1,1,1,1,1,1,1,1,1,1,0,0
"gen3_0050",16,0.442863,0,1,0,1,1,1,1,1,1,1,0,0,0
"gen3_0051",24,0.16223,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen3_0052",6,0.287625,0,1,0,0,1,0,1,1,1,0,1,0,0
"gen3_0053",16,0.575658,0,1,0,1,1,1,1,1,0,1,0,1,1
"gen3_0054",9,0.056561,0,1,1,1,1,0,1,1,1,1,0,0,0
"gen3_0055",16,0.473538,0,1,0,0,1,0,1,1,1,1,1,1,1
"gen3_0056",7,0.525352,1,1,0,1,1,1,1,1,1,1,0,0,0
"gen3_0057",18,0.119865,0,1,1,0,1,0,1,1,1,1,1,1,0
"gen3_0058",20,0.07979,1,1,1,1,1,0,1,1,1,0,1,1,1
"gen3_0059",17,0.056942,0,1,0,1,1,0,1,1,1,0,1,0,0
"gen3_0060",22,0.560305,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen3_0061",9,0.229039,1,1,1,1,1,0,1,0,1,1,0,1,1
"gen3_0062",10,0.364641,0,1,1,0,1,0,1,1,1,1,1,1,1
"gen3_0063",7,0.225906,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen3_0064",23,0.159837,1,1,1,0,1,0,1,1,1,1,1,0,1
