"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen0_001",18,0.548666,0,0,0,1,1,1,0,0,0,0,1,1,0
"gen0_002",11,0.590691,0,1,0,0,1,0,0,1,1,1,0,0,1
"gen0_003",11,0.44675,1,0,0,0,0,0,0,1,0,0,1,0,1
"gen0_004",23,0.791781,0,0,1,0,1,0,0,0,1,0,1,1,0
"gen0_005",5,0.11014,0,1,1,1,1,0,1,1,0,1,0,1,1
"gen0_006",27,0.178629,1,1,0,1,0,0,1,1,0,1,1,0,1
"gen0_007",30,0.127215,1,0,0,1,0,1,0,0,1,0,1,1,1
"gen0_008",10,0.252316,0,0,1,0,0,0,1,1,1,0,0,1,0
"gen0_009",4,0.676317,1,0,1,1,1,0,0,0,0,1,1,1,0
"gen0_010",24,0.294961,1,1,1,0,1,0,0,0,1,1,0,0,1
"gen0_011",9,0.407434,1,1,1,1,0,1,0,0,0,1,0,0,1
"gen0_012",16,0.865241,0,1,0,1,0,0,0,0,0,0,1,1,1
"gen0_013",14,0.629541,0,1,1,0,1,1,0,0,1,0,1,1,1
"gen0_014",21,0.712951,0,0,0,0,0,1,0,1,0,1,0,1,1
"gen0_015",17,0.165402,1,1,1,1,0,1,1,0,1,1,0,0,0
"gen0_016",21,0.024621,1,0,0,0,1,1,0,1,1,1,1,0,0
"gen0_017",20,0.939907,1,1,1,0,1,0,1,1,1,0,1,0,0
"gen0_018",1,0.399872,1,1,0,0,1,0,0,1,0,0,1,0,0
"gen0_019",15,0.837675,1,1,1,1,0,1,0,1,1,0,0,0,0
"gen0_020",26,0.465339,1,0,1,0,0,0,0,1,1,1,0,1,1
"gen0_021",13,0.911407,0,0,0,0,0,0,0,0,0,1,1,1,0
"gen0_022",6,0.740309,0,1,1,0,0,1,0,0,0,1,1,0,0
"gen0_023",19,0.767268,1,0,0,0,0,0,1,0,0,0,0,1,0
"gen0_024",27,0.575076,0,1,0,1,1,1,0,0,0,0,0,0,1
"gen0_025",10,0.432995,0,0,0,0,1,0,1,0,1,0,0,0,0
"gen0_026",14,0.062945,1,0,0,0,0,0,0,1,0,1,1,1,0
"gen0_027",19,0.601153,1,0,1,1,0,0,1,0,1,1,0,0,0
"gen0_028",8,0.324365,1,1,0,1,0,1,1,1,1,1,1,1,1
"gen0_029",12,0.23967,0,0,0,1,1,0,1,0,0,0,1,0,1
"gen0_030",29,0.013978,1,1,0,1,1,0,1,1,0,1,0,1,0
"gen0_031",23,0.955453,1,0,1,1,1,1,1,1,1,0,1,0,1
"gen0_032",22,0.826169,0,0,0,0,1,1,1,1,0,1,0,1,0
"gen0_033",26,0.197154,0,1,1,0,0,1,0,1,1,1,0,1,0
"gen0_034",16,0.47861,0,0,1,0,0,0,1,1,0,1,1,0,0
"gen0_035",10,0.103466,0,1,0,0,1,0,1,1,0,0,1,0,1
"gen0_036",24,0.301296,1,1,1,1,1,1,0,0,1,1,0,1,0
"gen0_037",5,0.033016,1,1,1,1,0,0,1,0,1,1,1,1,0
"gen0_038",3,0.531178,1,0,1,1,0,1,1,1,1,0,0,0,1
"gen0_039",9,0.049177,1,0,1,0,0,1,0,0,1,0,1,0,0
"gen0_040",7,0.898116,0,0,0,1,0,1,1,1,1,1,1,0,1
"gen0_041",29,0.359436,1,0,1,0,1,1,1,0,0,1,0,1,1
"gen0_042",23,0.889488,0,0,0,1,1,1,1,1,1,0,1,1,0
"gen0_043",6,0.336186,0,1,0,0,1,1,1,0,1,0,0,0,0
"gen0_044",18,0.092816,1,0,1,1,0,1,0,1,1,1,1,0,1
"gen0_045",2,0.508709,1,1,1,0,0,1,1,0,1,1,0,0,1
"gen0_046",14,0.614244,0,1,0,0,1,0,1,1,1,1,1,1,0
"gen0_047",20,0.932615,0,0,1,1,0,0,0,1,1,1,0,1,1
"gen0_048",3,0.208725,0,0,0,1,0,1,0,0,0,0,0,1,1
"gen0_049",15,0.986758,0,1,1,1,0,0,1,1,0,0,0,0,1
"gen0_050",17,0.691734,1,1,1,1,0,1,1,1,0,1,1,1,0
"gen0_051",7,0.656888,1,1,0,0,1,1,1,1,0,0,0,1,1
"gen0_052",2,0.805073,0,0,0,1,1,1,0,1,0,0,0,0,0
"gen0_053",4,0.143407,0,0,1,0,1,0,0,1,0,0,0,0,1
"gen0_054",3,0.730112,1,1,0,1,0,0,0,0,1,0,0,1,1
"gen0_055",13,0.764929,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen0_056",7,0.277674,1,0,0,0,1,1,1,0,0,1,0,0,1
"gen0_057",25,0.350256,0,1,0,1,1,1,1,0,1,0,0,1,0
"gen0_058",18,0.651831,0,1,0,1,1,0,0,0,1,1,0,0,0
"gen0_059",22,0.380793,0,0,1,0,0,0,0,1,0,1,1,0,1
"gen0_060",27,0.982671,0,1,0,0,1,1,1,0,1,0,1,0,1
"gen0_061",28,0.494558,0,1,1,1,1,1,1,0,0,0,1,0,1
"gen0_062",12,0.233141,1,0,1,1,0,0,0,1,0,0,1,1,0
"gen0_063",25,0.846063,1,0,0,0,0,0,0,0,0,0,0,1,0
"gen0_064",29,0.5452,1,1,1,0,1,0,1,0,0,0,1,1,0
