"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen1_0001",435,-15,0,0,0,1,1,0,1,0,1,1,1,1,0
"gen1_0002",212,8.2,1,1,0,0,1,1,1,1,0,0,0,1,1
"gen1_0003",546,9.9,1,1,1,1,0,1,1,1,0,1,1,1,0
"gen1_0004",409,13.5,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen1_0005",719,16.5,0,0,0,0,1,1,1,1,1,1,1,1,0
"gen1_0006",630,5.5,1,0,1,1,0,0,1,0,1,1,0,0,0
"gen1_0007",471,24.4,0,0,1,1,0,0,1,1,0,0,0,0,1
"gen1_0008",83,-17.1,1,0,1,1,0,1,1,1,1,0,0,0,1
"gen1_0009",922,5.4,0,1,1,1,1,1,1,0,0,0,1,0,1
"gen1_0010",978,2.7,1,1,1,0,1,0,1,0,0,0,1,1,0
"gen1_0011",198,20,0,0,0,1,0,1,1,1,1,1,1,0,1
"gen1_0012",501,-17.9,0,0,0,0,0,0,1,1,0,1,1,0,0
"gen1_0013",744,19.6,0,0,0,1,1,1,1,1,1,0,1,1,0
"gen1_0014",41,0.9,1,1,1,0,0,1,1,0,1,0,0,0,1
"gen1_0015",670,22.1,1,0,1,0,1,0,1,1,1,0,1,0,0
"gen1_0016",950,-6.4,1,0,1,0,1,1,1,0,0,0,0,1,1
"gen1_0017",836,1,0,1,1,1,1,0,1,0,1,1,0,0,0
"gen1_0018",716,4.7,1,0,1,1,0,0,1,0,0,0,1,0,0
"gen1_0019",806,10.3,1,1,1,1,0,1,1,0,0,1,1,0,1
"gen1_0020",662,-0.2,0,1,1,1,1,1,1,1,0,0,1,1,1
"gen1_0021",76,11,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen1_0022",412,8.6,0,1,0,0,1,0,0,1,1,1,1,1,0
"gen1_0023",755,15.4,1,1,1,0,1,0,1,1,1,0,1,1,0
"gen1_0024",893,9.4,1,1,1,0,1,0,1,0,0,0,1,0,0
"gen1_0025",638,4.1,1,0,1,1,0,1,1,0,1,1,1,0,0
"gen1_0026",190,21.4,0,0,1,1,0,0,1,1,1,1,0,0,1
"gen1_0027",449,6.4,0,0,0,0,1,0,1,1,1,1,1,0,0
"gen1_0028",705,16.2,0,1,0,0,1,1,1,1,0,1,0,1,0
"gen1_0029",890,6.3,0,1,1,0,1,1,1,0,0,0,1,1,0
"gen1_0030",807,12.9,1,0,0,0,1,0,1,1,1,1,0,1,0
"gen1_0031",257,2.3,1,1,1,0,1,1,1,0,1,1,0,1,0
"gen1_0032",762,1.3,1,1,1,0,0,0,1,0,0,0,0,0,1
"gen1_0033",317,-14,1,0,1,0,0,1,1,1,1,0,0,1,1
"gen1_0034",178,0.3,0,0,0,0,0,1,1,1,1,1,1,0,1
"gen1_0035",222,19.9,0,0,0,1,1,1,1,1,1,1,1,0,1
"gen1_0036",720,19.7,0,0,0,1,0,1,1,1,1,0,1,0,0
"gen1_0037",367,20.5,0,0,1,1,1,1,1,1,0,1,1,1,1
"gen1_0038",240,13,0,1,0,1,0,1,1,0,1,1,1,0,1
"gen1_0039",696,16.1,0,1,1,0,1,1,1,1,0,1,1,0,0
"gen1_0040",693,22.5,1,0,0,0,0,0,1,1,1,0,0,1,0
"gen1_0041",199,20.4,0,0,0,0,0,1,1,1,1,1,1,0,1
"gen1_0042",434,5.7,0,1,0,1,1,0,1,1,1,0,1,1,0
"gen1_0043",382,0.4,0,1,1,1,1,0,1,0,1,1,1,1,1
"gen1_0044",949,13.3,1,1,1,1,1,1,1,0,0,0,1,0,1
"gen1_0045",179,18.9,0,1,0,1,1,1,0,1,1,1,1,0,1
"gen1_0046",428,14.6,0,1,1,1,0,1,1,0,1,1,1,1,1
"gen1_0047",687,2.1,1,0,1,1,1,1,1,1,1,1,0,0,1
"gen1_0048",318,0.1,0,1,1,1,0,1,1,0,0,0,1,0,1
"gen1_0049",237,16.4,0,0,0,1,1,1,1,1,1,0,0,1,1
"gen1_0050",680,20.1,0,0,0,0,0,1,1,1,0,1,1,0,0
"gen1_0051",303,24.3,0,1,0,1,0,1,1,1,0,1,0,0,1
"gen1_0052",366,20.9,0,0,1,1,0,1,1,1,1,0,0,0,0
"gen1_0053",314,4.2,0,0,1,1,0,1,1,1,0,0,1,1,0
"gen1_0054",471,16.3,1,1,0,0,1,1,1,0,1,1,1,0,1
"gen1_0055",279,5,1,1,0,0,1,0,1,1,0,0,0,1,1
"gen1_0056",513,5.9,1,1,1,0,1,1,1,0,0,0,1,1,0
"gen1_0057",871,20.7,0,1,1,1,1,1,1,0,0,1,1,1,1
"gen1_0058",460,-0.7,0,1,1,1,0,0,1,0,1,0,1,0,1
"gen1_0059",85,2.2,1,1,0,0,0,0,1,0,1,1,0,1,1
"gen1_0060",1,4.2,1,0,1,1,0,1,1,0,1,1,0,0,0
"gen1_0061",605,3.2,1,0,1,1,0,0,1,0,1,1,0,0,1
"gen1_0062",449,2.5,0,1,1,1,1,1,1,0,0,0,1,0,0
"gen1_0063",966,11.5,1,1,1,1,0,1,1,1,1,1,0,0,0
"gen1_0064",492,18.4,0,1,0,1,0,1,1,1,0,1,1,1,1
