"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen10_0001",827,8.6,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0002",647,8.8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0003",616,8.6,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0004",655,9,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0005",667,8.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0006",666,8.9,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen10_0007",661,7.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0008",764,7.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0009",740,9.3,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0010",659,9.8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0011",665,8.6,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0012",715,8.4,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0013",890,8.6,1,1,1,1,1,1,1,1,1,0,0,0,1
"gen10_0014",674,9.5,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen10_0015",699,9.4,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0016",799,7.9,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0017",721,9,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0018",742,8.1,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0019",692,9.4,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0020",654,8.8,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0021",708,8.9,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0022",698,9.3,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen10_0023",656,9.7,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0024",743,9.4,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0025",740,8.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0026",667,9.3,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0027",664,9.5,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0028",660,8.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0029",638,8.9,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen10_0030",644,8.6,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0031",651,9.5,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0032",655,9.1,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0033",814,8.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0034",672,9.5,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0035",709,8.6,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0036",783,8.6,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0037",787,8.8,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen10_0038",686,8.6,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0039",713,8.6,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0040",753,8.2,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0041",667,8.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0042",659,9.8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0043",887,8.5,1,1,0,1,1,1,1,1,1,0,0,0,1
"gen10_0044",767,7.8,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0045",656,9.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0046",658,8.9,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0047",666,8.9,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen10_0048",667,8.9,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0049",674,9.4,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0050",667,9,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen10_0051",718,8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0052",796,8.3,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0053",712,8,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0054",761,9.4,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen10_0055",681,8.7,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0056",908,9.3,1,1,1,1,1,1,1,1,1,0,0,0,1
"gen10_0057",743,8.1,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen10_0058",687,8.5,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0059",884,8,1,1,0,1,1,1,1,1,1,0,0,0,1
"gen10_0060",667,8.3,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen10_0061",777,8.6,1,1,1,1,1,0,1,1,1,1,0,0,1
"gen10_0062",779,8.9,0,1,0,1,1,1,1,1,1,0,0,0,1
"gen10_0063",666,8.8,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen10_0064",665,8.7,0,1,0,1,1,0,1,1,1,1,0,0,1
