"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen17_0001",16,0.272984,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0002",22,0.284188,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen17_0003",17,0.281249,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen17_0004",28,0.285135,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0005",18,0.430216,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen17_0006",22,0.285625,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen17_0007",24,0.28392,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen17_0008",22,0.286676,1,1,1,1,0,1,1,1,1,0,0,1,1
"gen17_0009",16,0.287736,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0010",16,0.295295,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen17_0011",16,0.29572,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0012",16,0.120613,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen17_0013",16,0.287715,1,1,1,1,0,1,1,1,1,1,1,1,1
"gen17_0014",24,0.285489,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen17_0015",23,0.226634,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen17_0016",16,0.28196,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen17_0017",16,0.28283,1,1,1,1,1,1,0,1,1,0,1,1,1
"gen17_0018",17,0.286155,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen17_0019",23,0.285528,1,1,0,1,0,1,1,1,1,0,0,1,0
"gen17_0020",23,0.285586,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen17_0021",15,0.289997,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen17_0022",16,0.291974,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen17_0023",23,0.224623,0,1,0,1,1,1,1,1,1,0,0,1,1
"gen17_0024",22,0.288687,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen17_0025",22,0.241287,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen17_0026",17,0.302677,1,1,1,0,1,1,1,1,1,0,1,1,1
"gen17_0027",16,0.285217,1,1,1,1,1,1,1,0,1,0,1,1,0
"gen17_0028",22,0.29462,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen17_0029",19,0.274716,1,1,1,0,1,1,1,1,1,1,0,1,1
"gen17_0030",21,0.285008,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen17_0031",16,0.28696,1,1,1,1,1,1,1,0,1,1,1,1,1
"gen17_0032",16,0.296496,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0033",21,0.284969,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen17_0034",17,0.296376,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen17_0035",17,0.220835,0,1,1,1,1,1,1,1,1,0,0,1,1
"gen17_0036",23,0.754707,1,1,1,1,1,1,1,0,1,1,1,1,1
"gen17_0037",16,0.295166,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0038",16,0.287844,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0039",16,0.287719,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0040",16,0.287732,1,1,1,1,1,1,1,0,0,1,0,1,1
"gen17_0041",19,0.283586,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0042",17,0.282562,1,1,1,0,1,1,1,1,1,0,0,1,1
"gen17_0043",22,0.284773,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen17_0044",24,0.284904,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen17_0045",19,0.292634,1,1,1,1,1,0,1,1,1,0,1,1,1
"gen17_0046",19,0.287203,1,1,1,1,1,1,1,1,1,0,0,0,1
"gen17_0047",16,0.287789,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0048",16,0.280915,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0049",20,0.290228,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen17_0050",20,0.290981,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0051",24,0.286506,1,1,1,1,1,1,1,1,0,1,1,1,1
"gen17_0052",25,0.286365,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0053",17,0.285556,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen17_0054",20,0.287784,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen17_0055",16,0.276022,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen17_0056",16,0.278922,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen17_0057",25,0.608245,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen17_0058",12,0.285037,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0059",16,0.295294,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0060",16,0.29565,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen17_0061",18,0.347857,1,0,1,1,1,1,1,1,1,1,0,1,1
"gen17_0062",18,0.31075,1,1,1,1,0,1,1,1,1,0,1,1,1
"gen17_0063",22,0.287817,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen17_0064",16,0.292091,1,1,1,1,1,1,0,0,1,1,0,1,1
