"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen4_0001",22,0.23146,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0002",18,0.496976,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0003",18,0.13774,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen4_0004",19,0.539297,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0005",15,0.485206,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0006",17,0.80557,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0007",19,0.352775,0,0,1,1,1,1,1,1,1,0,1,1,1
"gen4_0008",17,0.501597,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen4_0009",14,0.496999,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0010",24,0.504448,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen4_0011",20,0.663124,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0012",20,0.77668,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen4_0013",15,0.664025,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen4_0014",20,0.394663,0,0,1,1,1,1,1,1,1,0,1,1,0
"gen4_0015",23,0.882273,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0016",16,0.226029,0,0,1,1,1,1,1,1,1,0,1,0,1
"gen4_0017",22,0.576474,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0018",20,0.31811,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0019",23,0.71469,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0020",20,0.830707,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0021",17,0.816212,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0022",20,0.652482,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0023",15,0.496976,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0024",17,0.496999,1,0,0,1,1,1,1,1,1,1,1,1,1
"gen4_0025",15,0.602642,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen4_0026",15,0.546589,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0027",18,0.780016,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0028",19,0.599256,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0029",20,0.620113,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0030",19,0.582308,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0031",22,0.362176,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0032",14,0.366283,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0033",22,0.233952,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen4_0034",20,0.392171,0,0,0,1,1,1,1,1,1,0,1,1,1
"gen4_0035",14,0.691946,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0036",24,0.675533,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0037",14,0.540699,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0038",20,0.619424,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0039",21,0.210691,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0040",20,0.560066,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0041",15,0.646751,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0042",15,0.50248,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen4_0043",22,0.748236,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0044",16,0.619243,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0045",17,0.781105,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0046",20,0.801145,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen4_0047",19,0.780246,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen4_0048",20,0.535731,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0049",18,0.267676,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen4_0050",20,0.646744,1,0,0,1,1,1,1,1,1,0,1,1,0
"gen4_0051",16,0.452703,0,0,1,1,1,1,1,1,1,0,1,0,1
"gen4_0052",19,0.312623,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0053",19,0.157668,0,1,0,1,1,1,1,1,1,0,1,1,1
"gen4_0054",18,0.332847,1,0,1,1,1,1,1,1,1,0,1,1,0
"gen4_0055",15,0.572925,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0056",15,0.576306,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen4_0057",17,0.243639,0,0,1,1,1,1,1,1,1,0,1,0,1
"gen4_0058",17,0.479366,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0059",19,0.482122,0,0,1,1,1,1,1,1,1,0,1,1,1
"gen4_0060",19,0.40995,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen4_0061",15,0.434997,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen4_0062",16,0.276238,0,0,0,1,1,1,1,1,1,1,1,0,1
"gen4_0063",20,0.593216,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen4_0064",20,0.578127,0,0,1,1,1,1,1,1,1,0,1,1,0
