"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen15_0001",21,0.809978,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen15_0002",25,0.226225,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0003",26,0.208977,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0004",26,0.216986,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen15_0005",21,0.226933,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0006",21,0.226802,1,0,1,1,1,1,1,1,1,1,0,1,0
"gen15_0007",25,0.22497,1,0,1,1,1,1,1,0,1,1,0,1,1
"gen15_0008",23,0.2032,1,1,1,1,1,1,1,0,1,1,1,1,0
"gen15_0009",25,0.226678,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0010",23,0.233145,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen15_0011",19,0.231537,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen15_0012",22,0.239515,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen15_0013",23,0.232949,1,0,1,1,1,1,1,1,1,1,0,1,1
"gen15_0014",23,0.137016,1,1,0,1,1,1,1,1,1,0,0,1,0
"gen15_0015",23,0.220891,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen15_0016",25,0.22659,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0017",23,0.120498,1,1,1,1,1,1,1,0,1,1,0,0,1
"gen15_0018",23,0.231159,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0019",25,0.214005,1,1,1,1,1,1,0,1,1,1,0,1,1
"gen15_0020",20,0.226509,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0021",21,0.884672,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0022",23,0.222749,1,1,1,0,1,1,1,1,1,1,0,0,1
"gen15_0023",25,0.208229,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen15_0024",26,0.226973,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0025",22,0.228175,1,0,1,1,1,1,1,1,0,1,1,1,1
"gen15_0026",22,0.201827,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen15_0027",20,0.229766,1,1,1,1,1,1,0,1,1,1,0,1,1
"gen15_0028",20,0.228704,1,1,1,1,1,1,1,0,1,1,0,1,1
"gen15_0029",22,0.220448,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0030",22,0.636524,1,1,0,0,1,1,0,1,1,1,0,0,1
"gen15_0031",24,0.226153,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0032",22,0.225619,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0033",24,0.233429,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen15_0034",24,0.226394,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0035",23,0.221291,1,1,1,1,1,1,1,1,1,1,1,0,0
"gen15_0036",23,0.2028,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0037",23,0.225176,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen15_0038",18,0.204249,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen15_0039",24,0.225008,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0040",24,0.222473,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen15_0041",26,0.221823,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen15_0042",25,0.213744,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0043",25,0.233587,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen15_0044",22,0.232153,1,0,1,1,1,1,0,1,1,1,0,1,1
"gen15_0045",22,0.240088,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen15_0046",25,0.224397,1,1,1,1,0,1,1,1,1,1,1,1,1
"gen15_0047",26,0.223427,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0048",25,0.218529,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0049",25,0.14366,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen15_0050",23,0.273716,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0051",24,0.229916,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0052",24,0.229907,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen15_0053",24,0.222222,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0054",24,0.224894,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen15_0055",23,0.13211,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen15_0056",21,0.231839,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen15_0057",21,0.226545,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen15_0058",22,0.239415,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen15_0059",23,0.073057,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0060",21,0.141468,1,1,0,1,0,1,1,1,1,1,0,0,1
"gen15_0061",25,0.223583,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen15_0062",3,0.220336,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen15_0063",21,0.226503,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen15_0064",21,0.226744,1,1,1,1,1,1,1,1,1,1,0,1,1
