"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen22_0001",25,0.220057,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0002",26,0.229668,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0003",26,0.230341,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0004",25,0.230423,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen22_0005",26,0.229883,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0006",25,0.221569,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0007",27,0.226128,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0008",26,0.22524,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0009",25,0.222345,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0010",25,0.225079,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0011",27,0.226622,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0012",25,0.220675,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0013",25,0.219972,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0014",25,0.225745,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0015",26,0.218946,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0016",25,0.231905,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen22_0017",27,0.224765,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0018",25,0.224202,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0019",27,0.222075,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0020",25,0.225622,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0021",25,0.22929,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen22_0022",25,0.226878,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0023",26,0.224186,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0024",25,0.226665,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen22_0025",26,0.224158,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0026",25,0.226155,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0027",25,0.225047,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0028",25,0.221373,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0029",25,0.222521,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0030",25,0.22253,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0031",25,0.231955,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen22_0032",26,0.229833,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0033",27,0.225443,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0034",26,0.226419,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0035",26,0.219313,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0036",25,0.221202,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0037",25,0.226301,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0038",26,0.225151,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0039",25,0.22004,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0040",25,0.219989,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0041",27,0.226568,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0042",25,0.231959,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen22_0043",26,0.218593,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0044",26,0.225593,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0045",25,0.229552,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen22_0046",25,0.226616,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0047",25,0.230842,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen22_0048",25,0.22112,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0049",25,0.224869,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0050",25,0.220933,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0051",26,0.226123,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0052",26,0.222844,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0053",25,0.219634,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0054",25,0.232243,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen22_0055",25,0.228496,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0056",26,0.221144,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0057",27,0.227549,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0058",26,0.229414,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0059",25,0.23063,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0060",26,0.230943,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen22_0061",25,0.229994,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen22_0062",25,0.22699,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen22_0063",26,0.22532,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen22_0064",25,0.224405,1,1,1,1,1,1,1,1,1,1,0,1,1
