"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen1_0001",27,0.184623,1,1,0,1,1,1,1,1,0,1,1,0,1
"gen1_0002",6,0.981374,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen1_0003",29,0.286816,1,1,1,1,1,0,1,0,1,1,0,1,0
"gen1_0004",12,0.937975,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen1_0005",10,0.421512,1,0,1,0,1,0,1,1,1,0,1,1,0
"gen1_0006",13,0.777628,1,1,1,1,1,0,1,0,0,0,1,1,1
"gen1_0007",9,0.563405,0,1,0,0,1,1,1,1,0,1,0,0,1
"gen1_0008",11,0.318852,1,1,0,1,0,1,1,1,0,0,1,1,0
"gen1_0009",25,0.384454,0,0,1,1,0,1,1,1,1,0,1,0,0
"gen1_0010",7,0.254826,1,1,0,0,1,1,1,1,0,0,0,0,0
"gen1_0011",29,0.597103,0,0,1,1,0,0,1,1,1,0,1,0,1
"gen1_0012",5,0.470613,0,0,1,0,1,0,1,1,1,0,1,1,0
"gen1_0013",5,0.139983,0,0,1,0,0,1,1,1,0,1,1,1,1
"gen1_0014",13,0.66742,1,0,1,1,0,1,1,0,0,1,1,0,1
"gen1_0015",24,0.552051,1,0,0,1,0,0,1,1,1,1,0,0,0
"gen1_0016",22,0.215384,1,0,1,1,0,0,1,0,1,1,0,0,1
"gen1_0017",29,0.451731,0,1,1,1,1,1,1,0,0,1,0,0,1
"gen1_0018",9,0.39849,1,1,0,0,1,0,1,1,1,1,0,1,0
"gen1_0019",11,0.281248,1,1,0,1,0,1,1,1,0,0,0,1,0
"gen1_0020",7,0.29243,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen1_0021",21,0.953927,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen1_0022",7,0.242831,1,0,1,1,0,0,1,0,1,0,0,0,1
"gen1_0023",20,0.5102,1,1,1,1,1,1,1,0,0,1,1,0,1
"gen1_0024",20,0.341843,1,0,0,1,0,1,1,1,0,1,1,0,1
"gen1_0025",11,0.442836,1,0,0,1,0,1,1,0,0,0,1,0,0
"gen1_0026",13,0.543436,1,1,1,1,0,1,1,1,0,1,1,1,1
"gen1_0027",30,0.713985,1,1,0,1,1,1,1,0,1,1,1,1,1
"gen1_0028",5,0.554205,1,1,1,1,1,0,1,1,1,0,0,1,0
"gen1_0029",13,0.874821,1,1,1,1,1,0,1,0,1,0,1,1,1
"gen1_0030",12,0.840782,1,1,0,0,1,1,1,1,0,1,1,1,0
"gen1_0031",21,0.986296,1,1,1,0,1,1,1,0,1,1,0,1,0
"gen1_0032",20,0.238495,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen1_0033",13,0.377899,0,0,1,1,0,1,1,0,0,1,1,0,0
"gen1_0034",25,0.673975,1,0,1,1,0,1,1,1,1,0,1,0,1
"gen1_0035",11,0.511656,0,0,1,1,1,0,1,0,1,0,1,1,0
"gen1_0036",7,0.736585,1,1,1,0,1,0,1,1,0,0,1,1,1
"gen1_0037",20,0.394663,0,0,1,1,1,1,1,1,1,0,1,1,0
"gen1_0038",15,0.411303,1,0,1,0,0,0,1,1,1,0,1,0,0
"gen1_0039",12,0.881819,1,1,0,1,1,1,1,1,1,0,1,0,1
"gen1_0040",21,0.284178,1,1,0,1,1,1,1,1,0,1,1,1,1
"gen1_0041",11,0.522778,0,1,1,0,1,1,1,1,1,0,1,1,0
"gen1_0042",6,0.88581,1,0,0,0,1,0,1,1,1,1,1,1,0
"gen1_0043",5,0.586687,0,0,1,1,1,0,1,1,1,0,1,1,1
"gen1_0044",29,0.481029,0,0,1,0,0,0,1,1,1,0,1,0,0
"gen1_0045",12,0.594698,1,1,1,1,1,0,1,0,0,0,1,1,1
"gen1_0046",11,0.604442,1,0,1,0,1,0,1,1,1,0,1,1,0
"gen1_0047",23,0.251294,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen1_0048",11,0.188155,1,1,0,0,1,1,1,1,0,0,1,0,1
"gen1_0049",28,0.288029,1,0,1,1,0,0,1,0,1,1,0,0,1
"gen1_0050",23,0.214171,1,1,1,1,1,0,1,0,1,1,0,1,0
"gen1_0051",13,0.690868,1,1,0,1,1,0,1,0,0,0,1,1,1
"gen1_0052",11,0.405612,1,1,1,1,0,1,1,1,0,0,1,1,0
"gen1_0053",6,0.51145,1,0,0,0,0,0,1,1,1,1,0,0,0
"gen1_0054",23,0.511214,0,0,1,1,1,0,1,1,1,0,1,1,0
"gen1_0055",8,0.371229,1,1,0,0,0,1,1,1,0,0,0,0,0
"gen1_0056",12,0.551017,1,0,1,1,1,1,1,0,0,1,1,0,1
"gen1_0057",6,0.252173,1,0,0,1,1,0,1,1,0,0,0,0,0
"gen1_0058",25,0.554704,1,1,0,0,0,1,1,1,1,1,0,0,0
"gen1_0059",8,0.536261,1,1,0,0,1,1,1,1,0,0,0,0,0
"gen1_0060",8,0.28197,0,1,0,0,1,1,1,1,0,1,0,0,1
"gen1_0061",24,0.529159,1,0,1,1,0,1,1,1,1,0,0,0,0
"gen1_0062",25,0.407346,0,0,0,1,0,0,1,1,1,1,1,0,0
"gen1_0063",24,0.261242,0,0,1,1,0,0,1,1,1,1,1,0,1
"gen1_0064",27,0.551245,1,0,1,1,0,0,1,0,1,0,0,0,1
