"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen5_0001",22,0.233952,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen5_0002",22,0.23146,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen5_0003",20,0.31811,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen5_0004",21,0.210691,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen5_0005",18,0.267676,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen5_0006",14,0.366283,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0007",19,0.312623,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen5_0008",19,0.40995,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen5_0009",17,0.187477,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen5_0010",14,0.540699,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0011",24,0.675533,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0012",19,0.539297,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen5_0013",15,0.434997,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen5_0014",15,0.485206,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0015",18,0.332847,1,0,1,1,1,1,1,1,1,0,1,1,0
"gen5_0016",15,0.546589,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0017",17,0.259072,0,0,1,1,1,1,1,1,1,1,1,1,0
"gen5_0018",19,0.467702,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0019",20,0.246201,1,0,0,1,1,1,1,1,1,1,0,1,1
"gen5_0020",21,0.524556,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0021",23,0.537639,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0022",21,0.456004,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen5_0023",19,0.491896,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0024",15,0.532607,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen5_0025",18,0.270796,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen5_0026",18,0.329727,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen5_0027",14,0.363073,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen5_0028",17,0.190687,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0029",19,0.440208,1,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0030",15,0.516331,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0031",16,0.163744,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen5_0032",16,0.45873,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0033",21,0.666435,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0034",18,0.555687,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0035",22,0.32576,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen5_0036",20,0.22381,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0037",15,0.475471,1,0,1,1,1,1,1,1,1,0,1,1,1
"gen5_0038",18,0.403965,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen5_0039",17,0.457318,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen5_0040",16,0.422118,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen5_0041",21,0.490077,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0042",18,0.670662,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0043",16,0.323405,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen5_0044",21,0.343052,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0045",17,0.36786,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen5_0046",16,0.334813,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen5_0047",22,0.323064,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen5_0048",19,0.318346,1,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0049",20,0.215407,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen5_0050",19,0.20353,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0051",15,0.560843,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0052",14,0.352029,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0053",19,0.587329,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen5_0054",24,0.498154,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0055",16,0.426652,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0056",20,0.330628,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen5_0057",19,0.234306,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen5_0058",22,0.409596,1,0,1,1,1,1,1,1,1,1,0,1,1
"gen5_0059",19,0.337041,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0060",19,0.704775,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0061",15,0.432943,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0062",14,0.368337,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen5_0063",15,0.40451,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0064",14,0.446979,1,1,0,1,1,1,1,1,1,1,1,1,1
