"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen0_001",29,0.597103,0,0,1,1,0,0,1,1,1,0,1,0,1
"gen0_002",3,0.056519,0,1,1,0,0,1,0,1,1,0,0,0,1
"gen0_003",29,0.286816,1,1,1,1,1,0,1,0,1,1,0,1,0
"gen0_004",5,0.470613,0,0,1,0,1,0,1,1,1,0,1,1,0
"gen0_005",12,0.937975,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen0_006",22,0.215384,1,0,1,1,0,0,1,0,1,1,0,0,1
"gen0_007",19,0.461353,1,1,0,1,1,0,0,0,0,0,0,0,0
"gen0_008",26,0.070585,0,1,0,1,1,0,0,0,1,1,0,1,1
"gen0_009",3,0.529256,0,1,1,1,0,0,1,1,0,0,0,0,0
"gen0_010",25,0.083259,0,1,1,1,0,1,0,1,1,0,0,1,1
"gen0_011",10,0.160566,1,1,0,0,0,0,0,1,1,1,1,0,0
"gen0_012",11,0.270351,0,0,1,0,0,0,1,0,1,1,0,1,0
"gen0_013",23,0.870313,0,0,0,1,0,0,0,0,0,1,1,1,0
"gen0_014",7,0.39654,0,1,0,0,0,0,1,0,0,1,0,0,0
"gen0_015",14,0.783655,1,1,1,1,1,0,0,0,0,0,1,0,0
"gen0_016",15,0.036142,1,1,0,0,0,1,0,0,0,0,0,0,1
"gen0_017",23,0.728899,0,0,1,1,1,1,1,0,0,0,0,1,0
"gen0_018",6,0.981374,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen0_019",23,0.332286,0,0,0,1,0,1,0,1,0,0,1,1,0
"gen0_020",10,0.421512,1,0,1,0,1,0,1,1,1,0,1,1,0
"gen0_021",13,0.777628,1,1,1,1,1,0,1,0,0,0,1,1,1
"gen0_022",5,0.139983,0,0,1,0,0,1,1,1,0,1,1,1,1
"gen0_023",27,0.184623,1,1,0,1,1,1,1,1,0,1,1,0,1
"gen0_024",9,0.025194,1,0,0,0,1,0,1,0,1,0,1,0,0
"gen0_025",6,0.540574,0,1,1,1,1,1,0,0,1,1,0,1,0
"gen0_026",17,0.015445,1,0,0,1,0,0,1,1,0,1,0,1,0
"gen0_027",1,0.638305,1,0,0,0,0,1,1,0,0,1,0,1,0
"gen0_028",26,0.67266,0,0,1,0,0,1,1,0,0,1,0,0,0
"gen0_029",2,0.826166,1,0,1,1,0,0,0,1,0,0,1,0,1
"gen0_030",18,0.366144,0,1,0,0,0,1,0,0,1,1,1,0,0
"gen0_031",21,0.510221,1,0,0,0,1,1,0,1,1,0,1,1,1
"gen0_032",13,0.66742,1,0,1,1,0,1,1,0,0,1,1,0,1
"gen0_033",13,0.933003,1,0,1,0,0,1,1,0,0,0,0,0,1
"gen0_034",21,0.917845,1,0,0,0,1,0,0,0,1,0,0,0,0
"gen0_035",28,0.345442,0,1,0,0,1,0,1,0,1,1,0,0,1
"gen0_036",20,0.739565,1,0,1,0,1,1,0,0,1,1,0,0,1
"gen0_037",18,0.578871,1,0,0,0,0,1,0,1,0,0,0,1,1
"gen0_038",8,0.118397,0,0,1,1,0,0,0,1,0,0,1,1,1
"gen0_039",11,0.318852,1,1,0,1,0,1,1,1,0,0,1,1,0
"gen0_040",24,0.65049,1,1,1,1,0,1,0,1,1,0,0,0,0
"gen0_041",3,0.904645,1,1,1,0,1,1,0,1,1,1,1,0,0
"gen0_042",24,0.552051,1,0,0,1,0,0,1,1,1,1,0,0,0
"gen0_043",9,0.563405,0,1,0,0,1,1,1,1,0,1,0,0,1
"gen0_044",4,0.300501,0,0,0,1,1,1,1,0,0,0,1,1,0
"gen0_045",17,0.141402,0,0,0,1,1,0,1,0,1,0,1,1,1
"gen0_046",7,0.221002,0,1,0,0,1,1,1,0,1,1,1,1,1
"gen0_047",27,0.620289,0,0,0,0,1,1,1,0,0,0,1,0,0
"gen0_048",19,0.802427,0,1,0,0,0,0,0,1,0,1,1,1,1
"gen0_049",28,0.985828,1,0,1,0,0,1,0,0,1,1,0,1,0
"gen0_050",12,0.852252,0,1,0,1,0,0,0,0,1,0,1,0,1
"gen0_051",14,0.830273,0,1,0,0,0,1,0,0,1,1,0,1,1
"gen0_052",9,0.954321,0,0,1,0,0,0,0,0,1,1,1,0,1
"gen0_053",21,0.688718,0,0,0,1,1,1,0,1,1,0,1,1,1
"gen0_054",20,0.452113,1,1,0,1,1,0,0,1,1,1,0,0,1
"gen0_055",26,0.884701,1,1,1,0,1,1,0,0,0,1,1,1,1
"gen0_056",16,0.750026,0,0,1,1,1,0,0,0,0,0,0,0,0
"gen0_057",15,0.718181,1,0,1,0,0,0,1,1,0,0,0,1,1
"gen0_058",7,0.254826,1,1,0,0,1,1,1,1,0,0,0,0,0
"gen0_059",30,0.188783,1,1,1,0,1,0,0,1,1,1,0,1,1
"gen0_060",2,0.486195,1,1,1,1,0,0,1,0,0,1,0,1,0
"gen0_061",25,0.384454,0,0,1,1,0,1,1,1,1,0,1,0,0
"gen0_062",5,0.094524,0,1,0,0,1,0,0,1,0,0,1,1,1
"gen0_063",16,0.43094,0,1,1,1,1,1,0,1,0,1,1,0,1
"gen0_064",19,0.235881,0,0,1,1,1,0,0,1,0,1,0,0,0
