"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen21_0001",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0002",9,1,0,1,0,1,1,1,0,1,1,1,0,1
"gen21_0003",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0004",9,1,0,1,0,1,1,1,1,1,0,1,0,1
"gen21_0005",9,0,0,1,0,1,1,1,1,1,1,1,0,0
"gen21_0006",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0007",9,1,0,1,0,1,0,1,1,1,1,1,0,1
"gen21_0008",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0009",9,1,0,1,1,0,0,1,1,0,0,1,0,1
"gen21_0010",9,0,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0011",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0012",9,1,0,1,0,1,1,1,0,0,1,1,0,1
"gen21_0013",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0014",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0015",9,0,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0016",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0017",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0018",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0019",9,1,0,1,0,1,1,1,1,1,1,1,0,0
"gen21_0020",9,1,0,1,0,1,1,1,1,1,1,1,0,0
"gen21_0021",9,1,0,1,0,1,1,0,1,1,1,1,0,1
"gen21_0022",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0023",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0024",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0025",9,1,0,1,0,1,1,1,0,1,1,1,1,1
"gen21_0026",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0027",9,1,0,1,0,1,1,1,1,1,1,1,1,1
"gen21_0028",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0029",9,1,1,1,0,1,0,1,1,1,1,1,0,1
"gen21_0030",9,1,0,1,0,1,1,1,1,1,0,1,0,1
"gen21_0031",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0032",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0033",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0034",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen21_0035",9,1,0,1,0,1,0,1,1,0,1,1,0,1
"gen21_0036",9,1,0,1,0,1,1,1,1,1,1,1,1,0
"gen21_0037",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0038",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0039",28,1,0,1,0,1,0,1,1,1,1,1,0,1
"gen21_0040",9,1,1,1,0,1,1,1,1,1,1,1,0,1
"gen21_0041",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0042",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0043",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0044",9,1,0,1,0,1,1,1,1,0,1,1,0,1
"gen21_0045",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0046",9,0,0,1,0,1,1,1,1,1,1,1,1,1
"gen21_0047",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0048",17,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0049",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0050",9,1,0,1,0,0,1,0,1,1,1,1,0,0
"gen21_0051",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen21_0052",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0053",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0054",2,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0055",8,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0056",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0057",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0058",9,1,0,1,0,1,1,1,1,1,1,1,0,0
"gen21_0059",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0060",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0061",16,1,0,1,0,1,1,1,1,1,1,0,0,0
"gen21_0062",18,1,0,1,0,1,1,1,1,1,0,1,0,1
"gen21_0063",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen21_0064",9,1,0,1,0,1,1,1,1,1,1,1,0,1
