"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen18_0001",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0002",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0003",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0004",9,1,0,1,0,1,0,1,1,1,1,1,0,1
"gen18_0005",9,1,0,1,0,1,1,1,1,1,0,1,0,1
"gen18_0006",9,1,0,0,0,1,1,1,1,1,1,1,0,1
"gen18_0007",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0008",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0009",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0010",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0011",9,1,0,1,0,0,1,1,1,1,1,1,0,0
"gen18_0012",9,1,0,1,0,1,1,1,1,1,1,1,1,1
"gen18_0013",9,0,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0014",9,1,0,1,0,1,0,1,1,1,1,1,0,1
"gen18_0015",9,1,0,1,0,0,1,0,1,1,1,1,0,1
"gen18_0016",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0017",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0018",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0019",9,1,0,1,0,0,1,1,1,1,0,1,0,1
"gen18_0020",11,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0021",10,1,0,1,1,0,1,1,1,1,1,1,0,1
"gen18_0022",9,1,0,0,1,1,1,1,1,1,1,1,0,1
"gen18_0023",9,1,0,1,0,1,1,1,1,0,0,1,0,1
"gen18_0024",9,1,0,1,0,1,1,1,1,1,1,1,1,1
"gen18_0025",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0026",9,1,0,1,0,1,1,1,1,1,1,1,0,0
"gen18_0027",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0028",19,1,0,1,0,1,1,1,0,1,1,1,0,1
"gen18_0029",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0030",9,1,0,1,0,1,1,1,1,1,1,1,1,1
"gen18_0031",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0032",9,1,1,1,0,1,1,0,1,1,1,1,0,1
"gen18_0033",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0034",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0035",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0036",9,1,0,1,1,1,0,1,0,1,1,1,0,1
"gen18_0037",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0038",9,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen18_0039",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0040",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0041",9,0,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0042",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0043",9,1,0,1,0,1,1,1,1,1,1,1,0,0
"gen18_0044",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0045",9,0,0,0,0,1,1,1,1,1,1,1,0,1
"gen18_0046",9,0,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0047",9,1,0,0,0,1,1,0,1,1,1,1,0,1
"gen18_0048",9,1,0,1,0,1,1,1,1,0,1,0,0,1
"gen18_0049",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0050",15,1,0,0,0,1,1,1,1,1,1,1,0,1
"gen18_0051",9,0,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0052",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0053",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0054",9,1,0,1,0,1,0,1,1,1,1,1,0,1
"gen18_0055",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0056",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0057",9,1,0,1,1,1,1,1,1,1,1,1,0,1
"gen18_0058",9,1,0,0,0,1,1,1,1,1,1,1,0,1
"gen18_0059",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0060",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0061",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0062",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0063",9,1,0,1,0,1,1,1,1,1,1,1,0,1
"gen18_0064",9,1,0,1,0,1,1,1,0,1,1,1,0,1
