"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen0_001",976,5.3,0,0,1,1,0,0,1,1,1,0,1,0,1
"gen0_002",80,-21.2,0,1,1,0,0,1,0,1,1,0,0,0,1
"gen0_003",954,-9.9,1,1,1,1,1,0,1,0,1,1,0,1,0
"gen0_004",125,-0.9,0,0,1,0,1,0,1,1,1,0,1,1,0
"gen0_005",370,22,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen0_006",719,-13.4,1,0,1,1,0,0,1,0,1,1,0,0,1
"gen0_007",621,-1.4,1,1,0,1,1,0,0,0,0,0,0,0,0
"gen0_008",873,-20.5,0,1,0,1,1,0,0,0,1,1,0,1,1
"gen0_009",71,1.9,0,1,1,1,0,0,1,1,0,0,0,0,0
"gen0_010",819,-19.9,0,1,1,1,0,1,0,1,1,0,0,1,1
"gen0_011",318,-16.1,1,1,0,0,0,0,0,1,1,1,1,0,0
"gen0_012",355,-10.8,0,0,1,0,0,0,1,0,1,1,0,1,0
"gen0_013",763,18.6,0,0,0,1,0,0,0,0,0,1,1,1,0
"gen0_014",210,-4.6,0,1,0,0,0,0,1,0,0,1,0,0,0
"gen0_015",459,14.4,1,1,1,1,1,0,0,0,0,0,1,0,0
"gen0_016",471,-22.2,1,1,0,0,0,1,0,0,0,0,0,0,1
"gen0_017",769,11.7,0,0,1,1,1,1,1,0,0,0,0,1,0
"gen0_018",176,24.1,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen0_019",743,-7.7,0,0,0,1,0,1,0,1,0,0,1,1,0
"gen0_020",306,-3.3,1,0,1,0,1,0,1,1,1,0,1,1,0
"gen0_021",417,14.1,1,1,1,1,1,0,1,0,0,0,1,1,1
"gen0_022",146,-17.1,0,0,1,0,0,1,1,1,0,1,1,1,1
"gen0_023",895,-15,1,1,0,1,1,1,1,1,0,1,1,0,1
"gen0_024",264,-22.8,1,0,0,0,1,0,1,0,1,0,1,0,0
"gen0_025",159,2.5,0,1,1,1,1,1,0,0,1,1,0,1,0
"gen0_026",543,-23.2,1,0,0,1,0,0,1,1,0,1,0,1,0
"gen0_027",5,7.3,1,0,0,0,0,1,1,0,0,1,0,1,0
"gen0_028",876,9,0,0,1,0,0,1,1,0,0,1,0,0,0
"gen0_029",48,16.5,1,0,1,1,0,0,0,1,0,0,1,0,1
"gen0_030",571,-6.1,0,1,0,0,0,1,0,0,1,1,1,0,0
"gen0_031",684,1,1,0,0,0,1,1,0,1,1,0,1,1,1
"gen0_032",424,8.7,1,0,1,1,0,1,1,0,0,1,1,0,1
"gen0_033",399,21.7,1,0,1,0,0,1,1,0,0,0,0,0,1
"gen0_034",705,21,1,0,0,0,1,0,0,0,1,0,0,0,0
"gen0_035",930,-7.1,0,1,0,0,1,0,1,0,1,1,0,0,1
"gen0_036",657,12.2,1,0,1,0,1,1,0,0,1,1,0,0,1
"gen0_037",583,4.4,1,0,0,0,0,1,0,1,0,0,0,1,1
"gen0_038",235,-18.2,0,0,1,1,0,0,0,1,0,0,1,1,1
"gen0_039",332,-8.4,1,1,0,1,0,1,1,1,0,0,1,1,0
"gen0_040",794,7.9,1,1,1,1,0,1,0,1,1,0,0,0,0
"gen0_041",59,20.3,1,1,1,0,1,1,0,1,1,1,1,0,0
"gen0_042",799,3.1,1,0,0,1,0,0,1,1,1,1,0,0,0
"gen0_043",288,3.6,0,1,0,0,1,1,1,1,0,1,0,0,1
"gen0_044",102,-9.3,0,0,0,1,1,1,1,0,0,0,1,1,0
"gen0_045",558,-17.1,0,0,0,1,1,0,1,0,1,0,1,1,1
"gen0_046",203,-13.2,0,1,0,0,1,1,1,0,1,1,1,1,1
"gen0_047",908,6.4,0,0,0,0,1,1,1,0,0,0,1,0,0
"gen0_048",609,15.3,0,1,0,0,0,0,0,1,0,1,1,1,1
"gen0_049",939,24.3,1,0,1,0,0,1,0,0,1,1,0,1,0
"gen0_050",379,17.8,0,1,0,1,0,0,0,0,1,0,1,0,1
"gen0_051",450,16.7,0,1,0,0,0,1,0,0,1,1,0,1,1
"gen0_052",281,22.8,0,0,1,0,0,0,0,0,1,1,1,0,1
"gen0_053",689,9.7,0,0,0,1,1,1,0,1,1,0,1,1,1
"gen0_054",653,-1.8,1,1,0,1,1,0,0,1,1,1,0,0,1
"gen0_055",847,19.4,1,1,1,0,1,1,0,0,0,1,1,1,1
"gen0_056",523,12.8,0,0,1,1,1,0,0,0,0,0,0,0,0
"gen0_057",492,11.2,1,0,1,0,0,0,1,1,0,0,0,1,1
"gen0_058",221,-11.5,1,1,0,0,1,1,1,1,0,0,0,0,0
"gen0_059",996,-14.7,1,1,1,0,1,0,0,1,1,1,0,1,1
"gen0_060",19,-0.2,1,1,1,1,0,0,1,0,0,1,0,1,0
"gen0_061",833,-5.2,0,0,1,1,0,1,1,1,1,0,1,0,0
"gen0_062",130,-19.4,0,1,0,0,1,0,0,1,0,0,1,1,1
"gen0_063",509,-2.9,0,1,1,1,1,1,0,1,0,1,1,0,1
"gen0_064",635,-12.4,0,0,1,1,1,0,0,1,0,1,0,0,0
