"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen3_0001",516,8.9,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen3_0002",670,9.6,1,1,0,1,1,0,1,1,0,1,1,1,0
"gen3_0003",205,13.8,1,1,1,0,1,1,1,1,1,0,1,1,0
"gen3_0004",250,22.9,1,1,1,0,1,0,0,1,1,0,1,1,1
"gen3_0005",367,17.1,1,1,1,0,1,0,1,1,1,1,1,1,1
"gen3_0006",176,9.8,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen3_0007",253,24.5,1,1,0,0,1,1,1,1,0,0,1,1,1
"gen3_0008",270,21.3,1,1,1,1,1,0,1,1,1,0,1,1,1
"gen3_0009",207,11.5,0,0,1,1,0,0,1,1,1,0,1,1,1
"gen3_0010",367,17.3,1,1,0,1,0,1,1,1,1,1,0,0,1
"gen3_0011",343,17.4,0,1,0,1,1,0,1,1,0,1,1,1,0
"gen3_0012",367,21.1,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen3_0013",240,11.9,1,1,1,1,1,0,1,1,0,0,1,1,0
"gen3_0014",683,3.8,1,1,1,1,1,0,1,1,1,0,1,0,1
"gen3_0015",411,13.2,1,0,1,1,0,1,1,1,0,0,0,1,1
"gen3_0016",379,-11.5,1,1,0,1,0,1,1,1,0,1,1,1,1
"gen3_0017",679,18.9,1,1,1,1,1,0,0,1,0,0,1,1,0
"gen3_0018",241,13.6,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen3_0019",249,22.3,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen3_0020",443,10.7,1,1,1,1,0,1,1,1,1,1,1,1,1
"gen3_0021",253,23.9,1,1,1,1,1,0,1,1,0,0,1,1,1
"gen3_0022",250,23.5,1,1,0,1,1,1,1,1,0,0,1,1,1
"gen3_0023",497,9.7,1,1,1,1,1,1,1,1,0,1,0,1,1
"gen3_0024",540,17.2,1,1,0,1,0,1,1,1,1,1,1,0,0
"gen3_0025",503,12.8,1,1,1,1,1,1,1,1,0,0,0,1,1
"gen3_0026",424,9.3,1,0,1,1,0,1,1,1,1,0,1,1,1
"gen3_0027",252,17.5,1,1,0,1,0,0,1,1,0,1,1,1,1
"gen3_0028",251,24.6,1,1,1,0,1,0,1,1,1,0,1,1,1
"gen3_0029",388,15.7,0,0,1,0,1,0,1,1,1,0,1,1,1
"gen3_0030",495,10.3,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen3_0031",325,16.6,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen3_0032",247,14.5,1,1,1,0,0,1,1,1,1,0,1,1,1
"gen3_0033",207,12.7,0,0,1,0,1,0,1,0,1,0,1,1,0
"gen3_0034",205,12,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen3_0035",370,22.5,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen3_0036",376,17.2,1,1,0,1,0,1,1,1,0,1,1,0,1
"gen3_0037",251,14.1,1,1,1,1,1,0,1,1,1,0,1,1,0
"gen3_0038",239,15.8,1,1,0,1,1,0,1,1,0,0,1,1,1
"gen3_0039",177,23.3,1,1,0,1,1,0,1,1,1,0,1,1,1
"gen3_0040",249,-21,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen3_0041",243,20.6,0,1,0,1,1,0,1,1,1,0,1,1,1
"gen3_0042",250,15.8,1,0,0,1,1,0,1,1,0,0,1,1,0
"gen3_0043",988,22.2,1,1,1,1,1,1,1,1,0,1,1,1,1
"gen3_0044",699,9.8,1,1,0,1,1,1,1,1,0,1,1,1,0
"gen3_0045",237,10.9,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen3_0046",683,21.6,1,0,1,1,1,0,1,1,0,1,1,1,1
"gen3_0047",789,16.4,1,1,0,1,1,1,1,1,0,0,1,0,1
"gen3_0048",413,11.9,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen3_0049",234,16.3,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen3_0050",352,17.6,0,0,1,1,1,0,1,1,0,0,1,1,1
"gen3_0051",459,9.7,1,1,0,1,1,1,1,1,0,1,1,1,1
"gen3_0052",398,21,1,1,1,0,1,0,1,1,1,1,1,1,0
"gen3_0053",375,18.2,1,0,1,1,1,1,1,1,0,0,0,1,1
"gen3_0054",28,17.9,1,1,1,1,1,0,0,1,1,0,1,1,1
"gen3_0055",268,21.2,1,1,0,1,1,0,1,1,1,0,1,1,1
"gen3_0056",325,19.1,0,1,1,1,1,0,1,1,0,1,1,1,0
"gen3_0057",309,20.3,0,1,0,1,1,1,1,1,1,0,0,1,1
"gen3_0058",460,13.1,1,1,1,1,1,1,1,1,0,0,1,1,1
"gen3_0059",382,24.5,1,1,0,1,0,1,1,1,0,0,1,1,1
"gen3_0060",554,13.2,1,0,1,1,1,1,1,1,0,0,0,1,1
"gen3_0061",222,11.6,1,1,1,1,1,0,0,1,1,1,1,1,0
"gen3_0062",225,11.8,0,0,0,1,1,0,1,1,0,0,1,1,0
"gen3_0063",371,16,1,1,1,1,1,0,1,1,0,1,1,1,0
"gen3_0064",236,13,1,1,0,1,1,0,1,1,1,0,1,1,1
