"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen28_0001",776,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0002",854,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0003",874,11,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0004",821,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0005",843,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0006",875,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0007",908,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0008",778,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0009",870,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0010",900,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0011",889,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0012",890,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0013",888,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0014",881,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0015",778,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0016",916,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0017",882,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0018",882,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0019",815,11,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0020",837,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0021",811,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0022",788,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0023",893,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0024",866,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0025",892,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0026",817,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0027",899,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0028",890,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0029",901,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0030",828,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0031",813,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0032",817,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0033",836,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0034",839,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0035",876,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0036",875,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0037",896,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0038",900,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0039",848,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0040",820,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0041",855,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0042",866,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0043",914,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0044",845,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0045",897,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0046",893,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0047",874,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0048",875,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0049",900,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0050",908,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0051",867,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0052",864,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0053",908,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0054",890,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0055",885,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0056",879,11,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0057",779,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0058",874,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0059",878,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0060",887,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0061",767,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0062",911,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen28_0063",849,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen28_0064",902,11,1,1,0,1,1,1,1,1,1,1,1,1,0
