"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen18_0001",775,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0002",755,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0003",763,11.6,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0004",764,11.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0005",753,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0006",721,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0007",799,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0008",802,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0009",762,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0010",747,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0011",768,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0012",766,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0013",721,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0014",755,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0015",929,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0016",737,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0017",781,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0018",782,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0019",730,11.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0020",738,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0021",749,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0022",761,11.6,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0023",780,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0024",797,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0025",778,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0026",799,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0027",757,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0028",719,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0029",762,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0030",763,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0031",751,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0032",723,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0033",763,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0034",753,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0035",873,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0036",777,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0037",796,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0038",774,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0039",759,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0040",725,11.7,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0041",904,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0042",762,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0043",887,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0044",808,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0045",774,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0046",762,11.4,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0047",799,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0048",764,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0049",757,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0050",760,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0051",743,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0052",762,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0053",817,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0054",874,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0055",801,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0056",800,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0057",759,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0058",790,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0059",718,11.8,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0060",758,11.7,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0061",759,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen18_0062",759,11.8,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0063",765,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen18_0064",799,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
