"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen24_0001",880,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0002",896,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0003",788,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0004",807,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0005",786,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0006",933,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0007",804,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0008",822,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0009",887,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0010",798,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0011",845,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0012",925,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0013",907,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0014",914,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0015",955,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0016",866,11.4,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen24_0017",843,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0018",842,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0019",882,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0020",885,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0021",917,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0022",925,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0023",832,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0024",843,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0025",882,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0026",918,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0027",784,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0028",889,11.3,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0029",878,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0030",868,11.3,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen24_0031",847,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0032",802,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0033",816,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0034",902,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0035",884,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0036",830,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0037",875,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0038",850,11.6,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0039",927,11,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0040",913,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0041",854,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0042",857,11.5,1,0,0,1,1,1,1,1,1,1,1,1,0
"gen24_0043",816,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0044",920,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0045",881,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0046",828,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0047",806,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0048",925,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0049",812,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0050",814,11.6,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0051",865,11.1,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0052",854,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0053",926,11.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0054",806,11.1,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0055",804,11.5,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0056",801,11.5,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0057",812,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0058",888,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0059",885,11.2,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0060",847,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0061",838,11.6,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0062",856,11.3,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0063",952,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0064",917,11.2,1,1,0,1,1,1,1,1,1,1,1,1,0
