"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen2_0001",500,12.1,0,1,1,1,1,1,1,1,0,1,1,0,1
"gen2_0002",746,4.7,1,1,0,1,0,1,1,1,1,1,1,0,0
"gen2_0003",879,6.7,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen2_0004",135,14.9,0,0,0,1,1,1,1,1,1,1,0,0,0
"gen2_0005",712,13.7,0,1,0,1,1,1,1,1,0,0,0,0,0
"gen2_0006",38,12.7,0,1,0,0,1,0,1,1,1,0,1,0,1
"gen2_0007",349,16,1,1,0,1,0,1,1,1,0,0,1,0,0
"gen2_0008",278,9.7,1,1,0,1,0,1,1,0,0,1,1,0,0
"gen2_0009",966,11.4,1,0,1,0,0,0,1,0,0,0,1,1,0
"gen2_0010",419,7.8,1,1,0,1,0,1,1,0,1,1,1,0,0
"gen2_0011",234,8.1,1,1,0,1,0,1,1,0,1,1,1,0,0
"gen2_0012",364,16.2,1,1,1,1,1,1,1,1,0,1,0,1,0
"gen2_0013",974,0.4,1,0,1,1,1,0,1,1,1,1,1,0,1
"gen2_0014",854,17.2,1,1,0,1,0,1,1,0,0,1,1,1,1
"gen2_0015",423,3.7,1,0,1,0,0,1,1,1,1,0,1,1,0
"gen2_0016",647,18.2,0,0,1,1,1,1,1,0,1,1,0,0,0
"gen2_0017",253,13,1,0,0,1,1,1,1,0,1,1,1,0,0
"gen2_0018",160,11.6,0,1,0,1,0,1,1,1,0,1,0,0,0
"gen2_0019",825,11,0,1,0,1,1,0,1,0,0,0,1,1,0
"gen2_0020",137,10.9,1,1,0,1,0,1,1,1,0,1,1,0,0
"gen2_0021",531,12.3,1,1,0,1,0,1,1,0,0,0,1,0,0
"gen2_0022",600,9.2,0,1,0,1,0,0,1,1,0,0,0,1,0
"gen2_0023",158,11.2,0,1,0,1,0,0,1,0,0,1,1,0,1
"gen2_0024",229,12.8,1,1,0,0,1,1,1,0,0,1,1,0,0
"gen2_0025",598,7.6,0,0,1,0,0,1,1,1,1,0,1,0,0
"gen2_0026",748,14.3,1,0,1,1,1,1,1,1,1,1,0,1,0
"gen2_0027",277,8.1,1,1,0,1,0,1,1,1,0,1,1,0,1
"gen2_0028",235,9.7,1,1,0,1,0,1,1,0,0,1,0,0,0
"gen2_0029",414,9.4,1,1,0,1,0,1,1,0,0,1,1,0,0
"gen2_0030",283,8.1,1,1,0,1,0,1,0,0,0,1,1,0,0
"gen2_0031",437,17.7,0,0,0,1,1,1,1,1,1,1,0,0,0
"gen2_0032",345,-20.5,0,0,1,1,1,1,0,0,1,1,0,0,0
"gen2_0033",296,11.8,1,1,0,0,0,1,1,0,0,1,1,0,0
"gen2_0034",20,10.6,0,1,0,1,1,0,1,1,0,1,1,0,1
"gen2_0035",724,-4.8,0,0,1,0,0,1,0,1,1,0,1,1,0
"gen2_0036",429,5.5,1,0,1,1,0,1,1,1,1,1,0,0,0
"gen2_0037",329,8.8,1,1,0,1,0,1,1,0,0,1,1,0,0
"gen2_0038",254,9,1,1,0,1,0,1,1,0,0,1,1,0,0
"gen2_0039",865,11.1,1,0,1,1,1,1,1,1,1,1,1,0,0
"gen2_0040",661,13.8,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen2_0041",417,10.9,0,0,0,0,0,1,1,1,1,0,0,1,0
"gen2_0042",141,7.7,1,0,1,1,1,1,1,1,1,1,1,0,0
"gen2_0043",141,14.4,1,1,0,1,0,1,1,0,0,1,1,0,1
"gen2_0044",413,8.3,0,0,0,1,1,1,1,1,1,1,1,0,0
"gen2_0045",440,8.2,0,0,0,1,1,1,1,1,0,1,0,1,1
"gen2_0046",778,16.2,1,1,1,1,1,1,1,0,1,1,1,1,0
"gen2_0047",317,14.6,1,1,0,1,0,1,1,0,0,1,0,0,0
"gen2_0048",440,11.6,0,0,0,1,1,1,1,1,0,1,1,0,0
"gen2_0049",973,10.1,1,0,0,1,0,0,1,1,0,1,0,1,0
"gen2_0050",872,8,1,1,1,0,1,0,1,0,1,0,1,0,1
"gen2_0051",318,11.4,1,0,1,1,0,1,1,1,1,1,0,1,1
"gen2_0052",900,13,0,1,0,1,0,1,1,0,1,1,1,1,0
"gen2_0053",738,10,0,1,1,1,1,0,1,1,1,1,1,0,0
"gen2_0054",641,12,1,1,0,1,1,0,1,1,0,1,0,0,1
"gen2_0055",181,14.1,0,0,0,1,1,0,1,0,1,1,1,0,0
"gen2_0056",920,12.2,1,0,1,0,0,1,1,1,0,0,0,0,0
"gen2_0057",484,16.8,0,1,0,1,0,1,1,1,0,1,0,0,0
"gen2_0058",575,-2.6,0,0,1,1,1,1,1,0,1,1,1,0,0
"gen2_0059",675,20.9,0,1,0,1,1,0,1,1,1,1,0,0,1
"gen2_0060",851,12.4,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen2_0061",333,3.3,1,0,0,1,1,1,1,1,1,0,0,0,0
"gen2_0062",225,8.8,0,0,1,0,0,1,1,1,1,1,1,1,0
"gen2_0063",271,9.5,1,1,0,1,0,1,1,0,0,1,1,0,0
"gen2_0064",175,8,1,1,0,1,0,1,1,0,0,1,1,0,0
