"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen1_0001",135,14.9,0,0,0,1,1,1,1,1,1,1,0,0,0
"gen1_0002",278,9.7,1,1,0,1,0,1,1,0,0,1,1,0,0
"gen1_0003",966,11.4,1,0,1,0,1,0,1,0,0,0,1,1,0
"gen1_0004",38,12.7,0,0,1,0,1,0,1,1,0,1,1,0,1
"gen1_0005",584,0,0,0,1,1,0,1,1,1,0,1,1,1,0
"gen1_0006",194,1.5,0,1,1,0,0,0,1,0,1,1,1,1,0
"gen1_0007",656,18.1,0,0,0,0,0,0,1,1,1,0,0,1,0
"gen1_0008",69,3.2,1,1,0,1,1,0,1,1,0,1,0,0,0
"gen1_0009",637,19.2,0,0,1,1,1,1,1,0,0,1,0,0,0
"gen1_0010",871,-7.3,1,1,0,1,1,1,1,1,0,1,1,0,1
"gen1_0011",797,15.9,0,1,0,0,0,0,1,0,0,0,0,0,0
"gen1_0012",782,-0.6,0,0,0,1,0,1,1,0,1,0,1,0,0
"gen1_0013",12,7.4,1,0,0,1,0,1,1,0,1,0,1,1,0
"gen1_0014",778,-5.1,0,0,0,1,0,1,1,0,0,1,0,1,0
"gen1_0015",599,13.8,0,0,0,0,1,1,1,0,1,0,1,1,1
"gen1_0016",92,20.6,0,0,1,1,0,0,1,0,1,1,0,1,1
"gen1_0017",593,-4.7,0,0,0,1,1,1,1,0,1,1,0,1,1
"gen1_0018",784,13.4,0,0,0,0,0,1,1,0,0,0,1,1,0
"gen1_0019",473,13.8,0,1,0,1,0,1,1,0,0,1,1,1,0
"gen1_0020",404,9.7,1,0,0,0,1,1,1,0,1,0,1,0,1
"gen1_0021",122,0.6,0,0,1,0,0,1,1,1,0,1,1,1,0
"gen1_0022",500,12.1,0,0,1,1,1,0,1,1,0,1,1,0,1
"gen1_0023",746,4.7,1,1,0,1,0,1,1,1,0,1,1,0,1
"gen1_0024",137,-4.6,1,0,0,1,1,1,1,0,1,0,1,1,0
"gen1_0025",646,19.1,0,0,0,0,0,0,1,0,0,0,0,1,0
"gen1_0026",647,18.2,0,0,1,1,1,1,1,1,1,1,0,0,0
"gen1_0027",863,3.7,1,0,1,0,1,1,1,0,0,0,1,1,0
"gen1_0028",974,0.4,1,1,0,1,1,0,1,1,0,1,1,0,1
"gen1_0029",295,-5.8,1,1,0,1,1,1,1,1,0,1,1,0,0
"gen1_0030",854,8.2,1,1,0,1,0,1,1,0,0,1,1,0,1
"gen1_0031",113,4.8,1,1,0,1,1,0,1,1,0,1,0,0,0
"gen1_0032",234,8.1,1,1,0,1,0,1,1,0,0,1,1,0,0
"gen1_0033",355,-1.3,0,0,0,1,0,1,1,1,0,1,1,0,0
"gen1_0034",364,16.2,0,0,1,1,1,1,1,1,1,1,0,1,0
"gen1_0035",590,2.7,0,0,1,1,1,1,1,1,1,1,1,1,0
"gen1_0036",593,11.1,0,0,0,0,0,1,1,0,0,0,1,1,1
"gen1_0037",777,15.5,0,1,0,0,1,0,1,0,0,0,1,1,1
"gen1_0038",619,14.2,0,0,0,0,0,1,1,0,1,0,0,0,0
"gen1_0039",573,0.4,0,1,0,1,0,0,1,1,0,1,0,1,0
"gen1_0040",80,2.8,1,0,1,1,1,1,1,1,0,1,1,0,0
"gen1_0041",712,13.7,0,1,0,1,1,0,1,1,0,0,0,0,0
"gen1_0042",154,5.4,1,1,0,0,0,0,1,0,0,1,0,0,0
"gen1_0043",471,7.7,0,0,0,0,0,1,1,0,1,0,1,1,1
"gen1_0044",140,13.5,1,0,0,1,1,1,1,0,1,0,1,1,0
"gen1_0045",29,17.4,1,0,1,1,0,1,1,0,1,0,0,1,1
"gen1_0046",75,10.6,0,0,0,1,0,0,1,0,1,1,1,1,0
"gen1_0047",419,7.8,1,1,0,1,0,1,1,0,0,1,1,0,0
"gen1_0048",641,1.3,0,0,0,1,0,1,1,0,1,0,1,0,0
"gen1_0049",362,0.8,0,0,1,1,0,1,1,0,1,1,0,0,0
"gen1_0050",512,19.2,0,0,0,1,0,0,1,0,1,0,1,1,1
"gen1_0051",734,16,0,0,0,0,1,1,1,0,1,0,0,0,1
"gen1_0052",662,13.7,0,1,0,0,0,0,1,0,0,0,1,1,0
"gen1_0053",783,16.7,0,0,0,1,0,1,1,1,1,0,1,1,0
"gen1_0054",655,0.8,0,0,0,0,0,0,1,0,1,0,0,0,0
"gen1_0055",129,20.4,0,0,1,0,0,0,1,1,1,1,0,1,0
"gen1_0056",619,18.3,0,0,0,1,0,0,1,0,1,0,0,1,1
"gen1_0057",53,12.6,0,0,1,0,1,0,1,0,1,1,1,0,1
"gen1_0058",77,20.7,0,0,1,1,0,0,1,1,0,1,0,1,1
"gen1_0059",173,3.7,0,0,0,1,0,1,1,0,0,1,1,1,0
"gen1_0060",423,3.7,1,0,1,1,0,1,1,1,1,0,1,1,0
"gen1_0061",879,6.7,1,1,0,1,1,0,1,1,1,1,0,0,1
"gen1_0062",648,4.1,0,0,0,0,0,1,1,1,0,0,1,1,0
"gen1_0063",800,-8.9,1,1,0,1,1,1,1,1,0,1,1,0,1
"gen1_0064",349,11.3,1,1,0,1,0,1,1,0,0,1,1,0,0
