"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen9_0001",754,8.1,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0002",635,8.2,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0003",651,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0004",661,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0005",696,8.7,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0006",721,8.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0007",604,8.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0008",606,8.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0009",636,8.2,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0010",686,7.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0011",637,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0012",647,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0013",720,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0014",649,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0015",628,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0016",559,8.8,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0017",669,7.7,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0018",652,8.1,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0019",648,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0020",689,7.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0021",632,8.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0022",694,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0023",720,8.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0024",721,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0025",725,8.2,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0026",750,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0027",649,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0028",626,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0029",739,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0030",736,8.2,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0031",620,8.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0032",622,8.2,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0033",594,8.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0034",651,7.8,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0035",649,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0036",651,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0037",657,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0038",641,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0039",653,8.2,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0040",669,7.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0041",700,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0042",681,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0043",658,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0044",675,8.7,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0045",662,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0046",636,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0047",638,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0048",641,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0049",627,8.7,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0050",686,8.2,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0051",603,8.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0052",650,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0053",647,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0054",636,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0055",555,8.7,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0056",651,8.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0057",642,8.3,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0058",654,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0059",628,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0060",647,8.5,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0061",729,8.2,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0062",745,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0063",573,8,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0064",672,8.4,1,1,1,1,1,1,1,1,0,1,1,0,0
