"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen0_006",20,1,0,0,1,1,0,1,1,0,1,0,0,1,0.0577621329439461,0.0573134599886659,0.0647034664017431,7
"gen0_025",13,0,0,0,1,1,1,1,1,0,1,0,1,0,0.0583213698784394,0.0512630087539798,0.0654079311684052,7
"gen0_046",9,1,1,0,1,1,0,1,1,1,0,0,0,1,0.0583450927002591,0.0584682560209398,0.063420205340001,8
"gen0_002",9,1,1,1,1,1,1,1,1,0,1,0,1,0,0.0588319353064884,0.0751517868330795,0.0625997451875746,10
"gen0_027",5,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0588703718334023,0.0595087499929179,0.0622419754625348,8
"gen0_061",14,0,0,0,1,1,0,1,1,0,0,1,1,1,0.0589056081963781,0.0540536200673827,0.0664348012710592,7
"gen0_056",26,1,1,0,1,0,0,1,1,0,1,0,0,0,0.0589712612628601,0.0586851831330643,0.0658174071103073,6
"gen0_023",5,0,1,0,0,1,1,1,1,0,1,0,0,1,0.0589876131760684,0.0592326590645745,0.0641856599625294,7
"gen0_026",29,1,0,1,1,1,0,1,1,0,0,0,1,0,0.0592647772714661,0.0473438764813449,0.0631382721165588,7
"gen0_048",26,0,1,0,0,1,1,1,1,1,0,1,1,0,0.060034418448876,0.0514344079364599,0.0646555706759051,8
"gen0_012",7,0,0,0,0,1,1,1,1,1,0,0,0,1,0.0601913834289445,0.0484412010076661,0.0655367335371424,6
"gen0_055",24,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0602472421338481,0.0462628011696057,0.0640657773700371,7
"gen0_007",10,0,1,1,0,0,1,1,1,0,1,0,1,0,0.0602692378697793,0.0479315402988114,0.0670291502377177,7
"gen0_003",13,0,1,1,1,0,0,1,0,1,1,1,1,0,0.060659138529792,0.0417926755333923,0.066328448888055,8
"gen0_015",3,1,0,1,0,0,1,1,1,0,1,1,0,0,0.0609480813613278,0.0518425791787418,0.0647658539639487,7
"gen0_014",28,1,1,0,0,1,1,1,1,1,1,0,0,0,0.0610494378011077,0.0462041474488677,0.0634487612040114,8
"gen0_035",12,0,0,1,0,0,1,1,1,0,0,1,0,0,0.0612064571319587,0.0454511640121069,0.0632591322037542,5
"gen0_008",21,0,1,1,0,0,0,1,1,1,0,1,0,0,0.0613455245956282,0.0404976147727264,0.063377357959111,6
"gen0_036",23,1,1,1,0,1,1,1,0,0,0,0,1,0,0.0618797454379852,0.0380935602951345,0.0696295191025845,7
"gen0_031",18,1,1,1,1,0,0,1,0,1,0,0,1,1,0.0621334690650964,0.042211962563605,0.0640528197155128,8
"gen0_024",27,0,1,1,1,0,1,1,0,1,0,0,1,0,0.0624669471147293,0.0514087012741283,0.0668940218505875,7
"gen0_029",29,1,1,1,0,0,0,1,0,0,1,1,0,1,0.0631836882876882,0.0296996571657643,0.066116784481345,7
"gen0_013",25,0,1,1,1,1,0,1,0,1,1,1,0,1,0.0635811079516263,0.0341057785645381,0.0660783872715014,9
"gen0_064",15,0,1,0,0,0,1,1,0,1,1,1,0,0,0.0639992579974725,0.0426952178962234,0.071507118346057,6
"gen0_043",17,1,1,0,0,1,1,1,0,1,0,0,0,0,0.065467164916603,0.0228713845860844,0.0657449530903233,6
"gen0_010",20,1,0,0,1,0,0,1,0,1,1,1,1,0,0.0669323824109091,0.0333910586391036,0.0765864535002169,7
"gen0_062",11,1,0,0,0,1,1,1,0,1,1,1,1,0,0.0671137104662225,0.0500867758566155,0.0751299816824789,8
"gen0_020",12,0,0,1,1,0,0,1,0,0,1,0,1,1,0.0677427431427707,0.0403447372814169,0.0793172037866383,6
"gen0_004",2,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0698483535809043,0.0324359415500487,0.0772674519064422,3
"gen0_017",6,0,0,1,1,1,0,1,0,0,0,0,0,1,0.0699370330827239,0.0245046862359811,0.0767014952059978,5
"gen0_011",24,0,0,0,0,1,0,1,0,0,0,1,0,1,0.0744240962012411,0.0174040754447139,0.0827924850980482,4
"gen0_039",22,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0765007467005783,0.0182449092490287,0.0854160527126545,3
"gen0_049",18,1,0,1,1,1,1,0,0,0,1,1,0,0,0.0957954658751436,0.0524438347395154,0.112514652448413,7
"gen0_019",1,1,0,1,1,1,1,0,1,0,0,1,1,1,0.0967157995163563,0.0530767443304982,0.110969999701731,9
"gen0_032",9,1,1,0,1,1,1,0,0,1,1,1,1,0,0.0972027888617249,0.0641378323564025,0.118884408950653,9
"gen0_022",19,0,1,0,1,1,0,0,0,0,1,1,1,1,0.0994054514093552,0.0480346882157406,0.112467328094877,7
"gen0_009",16,1,1,0,0,1,1,0,1,0,1,1,1,1,0.0998372967384167,0.0534892513324176,0.11235938452182,9
"gen0_058",4,1,1,1,0,1,0,0,0,0,0,1,0,0,0.101050759558501,0.0534207734625401,0.115524508979819,5
"gen0_033",8,0,1,1,1,1,0,0,0,1,1,1,0,1,0.102391946110208,0.0539250114979759,0.113722994177598,8
"gen0_037",16,1,0,1,0,1,0,0,1,0,0,0,0,1,0.102655631003115,0.0375139700695931,0.1174238693594,5
"gen0_045",27,0,1,0,1,1,0,0,0,0,0,0,0,1,0.102886431991151,0.020859650262627,0.114980108841673,4
"gen0_059",8,1,1,1,1,0,1,0,0,0,1,0,1,1,0.103612834520457,0.037062441690709,0.116872599396806,8
"gen0_054",20,0,1,1,0,1,1,0,0,0,0,1,1,0,0.104054807778132,0.0392659361083426,0.116769206026727,6
"gen0_042",10,1,0,1,1,0,1,0,1,1,1,0,0,1,0.105607521625079,0.0330977526066394,0.11934974735643,8
"gen0_047",4,1,0,1,1,0,0,0,1,0,0,1,1,1,0.106406715863601,0.0378748749296976,0.118918632892219,7
"gen0_060",27,0,1,1,1,0,0,0,1,1,0,0,1,1,0.106926261763149,0.0287557548925848,0.12647038907883,7
"gen0_016",7,1,0,0,0,1,1,0,0,1,1,0,0,1,0.107552133790068,0.0557968388329939,0.123708302868096,6
"gen0_051",6,0,1,1,1,0,1,0,1,0,0,1,0,0,0.10758198116078,0.0287996377709869,0.126763361459904,6
"gen0_057",11,1,0,0,1,0,1,0,1,1,0,0,0,0,0.107618714445057,0.0289955846082257,0.12068411910255,5
"gen0_053",30,1,0,0,1,0,1,0,1,0,0,1,0,1,0.108384525457852,0.0319786718506731,0.122080597370558,6
"gen0_034",25,0,1,0,1,0,1,0,1,0,0,1,1,1,0.10842374193899,0.0298376767537981,0.125481262846672,7
"gen0_063",22,0,0,1,1,0,0,0,1,1,1,0,0,0,0.109114390810589,0.0291933729201606,0.124366747841122,5
"gen0_041",25,1,1,1,0,0,1,0,0,1,0,1,1,0,0.11092348835077,0.0430567800353982,0.126609812050167,7
"gen0_028",14,0,1,0,1,0,0,0,0,1,0,1,1,0,0.113921296888092,0.0162503475861117,0.127588084079331,5
"gen0_044",17,0,1,0,0,1,0,0,0,1,0,0,0,0,0.114593029262497,0.0394171394915215,0.130972201786654,3
"gen0_052",3,1,1,1,0,0,0,0,1,1,1,0,1,1,0.115255483861622,0.058903683121714,0.126348418337059,8
"gen0_005",29,1,0,0,0,0,1,0,1,1,1,0,0,1,0.121442998321145,0.0218486119837492,0.139805087205784,6
"gen0_001",3,0,0,1,0,0,0,0,1,1,1,1,1,1,0.121688239288771,0.0130173332080361,0.144991393238624,7
"gen0_038",2,1,0,0,0,1,0,0,0,0,0,1,1,1,0.122151550766933,0.0577428619998429,0.134684747550324,5
"gen0_040",13,1,0,0,0,0,1,0,1,1,0,0,1,1,0.122797568393169,0.0283029703951053,0.139460164198987,6
"gen0_021",17,1,0,0,0,0,0,0,0,1,1,1,0,1,0.123174442803047,0.0298464467469542,0.143693294550916,5
"gen0_030",15,0,0,1,0,1,1,0,0,1,1,0,1,1,0.124456145234156,0.0570239657880808,0.143385106412129,7
"gen0_018",21,0,0,0,1,0,1,0,0,1,0,1,1,0,0.151202842910504,0.0123777952467199,0.169198001294083,5
"gen0_050",22,0,0,0,0,0,0,0,0,0,1,1,1,0,0.170948352655963,0.018166953192837,0.198369158492097,3
