"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen13_0001",15,1,0,1,1,0,0,1,1,1,1,0,1,1
"gen13_0002",15,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen13_0003",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0004",11,0,1,1,1,0,0,1,0,1,1,0,1,1
"gen13_0005",11,1,1,1,0,0,0,1,1,1,1,0,1,1
"gen13_0006",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0007",11,1,1,1,1,0,0,1,1,1,1,1,1,1
"gen13_0008",11,1,1,1,1,0,0,0,1,1,1,0,1,1
"gen13_0009",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0010",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0011",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0012",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0013",11,1,1,1,1,0,0,0,1,1,1,0,0,1
"gen13_0014",16,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0015",16,1,1,1,1,0,0,1,1,1,1,0,1,0
"gen13_0016",12,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0017",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0018",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0019",13,1,1,1,1,0,0,1,0,1,1,0,1,1
"gen13_0020",14,1,1,1,1,0,0,1,1,1,0,0,1,1
"gen13_0021",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0022",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0023",11,1,1,1,1,0,0,1,1,1,0,0,1,1
"gen13_0024",11,1,1,1,1,0,0,1,1,1,1,1,1,1
"gen13_0025",16,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0026",16,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0027",8,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0028",12,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0029",12,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0030",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0031",16,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0032",11,0,1,1,1,0,1,1,1,1,1,0,1,1
"gen13_0033",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0034",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0035",11,1,1,1,0,0,0,1,1,1,1,0,1,1
"gen13_0036",25,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0037",21,1,1,1,0,0,0,1,1,1,1,0,1,0
"gen13_0038",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0039",11,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen13_0040",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0041",11,1,1,1,0,0,0,1,1,1,1,0,1,1
"gen13_0042",11,1,1,1,1,0,0,1,1,1,0,0,1,1
"gen13_0043",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0044",11,1,1,0,1,0,0,1,1,1,0,0,1,1
"gen13_0045",12,1,1,1,1,0,0,0,1,1,1,0,1,1
"gen13_0046",9,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0047",15,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0048",12,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0049",11,1,1,1,0,0,0,1,1,1,1,0,1,1
"gen13_0050",11,1,1,1,1,0,0,1,1,1,1,1,1,1
"gen13_0051",11,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen13_0052",16,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen13_0053",11,1,0,1,1,0,0,1,1,1,1,0,1,1
"gen13_0054",11,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0055",11,1,1,1,1,0,0,1,1,1,1,0,1,0
"gen13_0056",11,1,1,1,1,0,0,1,1,1,0,0,1,1
"gen13_0057",12,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0058",12,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen13_0059",12,1,1,1,1,0,0,1,1,1,1,0,0,1
"gen13_0060",15,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen13_0061",11,1,1,1,1,0,0,1,0,1,1,0,1,1
"gen13_0062",11,1,1,1,1,0,0,0,1,1,1,0,1,1
"gen13_0063",23,1,1,1,1,0,0,1,1,0,1,0,1,1
"gen13_0064",11,1,1,1,1,0,0,1,1,1,1,0,1,1
