"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen5_0001",12,0,1,1,0,0,0,1,1,0,1,0,1,1
"gen5_0002",11,1,1,1,0,0,0,1,0,0,1,0,1,1
"gen5_0003",12,1,0,1,1,1,0,1,1,0,1,0,1,1
"gen5_0004",12,0,0,1,1,0,1,1,1,0,0,0,1,1
"gen5_0005",11,1,1,0,1,0,0,1,1,0,1,0,0,1
"gen5_0006",7,0,1,1,1,0,0,1,1,0,1,0,1,1
"gen5_0007",14,1,0,1,1,0,0,1,1,0,1,0,1,0
"gen5_0008",12,1,1,1,1,1,0,1,1,0,1,0,1,1
"gen5_0009",6,1,1,1,1,0,1,1,1,0,0,0,1,1
"gen5_0010",6,1,1,0,1,1,0,1,1,0,1,0,1,1
"gen5_0011",13,1,0,1,1,0,1,1,1,0,1,1,1,1
"gen5_0012",9,0,0,1,1,0,0,1,1,1,0,0,0,0
"gen5_0013",12,1,1,1,1,0,0,1,1,0,0,0,1,0
"gen5_0014",12,0,1,1,1,0,0,1,1,1,1,0,0,1
"gen5_0015",6,1,1,1,1,1,0,1,1,0,1,1,0,1
"gen5_0016",6,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen5_0017",11,1,1,1,1,0,1,1,1,0,1,0,1,1
"gen5_0018",21,1,1,1,1,0,0,1,1,0,0,0,1,1
"gen5_0019",12,1,0,1,1,0,1,1,1,0,1,0,0,1
"gen5_0020",6,1,1,1,1,0,1,1,1,1,1,0,1,0
"gen5_0021",8,0,1,1,1,0,0,1,0,0,0,0,1,1
"gen5_0022",8,0,1,1,1,0,0,1,1,1,1,0,1,1
"gen5_0023",11,1,1,1,1,0,0,1,1,0,0,0,1,1
"gen5_0024",9,0,1,1,1,0,1,1,1,1,1,0,1,1
"gen5_0025",11,1,1,1,1,0,0,1,1,0,1,0,1,1
"gen5_0026",14,1,0,1,1,1,0,1,1,0,1,0,1,1
"gen5_0027",12,1,1,1,1,0,0,1,1,0,1,0,1,1
"gen5_0028",12,0,1,1,1,1,0,1,1,0,1,0,1,1
"gen5_0029",6,1,1,1,1,1,1,1,1,1,1,0,1,1
"gen5_0030",12,0,1,1,1,0,0,1,1,0,0,0,0,1
"gen5_0031",5,1,1,0,1,1,0,1,1,0,1,0,1,1
"gen5_0032",28,0,1,1,1,1,0,1,1,0,1,0,1,1
"gen5_0033",22,1,0,1,1,0,0,1,1,0,1,0,1,1
"gen5_0034",12,0,1,1,1,0,0,1,1,0,1,0,1,1
"gen5_0035",12,1,1,1,1,0,0,1,0,0,1,0,1,1
"gen5_0036",6,0,1,1,1,0,1,1,1,0,0,0,1,1
"gen5_0037",10,0,1,1,1,0,0,1,1,1,1,0,0,1
"gen5_0038",10,1,1,1,1,0,0,1,1,0,1,0,1,1
"gen5_0039",7,0,1,1,1,1,0,1,1,0,1,0,1,1
"gen5_0040",10,1,0,1,0,0,0,1,1,0,1,0,0,1
"gen5_0041",11,1,1,1,1,0,0,1,1,0,1,0,1,1
"gen5_0042",12,0,1,1,1,1,0,1,1,0,1,0,1,1
"gen5_0043",12,1,0,1,0,0,0,1,1,0,1,0,0,1
"gen5_0044",11,1,1,0,1,0,0,1,1,0,0,0,1,1
"gen5_0045",13,1,0,1,1,0,0,1,1,0,1,0,1,1
"gen5_0046",11,1,0,1,1,0,1,1,0,0,1,1,0,0
"gen5_0047",9,1,0,1,1,0,0,1,1,0,1,0,1,1
"gen5_0048",25,1,1,0,1,1,0,1,1,0,1,0,1,1
"gen5_0049",8,0,1,1,1,0,0,1,1,0,1,0,0,1
"gen5_0050",11,1,0,1,1,1,0,1,1,0,0,0,1,1
"gen5_0051",6,1,1,1,1,0,0,1,1,1,1,0,1,1
"gen5_0052",7,0,1,1,1,0,1,1,1,0,1,0,1,1
"gen5_0053",6,1,1,1,1,1,0,1,1,1,1,0,0,1
"gen5_0054",12,0,1,1,1,0,0,1,1,0,1,0,1,1
"gen5_0055",13,0,0,1,1,0,1,1,1,0,1,0,1,1
"gen5_0056",13,1,0,1,1,0,0,1,1,0,1,0,1,1
"gen5_0057",7,1,0,1,1,0,1,1,1,0,1,1,1,0
"gen5_0058",18,1,1,1,1,0,1,1,1,1,1,0,1,1
"gen5_0059",11,1,0,1,1,1,0,1,1,0,1,0,1,1
"gen5_0060",16,1,1,1,1,0,0,1,1,0,1,0,0,1
"gen5_0061",12,1,0,1,1,1,0,1,1,0,1,0,1,1
"gen5_0062",12,1,0,1,1,0,0,1,1,0,1,0,1,1
"gen5_0063",12,1,0,1,1,1,0,1,1,0,1,0,1,0
"gen5_0064",12,1,0,1,1,0,0,1,1,0,1,0,1,0
