"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen5_0001",7,0,0,0,1,1,1,1,1,0,1,0,0,0
"gen5_0002",13,0,0,0,1,1,1,1,1,0,1,0,1,0
"gen5_0003",10,0,0,0,1,1,1,1,1,0,1,0,1,0
"gen5_0004",10,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen5_0005",13,0,0,0,1,1,1,1,1,0,1,0,0,0
"gen5_0006",11,0,0,0,1,1,1,1,1,0,1,1,0,0
"gen5_0007",7,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen5_0008",14,0,0,0,1,1,1,1,1,1,1,0,1,0
"gen5_0009",7,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0010",14,0,0,0,1,1,1,1,1,1,1,1,0,1
"gen5_0011",12,1,0,0,1,1,0,1,1,1,1,1,0,0
"gen5_0012",7,0,1,0,1,1,1,1,1,0,1,1,1,1
"gen5_0013",12,0,0,0,1,1,1,1,1,0,1,1,1,1
"gen5_0014",14,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0015",14,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0016",14,0,1,0,1,1,1,1,1,0,1,0,0,1
"gen5_0017",13,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0018",8,0,1,0,1,1,1,1,1,0,1,1,1,1
"gen5_0019",14,0,0,0,1,1,1,1,1,1,1,1,0,1
"gen5_0020",14,0,1,0,1,1,1,1,1,0,1,0,1,1
"gen5_0021",12,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0022",14,0,0,0,1,1,1,1,1,0,1,1,1,1
"gen5_0023",9,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0024",8,0,0,0,1,1,1,1,1,0,1,0,1,0
"gen5_0025",9,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0026",12,0,0,0,1,1,1,1,1,1,1,0,1,0
"gen5_0027",7,0,1,0,1,1,1,1,1,0,1,1,1,1
"gen5_0028",12,0,0,0,1,1,1,1,1,0,1,1,1,1
"gen5_0029",14,0,0,0,1,1,1,1,1,1,1,1,0,1
"gen5_0030",14,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0031",11,0,0,0,1,1,1,1,1,1,1,1,0,1
"gen5_0032",10,0,1,0,1,1,1,1,1,0,1,0,1,1
"gen5_0033",8,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen5_0034",9,0,0,0,1,1,1,1,1,0,1,1,1,1
"gen5_0035",13,0,0,0,1,1,1,1,1,0,1,1,0,1
"gen5_0036",12,0,1,0,1,1,1,1,1,0,1,0,0,0
"gen5_0037",10,0,0,0,1,1,1,1,1,0,1,0,1,0
"gen5_0038",13,0,0,0,1,1,1,1,1,0,1,0,0,0
"gen5_0039",10,0,0,0,1,1,1,1,1,0,1,0,1,0
"gen5_0040",14,0,0,0,1,1,1,1,1,1,1,0,1,0
"gen5_0041",13,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0042",11,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen5_0043",12,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0044",12,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen5_0045",14,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen5_0046",10,0,0,1,1,1,1,1,1,1,1,1,0,1
"gen5_0047",10,1,0,0,1,1,0,1,1,1,1,1,0,1
"gen5_0048",12,0,0,1,1,1,1,1,1,1,1,1,1,0
"gen5_0049",13,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen5_0050",8,0,0,0,1,1,1,1,1,0,1,1,1,1
"gen5_0051",11,0,0,0,1,1,1,1,1,1,1,1,1,0
"gen5_0052",10,0,0,1,1,1,1,1,1,0,1,1,0,1
"gen5_0053",14,0,0,0,1,1,1,1,1,0,1,1,1,1
"gen5_0054",13,0,0,0,1,1,1,1,1,1,1,0,1,0
"gen5_0055",14,0,0,0,1,1,1,1,1,0,1,0,0,1
"gen5_0056",12,0,1,0,1,1,1,1,1,0,1,1,1,1
"gen5_0057",14,0,0,0,1,1,1,1,1,0,1,1,0,1
"gen5_0058",14,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen5_0059",12,0,0,0,1,1,1,1,1,0,1,1,0,0
"gen5_0060",9,0,0,0,1,1,1,1,1,1,1,0,1,1
"gen5_0061",7,0,0,0,1,1,1,1,1,0,1,1,1,1
"gen5_0062",12,0,0,0,1,1,1,1,1,0,1,0,0,0
"gen5_0063",9,0,0,0,1,1,1,1,1,0,1,0,1,1
"gen5_0064",11,0,0,0,1,1,1,1,1,1,1,1,0,0
