"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen0_001",16,0,0,0,1,1,1,0,0,0,0,0,1,1
"gen0_002",17,0,1,1,0,1,1,0,0,0,1,0,0,1
"gen0_003",30,1,0,1,0,0,0,0,1,0,0,1,0,0
"gen0_004",13,0,0,1,0,1,0,0,1,1,0,0,1,0
"gen0_005",23,0,1,1,1,1,0,1,1,0,1,0,1,1
"gen0_006",4,1,0,0,1,1,0,0,1,0,1,1,0,1
"gen0_007",6,0,0,0,1,0,0,1,0,1,0,0,1,1
"gen0_008",4,0,0,1,0,0,1,0,0,1,0,0,1,0
"gen0_009",8,1,0,0,1,1,0,0,0,1,1,1,1,0
"gen0_010",20,1,1,1,1,1,0,0,0,1,0,0,0,1
"gen0_011",8,0,1,0,1,0,0,0,0,0,1,0,0,1
"gen0_012",12,0,1,0,1,0,1,0,0,0,0,1,1,1
"gen0_013",25,0,1,1,0,1,0,0,0,0,0,1,1,1
"gen0_014",18,1,0,0,0,0,1,1,1,0,1,0,1,1
"gen0_015",21,1,0,1,1,0,1,0,0,1,1,1,0,1
"gen0_016",5,0,0,0,0,1,1,1,1,1,1,1,0,0
"gen0_017",3,1,1,1,0,1,1,0,1,1,0,1,0,0
"gen0_018",12,1,1,0,0,1,0,0,1,0,0,0,0,0
"gen0_019",24,1,1,1,0,0,0,0,1,0,0,0,0,0
"gen0_020",13,1,1,1,0,0,1,0,1,1,0,1,1,0
"gen0_021",26,0,0,0,0,0,0,0,1,0,1,1,0,1
"gen0_022",22,1,1,0,0,0,1,1,0,0,1,0,1,0
"gen0_023",23,1,0,1,1,1,1,0,0,0,1,0,1,0
"gen0_024",16,0,0,1,0,1,0,1,0,0,0,0,1,0
"gen0_025",13,1,0,0,0,1,1,0,0,1,0,1,0,1
"gen0_026",2,1,0,0,1,0,1,0,1,0,0,1,1,0
"gen0_027",17,1,1,0,1,0,0,1,0,1,1,1,0,0
"gen0_028",9,0,0,0,1,0,0,1,1,1,1,0,1,0
"gen0_029",7,1,1,1,1,1,1,0,0,1,1,0,0,1
"gen0_030",18,0,0,0,1,1,0,1,1,1,0,1,1,1
"gen0_031",24,1,0,0,0,1,0,1,1,1,1,0,1,0
"gen0_032",6,0,1,0,0,1,0,0,1,0,0,1,1,1
"gen0_033",14,0,1,1,0,0,1,1,1,0,1,1,0,1
"gen0_034",29,0,1,0,1,1,1,1,1,0,1,0,0,0
"gen0_035",28,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen0_036",9,1,1,1,1,0,0,1,1,0,0,1,1,0
"gen0_037",20,1,0,0,0,0,0,0,1,1,1,0,0,1
"gen0_038",15,1,0,1,1,0,1,1,0,1,1,1,0,0
"gen0_039",2,1,0,1,1,0,0,1,0,1,0,0,0,0
"gen0_040",26,0,0,1,0,1,1,1,1,1,0,1,1,0
"gen0_041",28,1,0,1,1,0,1,1,0,0,1,1,1,1
"gen0_042",25,0,1,0,0,1,1,0,1,1,0,0,0,0
"gen0_043",10,0,0,1,0,0,1,1,0,1,0,0,0,1
"gen0_044",3,0,1,0,0,0,1,0,1,1,1,0,0,0
"gen0_045",15,1,1,1,0,0,0,0,0,1,1,1,1,1
"gen0_046",28,0,0,1,1,0,1,0,1,1,1,0,1,1
"gen0_047",27,0,0,0,1,0,1,1,0,1,1,1,1,0
"gen0_048",6,0,1,1,1,0,0,1,0,0,0,0,0,1
"gen0_049",29,1,1,0,1,0,1,1,1,1,0,0,1,1
"gen0_050",1,1,1,1,0,1,0,1,1,0,1,0,1,1
"gen0_051",19,1,0,0,1,1,1,1,1,0,0,1,0,0
"gen0_052",23,0,0,0,0,1,0,1,1,0,0,1,0,1
"gen0_053",5,0,1,1,1,1,1,0,1,1,0,0,1,0
"gen0_054",21,1,1,0,0,1,0,0,0,1,1,0,0,1
"gen0_055",22,0,1,1,1,1,1,1,0,1,1,1,0,1
"gen0_056",8,1,0,0,0,1,1,1,0,0,1,1,1,1
"gen0_057",10,0,1,0,1,1,1,1,0,1,0,0,1,0
"gen0_058",19,0,1,0,1,0,0,0,0,1,1,0,0,0
"gen0_059",11,0,0,1,0,0,0,0,1,0,1,1,1,0
"gen0_060",11,0,1,0,0,0,1,1,0,1,0,1,0,1
"gen0_061",15,0,1,1,1,1,0,1,0,0,0,1,1,1
"gen0_062",7,1,0,1,1,0,0,0,1,0,1,1,0,1
"gen0_063",25,1,0,0,0,0,0,1,0,0,0,0,1,0
"gen0_064",16,1,1,1,0,1,0,1,0,0,1,1,0,0
