"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen17_0001",0.297185,0.093847,0.065487,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0002",0.296537,0.096258,0.062108,0,1,0,0,1,1,1,1,1,0,1,0,0
"gen17_0003",0.292547,0.095851,0.067578,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0004",0.216122,0.095439,0.064483,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0005",0.293166,0.096442,0.067431,1,1,0,0,1,1,1,1,1,0,1,0,0
"gen17_0006",0.30969,0.09045,0.063229,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0007",0.253595,0.095657,0.067461,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0008",0.297363,0.096494,0.06854,1,1,0,0,1,1,1,1,1,1,1,0,0
"gen17_0009",0.295746,0.954806,0.060294,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0010",0.29648,0.09454,0.061261,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen17_0011",0.253224,0.094541,0.060963,1,1,1,0,1,1,1,1,0,0,1,1,0
"gen17_0012",0.296903,0.424094,0.060873,1,1,1,0,0,1,1,1,0,0,1,0,0
"gen17_0013",0.306768,0.09542,0.061581,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0014",0.240242,0.095096,0.061562,1,1,1,0,1,1,1,0,0,1,1,0,0
"gen17_0015",0.296093,0.094629,0.064987,0,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0016",0.295918,0.094001,0.06623,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen17_0017",0.299783,0.091971,0.064444,1,1,1,0,1,1,1,0,0,0,1,0,0
"gen17_0018",0.307092,0.092326,0.064272,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0019",0.244922,0.095192,0.061615,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0020",0.292223,0.095195,0.200568,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen17_0021",0.296104,0.787141,0.062624,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0022",0.296526,0.095738,0.1988,0,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0023",0.255534,0.094991,0.063035,1,1,1,0,1,1,1,0,0,0,1,0,0
"gen17_0024",0.280626,0.094106,0.064757,1,1,1,0,1,1,0,1,0,0,1,0,0
"gen17_0025",0.297002,0.09541,0.065046,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0026",0.297264,0.096375,0.064367,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0027",0.237474,0.094718,0.396849,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0028",0.231872,0.095262,0.060967,1,1,1,0,0,1,1,1,0,0,1,0,0
"gen17_0029",0.302966,0.093751,0.061697,1,1,1,0,1,1,0,1,0,0,1,0,1
"gen17_0030",0.30247,0.091739,0.061826,0,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0031",0.272606,0.094509,0.061432,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0032",0.264116,0.095127,0.290996,0,1,1,1,1,1,1,1,0,0,1,0,0
"gen17_0033",0.297119,0.093902,0.476932,1,1,1,0,1,1,1,1,0,0,1,0,1
"gen17_0034",-3.235404,0.094485,0.06121,1,1,0,0,1,1,1,1,1,0,1,0,0
"gen17_0035",0.262856,0.095655,0.067127,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0036",0.287276,0.09626,0.062442,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0037",-1.656144,0.096288,0.064782,1,1,0,0,1,1,0,1,0,0,1,0,0
"gen17_0038",0.294222,0.096412,0.064757,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0039",0.222981,0.095154,0.064561,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0040",0.233383,0.095381,0.061484,0,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0041",0.227889,0.09542,0.065779,1,0,0,0,1,1,1,1,0,0,1,0,0
"gen17_0042",0.285596,0.096513,0.067244,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0043",0.296566,0.093948,0.065431,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen17_0044",0.296365,0.094939,0.06035,1,1,0,0,1,0,1,1,1,0,1,0,0
"gen17_0045",0.271074,0.399904,0.067001,1,1,0,0,1,1,1,1,1,0,1,0,0
"gen17_0046",0.279706,0.09524,0.065947,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0047",0.285504,0.095435,0.061582,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen17_0048",0.550573,0.095424,0.064482,1,0,0,0,1,1,1,1,0,0,1,0,0
"gen17_0049",0.295806,0.09488,0.06331,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0050",0.295858,0.094161,0.063214,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen17_0051",-3.544428,0.095774,0.068035,1,1,0,0,0,1,1,1,0,0,1,0,0
"gen17_0052",0.300468,0.096377,0.067966,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0053",0.279152,0.095701,0.066851,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0054",0.271628,0.093803,0.066097,1,1,0,0,1,1,1,0,0,0,1,0,0
"gen17_0055",0.251617,0.095171,0.061233,1,1,1,1,1,1,0,1,0,0,1,0,0
"gen17_0056",0.285528,0.095216,0.061202,1,1,1,0,0,1,1,1,0,0,1,0,1
"gen17_0057",-3.414522,0.095345,0.068988,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0058",0.292435,0.095797,0.061032,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0059",0.294638,0.095533,0.062476,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0060",0.294389,0.094858,0.066363,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen17_0061",0.304989,0.094558,0.064494,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0062",0.297872,0.095491,0.062074,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen17_0063",0.293736,0.095735,0.027265,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen17_0064",0.295291,0.094656,0.06252,1,1,1,0,1,1,1,1,0,0,1,0,0
