"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen9_0001",0.257864,0.088872,0.05575,1,0,1,0,1,1,1,0,1,0,1,0,0
"gen9_0002",0.368517,0.300908,0.084358,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen9_0003",0.088203,0.097467,0.049118,0,0,1,0,1,1,1,1,0,0,1,0,0
"gen9_0004",0.159782,0.107871,0.066619,1,0,1,1,1,1,1,1,0,1,1,0,0
"gen9_0005",0.036746,0.113784,0.33009,0,0,1,1,1,0,1,1,0,0,1,0,0
"gen9_0006",0.231377,0.07751,0.694526,1,0,1,1,1,1,1,1,0,0,0,0,0
"gen9_0007",0.211445,0.104921,0.162542,1,1,1,1,1,0,1,1,1,0,1,0,0
"gen9_0008",0.170256,0.104645,0.084595,0,0,1,0,1,1,1,1,0,1,0,0,0
"gen9_0009",0.730489,0.10416,0.164213,1,0,1,1,1,0,0,1,0,0,1,0,0
"gen9_0010",0.151853,0.104772,0.152232,0,0,1,1,1,0,0,1,0,0,1,0,0
"gen9_0011",0.298935,0.118012,0.171552,1,1,1,1,1,0,1,1,0,0,1,0,0
"gen9_0012",0.357647,0.131496,0.165565,1,1,0,1,1,0,1,1,0,0,1,0,0
"gen9_0013",0.235346,0.130644,0.151677,0,0,1,1,1,1,1,1,0,0,1,1,0
"gen9_0014",0.172128,0.206041,0.053096,0,1,1,1,1,1,1,1,0,0,1,0,0
"gen9_0015",0.28958,0.79134,0.177032,1,0,1,1,0,1,1,1,0,1,1,1,0
"gen9_0016",0.083995,0.132843,0.140838,0,0,1,0,1,0,0,1,0,0,0,0,0
"gen9_0017",0.097774,0.094912,0.037634,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen9_0018",0.280009,0.086152,0.188516,0,0,1,1,1,1,1,1,0,0,1,0,0
"gen9_0019",0.206129,0.10148,0.137583,0,1,1,1,1,0,1,1,0,0,1,0,0
"gen9_0020",0.314241,0.096097,0.063845,1,0,1,0,1,1,1,1,0,0,0,0,0
"gen9_0021",0.16576,0.132042,0.074336,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen9_0022",0.078017,0.108672,0.133121,0,0,1,0,1,1,1,1,0,0,1,0,0
"gen9_0023",0.204385,0.078882,0.054054,0,0,1,1,1,1,1,1,0,1,1,0,0
"gen9_0024",0.19912,0.204669,0.154049,1,1,1,1,1,0,1,1,0,0,1,0,1
"gen9_0025",0.170649,0.162147,0.053978,1,1,1,1,0,1,1,1,0,0,1,0,0
"gen9_0026",0.259343,0.605555,0.054868,0,0,1,0,1,1,1,1,0,0,1,0,0
"gen9_0027",0.205488,0.125508,0.100315,0,0,0,0,1,1,1,1,0,1,1,0,0
"gen9_0028",0.200114,0.109781,0.135957,0,0,1,1,1,1,1,1,0,0,0,0,0
"gen9_0029",0.076394,0.335606,0.760243,0,0,1,1,1,1,1,1,0,0,1,1,0
"gen9_0030",0.310744,0.102759,0.054558,1,1,1,0,1,0,1,1,0,0,1,0,0
"gen9_0031",0.298994,0.086798,0.065998,1,0,1,0,1,0,1,1,0,0,1,1,0
"gen9_0032",0.257805,0.120086,0.161304,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen9_0033",0.263196,0.094898,0.168438,0,1,1,1,1,0,1,1,0,0,1,0,0
