"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen21_0001",0.305957,0.090246,0.066787,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0002",0.297365,0.09146,0.065973,1,1,1,0,1,1,1,1,0,0,1,1,0
"gen21_0003",0.304597,0.092463,0.065612,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0004",0.323252,0.095459,0.063837,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen21_0005",0.304814,0.093998,0.065205,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0006",0.29704,0.095442,0.062551,0,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0007",0.294867,0.095452,0.062695,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0008",0.304553,0.093571,0.066577,1,0,0,0,1,1,1,1,1,0,1,0,0
"gen21_0009",0.293891,0.095756,0.062703,1,1,0,0,1,1,1,0,0,0,1,0,1
"gen21_0010",0.296241,0.095157,0.064395,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0011",0.297045,0.094512,0.064946,1,1,0,0,1,1,1,1,0,0,1,0,1
"gen21_0012",0.282965,0.09557,0.062198,1,1,0,0,0,1,1,1,0,0,0,0,0
"gen21_0013",0.296406,0.095122,0.065427,1,1,0,0,1,0,1,1,0,0,0,0,0
"gen21_0014",0.293546,0.095367,0.064644,1,1,0,0,1,1,0,1,0,0,1,0,0
"gen21_0015",0.288264,0.408474,0.062661,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0016",0.293275,0.096395,0.063903,1,1,0,0,1,1,1,1,0,0,1,1,0
"gen21_0017",0.303727,0.094083,0.06663,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0018",0.297871,0.094,0.064893,1,1,0,0,1,1,1,1,1,0,0,0,0
"gen21_0019",0.301379,0.094251,0.065396,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0020",0.299841,0.094869,0.065236,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen21_0021",0.301538,0.566723,0.064984,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0022",0.318759,0.095123,0.063799,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0023",0.28515,0.096287,0.062202,0,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0024",0.286079,0.095713,0.062657,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0025",0.305069,0.094802,0.704095,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0026",0.295769,0.092818,0.110362,1,1,0,0,1,1,1,1,0,0,1,0,1
"gen21_0027",0.29485,0.093195,0.065639,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0028",0.304614,0.09472,0.018491,1,1,0,0,1,1,1,1,0,1,1,0,0
"gen21_0029",0.294574,0.096014,0.063249,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0030",0.295741,0.095823,0.951877,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0031",1.345271,0.095399,0.063108,1,1,0,0,1,1,1,1,0,0,1,0,1
"gen21_0032",0.295495,0.095175,0.065014,1,1,0,0,1,0,1,1,0,0,1,0,0
"gen21_0033",0.296246,0.095132,0.065084,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0034",0.296401,0.522434,0.064738,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0035",0.304579,0.093817,0.065915,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0036",0.304788,0.707325,0.065867,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0037",0.298916,0.958612,0.065987,1,0,0,0,1,1,1,1,0,0,1,0,0
"gen21_0038",0.303282,0.093482,0.065195,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0039",-2.663719,0.091124,0.065186,1,1,0,0,1,1,1,1,0,0,1,0,1
"gen21_0040",0.305687,0.670948,0.066806,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0041",0.30441,0.0934,0.066813,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen21_0042",0.298587,0.092288,0.192237,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0043",0.298355,0.093289,0.065644,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0044",0.303287,0.093686,0.064914,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0045",0.2949,0.094545,0.063327,1,1,0,0,1,1,1,1,0,0,1,1,0
"gen21_0046",0.297012,0.095419,0.064314,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0047",0.305019,0.093226,0.0656,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0048",0.297978,0.591998,0.063738,1,1,0,0,1,1,1,1,0,1,1,0,0
"gen21_0049",0.301026,0.092789,0.065593,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0050",0.297117,0.095041,0.064663,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0051",0.295774,0.095211,0.06263,1,1,0,0,0,1,1,1,0,0,1,0,0
"gen21_0052",0.304074,0.090791,0.06686,0,0,0,0,1,1,1,1,0,0,1,0,0
"gen21_0053",0.293916,0.095492,0.063587,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen21_0054",0.293521,0.095631,0.06376,1,1,0,0,0,1,1,1,0,0,1,0,0
"gen21_0055",0.296291,0.093972,0.064944,1,1,0,0,0,1,1,1,0,0,1,0,0
"gen21_0056",0.777153,0.094538,0.065207,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0057",-1.77399,0.092914,0.065609,1,1,0,0,1,1,1,1,1,0,0,0,0
"gen21_0058",0.305352,0.094916,0.064647,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0059",0.307701,0.094853,0.064233,1,1,0,0,1,1,0,1,0,0,1,0,0
"gen21_0060",0.321508,0.090852,0.066391,1,1,0,0,1,1,1,1,1,0,1,0,0
"gen21_0061",0.297603,0.092664,0.066098,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0062",0.282727,0.094366,0.062073,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0063",0.29699,0.094732,0.064692,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen21_0064",0.303848,0.092888,0.065315,1,1,0,0,1,1,1,1,0,0,0,0,0
