"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen4_0001",0.356788,0.276799,0.101272,0,1,1,1,1,1,0,1,0,0,0,0,1
"gen4_0002",0.104137,0.100761,0.176395,0,1,0,0,1,1,1,1,1,1,1,0,0
"gen4_0003",1.088078,0.13349,0.160491,1,0,1,0,0,1,1,1,0,0,1,0,0
"gen4_0004",-0.259277,0.037147,0.157147,0,0,1,1,0,0,1,1,1,1,1,0,0
"gen4_0005",1.209243,0.139989,0.159088,1,0,1,1,0,1,1,1,0,0,1,0,0
"gen4_0006",-0.138112,0.043646,0.155744,0,0,1,1,0,0,1,1,1,0,1,0,0
"gen4_0007",0.853074,0.127575,0.197327,0,1,1,1,0,1,1,1,0,0,1,0,0
"gen4_0008",0.272235,0.1075,0.501057,0,0,1,0,0,0,1,1,1,0,1,0,0
"gen4_0009",0.330649,0.136648,0.213779,1,1,1,0,0,0,1,1,1,0,1,0,0
"gen4_0010",-0.151573,0.413764,0.114554,0,1,1,0,1,0,1,1,1,0,0,0,0
"gen4_0011",-0.144187,0.014498,0.214357,0,0,1,1,0,0,1,1,0,1,1,0,0
"gen4_0012",0.244402,0.216779,0.05443,0,0,1,1,0,0,1,1,1,0,0,0,0
"gen4_0013",1.012396,0.160192,0.175253,1,1,1,1,0,1,1,1,0,1,1,0,1
"gen4_0014",0.477037,0.133439,0.242322,1,1,0,0,0,0,1,1,0,1,1,0,0
"gen4_0015",0.018163,0.155583,0.257375,0,0,1,1,0,0,1,1,0,0,1,0,1
"gen4_0016",0.39626,0.306592,0.182429,1,1,1,0,0,1,1,1,0,1,1,0,0
"gen4_0017",0.169423,0.129644,0.168046,0,0,1,0,0,1,1,1,0,1,1,0,0
"gen4_0018",0.088725,0.220594,0.765381,0,1,1,1,0,0,1,1,1,0,1,0,0
"gen4_0019",0.67298,0.124783,0.157633,1,0,1,1,0,1,1,1,1,1,1,1,0
"gen4_0020",0.155821,0.045854,0.160005,0,0,1,1,1,0,1,1,0,0,1,0,0
"gen4_0021",1.02265,0.128733,0.793927,1,0,1,1,0,1,1,1,0,0,1,0,0
"gen4_0022",0.918502,0.132332,0.170564,0,1,1,1,0,1,1,1,0,0,1,0,0
"gen4_0023",0.829187,0.137773,0.212623,1,1,0,1,0,1,1,1,0,1,1,0,0
"gen4_0024",0.857093,0.135655,0.188787,1,0,1,0,0,0,1,1,0,0,1,0,0
"gen4_0025",-0.118881,0.02938,0.202221,0,0,1,0,0,0,1,1,1,1,1,0,0
"gen4_0026",1.267132,0.085879,0.188531,0,1,0,1,1,1,1,1,0,1,1,0,0
"gen4_0027",-3.623062,0.076966,0.203956,0,0,1,0,0,0,1,1,1,0,1,0,0
"gen4_0028",-0.182592,0.103328,0.165567,1,1,1,1,0,0,0,1,1,0,1,1,1
"gen4_0029",0.328876,0.176157,0.176498,0,1,0,0,1,1,1,1,0,0,1,0,0
"gen4_0030",0.132049,0.201403,0.101169,0,1,1,1,1,1,1,1,1,1,0,0,0
"gen4_0031",-2.093263,0.263887,0.188411,0,0,1,1,0,0,1,1,1,0,0,0,1
"gen4_0032",0.379438,0.259484,0.048448,0,1,1,1,0,1,1,1,0,1,1,0,0
"gen4_0033",0.476108,0.128016,0.1598,1,0,1,1,0,1,0,1,0,1,1,1,0
"gen4_0034",1.00823,0.312066,0.914548,0,1,1,0,0,0,1,1,0,0,1,0,0
"gen4_0035",0.309543,0.221459,0.212128,0,1,1,1,0,1,1,1,0,0,0,0,1
"gen4_0036",0.065408,0.210923,0.146519,0,0,1,1,1,0,1,1,0,0,1,0,0
"gen4_0037",-0.194605,0.994798,0.095673,0,1,0,0,0,0,1,1,0,0,1,0,0
"gen4_0038",0.520069,0.13117,0.946156,1,1,1,0,1,1,1,1,1,1,0,0,0
"gen4_0039",0.260962,0.540209,0.203855,0,0,1,1,0,0,1,1,0,0,0,0,0
"gen4_0040",0.001603,0.160267,0.10795,0,0,1,1,0,0,1,1,1,0,0,0,1
"gen4_0041",-2.960394,0.132464,0.184818,0,0,0,1,0,1,1,1,0,1,0,0,0
"gen4_0042",0.873237,0.128601,0.685387,1,1,1,1,0,1,1,1,0,0,1,0,0
"gen4_0043",1.111198,0.137001,0.166661,0,0,0,1,0,1,1,1,0,1,1,0,0
"gen4_0044",0.494305,0.30958,0.174856,1,0,1,0,0,1,1,1,0,0,0,0,0
"gen4_0045",0.07191,0.143755,0.252841,0,1,1,0,0,0,1,1,0,1,1,0,1
"gen4_0046",0.42329,0.145267,0.246856,1,0,0,1,0,0,1,1,0,0,1,0,0
"gen4_0047",-0.119026,0.088973,0.154949,0,0,1,1,0,1,1,1,1,1,1,0,0
"gen4_0048",0.085051,0.055434,0.331087,0,1,0,0,1,0,1,1,1,0,0,0,0
"gen4_0049",0.157622,0.105066,0.169485,0,1,1,1,0,0,1,1,0,0,1,0,0
"gen4_0050",0.436175,0.059656,0.184989,0,0,1,1,0,1,1,1,1,0,1,0,0
"gen4_0051",-0.086184,0.1,0.891648,0,1,1,0,0,1,1,1,1,0,0,0,0
"gen4_0052",0.038748,0.128812,0.155437,0,1,1,0,1,0,0,1,1,1,1,0,0
"gen4_0053",-0.007982,0.183425,0.158976,0,0,1,1,0,0,1,0,1,0,1,0,0
"gen4_0054",-0.567388,0.166813,0.179197,0,1,1,1,0,1,1,1,1,1,1,0,0
"gen4_0055",0.853584,0.038758,0.184068,0,0,0,1,0,1,1,1,1,1,1,0,0
