"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen2_0001",1.088078,0.13349,0.160491,1,0,1,1,0,1,1,1,0,1,1,0,0
"gen2_0002",0.104137,0.100761,0.176395,0,0,0,0,1,0,1,1,1,1,1,0,0
"gen2_0003",0.641486,0.668162,0.226031,1,0,1,1,1,1,1,1,0,1,1,1,1
"gen2_0004",-0.114667,0.493662,0.285801,1,1,0,1,1,0,1,1,0,0,1,0,0
"gen2_0005",-1.088521,0.079701,0.220755,1,1,0,1,0,1,1,0,1,1,0,0,1
"gen2_0006",-0.490398,0.060943,0.364029,1,1,1,1,0,0,1,0,1,0,0,0,0
"gen2_0007",0.960431,0.983716,0.443594,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen2_0008",-0.019593,0.057148,0.527243,0,0,1,1,0,0,1,1,0,1,1,0,1
"gen2_0009",0.155797,0.851873,0.46658,0,0,0,0,0,1,0,1,1,0,0,0,1
"gen2_0010",-0.574871,0.648205,0.976757,0,1,1,1,1,1,1,0,1,1,0,1,0
"gen2_0011",-0.587716,0.888557,0.247289,1,0,1,0,1,1,1,0,0,1,0,0,1
"gen2_0012",-0.355662,0.398269,0.438858,1,1,1,1,0,0,1,0,0,1,1,0,1
"gen2_0013",-0.513272,0.256999,0.374237,0,1,0,0,1,0,1,0,1,0,0,0,0
"gen2_0014",0.757183,0.296491,0.567782,1,1,1,0,0,1,1,1,0,1,1,0,0
"gen2_0015",0.200118,0.686185,0.51358,0,1,0,0,0,1,0,1,0,0,1,1,1
"gen2_0016",0.121283,0.725517,0.296604,0,1,1,0,1,0,1,1,1,1,0,0,1
"gen2_0017",0.106974,0.414579,0.192464,0,1,1,0,1,0,1,1,1,1,0,0,0
"gen2_0018",0.118446,0.411699,0.280535,0,0,1,0,1,0,1,1,1,1,0,0,1
"gen2_0019",-0.454186,0.559041,0.351596,0,1,0,1,0,1,1,1,0,1,1,1,1
"gen2_0020",0.373437,0.260634,0.322475,0,1,1,1,0,1,1,1,0,0,1,0,0
"gen2_0021",-0.773986,0.924622,0.234112,1,0,0,0,1,1,1,0,0,1,0,0,1
"gen2_0022",-0.902251,0.396309,0.233932,1,1,1,1,0,1,1,0,1,1,0,1,1
"gen2_0023",0.759465,0.255415,0.48769,0,1,0,0,0,1,1,1,0,1,1,0,1
"gen2_0024",0.958149,0.085956,0.523686,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen2_0025",0.992311,0.374198,0.164456,1,1,1,1,0,1,1,1,0,1,1,1,0
"gen2_0026",-0.479104,0.407497,0.057985,0,1,1,1,1,0,1,0,1,0,0,0,0
"gen2_0027",-0.263982,0.635221,0.447235,1,1,0,0,0,0,1,1,0,0,0,0,1
"gen2_0028",0.064117,0.614921,0.458203,0,0,1,1,0,0,0,1,0,1,0,0,1
"gen2_0029",0.860291,0.361199,0.38537,0,1,1,0,1,0,1,1,1,1,0,0,1
"gen2_0030",-1.73236,0.409198,0.354828,0,1,0,1,0,1,1,1,1,1,0,0,1
"gen2_0031",0.230754,0.505445,0.183816,1,1,1,0,1,1,1,0,0,1,1,0,1
"gen2_0032",0.269608,0.516602,0.223964,1,0,1,0,0,1,1,1,0,1,0,0,0
"gen2_0033",0.085984,0.67609,0.294409,1,1,0,1,1,0,1,1,0,1,0,0,0
"gen2_0034",-0.079368,0.543089,0.287996,0,1,1,0,1,0,1,1,1,0,1,0,1
"gen2_0035",0.987359,0.131048,0.296079,1,1,1,1,0,0,1,0,0,1,1,0,0
"gen2_0036",0.857902,0.298933,0.432194,1,1,1,0,0,1,1,0,0,0,1,0,0
"gen2_0037",0.118417,0.571404,0.589236,1,1,0,0,1,0,0,1,0,0,1,0,1
"gen2_0038",-0.032966,0.608443,0.505986,0,1,0,1,0,1,1,1,0,0,1,1,0
"gen2_0039",0.67989,0.228374,0.519528,1,0,0,0,1,1,1,1,0,1,1,0,1
"gen2_0040",0.718779,0.191957,0.274285,1,1,1,1,0,1,1,1,0,1,1,0,0
"gen2_0041",0.778917,0.63632,0.597693,1,1,1,0,0,1,1,0,0,1,1,0,1
"gen2_0042",-0.60945,0.548728,0.217378,1,0,1,0,0,1,1,1,0,1,0,0,0
"gen2_0043",-1.030846,0.542411,0.247823,1,1,0,0,0,1,1,0,0,1,0,0,1
"gen2_0044",-0.645391,0.425847,0.220221,1,0,1,1,1,1,1,0,1,1,0,0,1
"gen2_0045",-0.407036,0.489765,0.26552,0,0,0,1,0,1,1,0,0,1,0,0,1
"gen2_0046",0.779751,0.22344,0.425363,1,1,1,1,1,1,1,1,1,1,0,0,1
"gen2_0047",-1.777422,0.488181,0.503609,1,1,0,1,0,1,1,0,0,0,0,1,1
"gen2_0048",-0.899113,0.277705,0.230726,1,1,0,0,0,1,1,1,1,1,1,1,1
"gen2_0049",-0.138112,0.043646,0.155744,0,0,1,1,0,0,1,1,1,0,1,0,0
"gen2_0050",-0.248149,0.966757,0.152864,1,1,1,0,0,0,1,0,1,1,0,0,0
"gen2_0051",0.353191,0.592827,0.449458,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen2_0052",0.728523,0.835256,0.29074,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen2_0053",-2.085922,0.536053,0.448392,1,1,0,1,0,0,1,1,0,1,1,0,1
"gen2_0054",0.10283,0.280558,0.281003,0,1,0,1,1,1,1,1,1,0,0,0,0
"gen2_0055",0.334259,0.62992,0.242462,0,1,1,1,1,1,1,1,1,1,0,0,1
"gen2_0056",0.42851,0.219437,0.280173,0,0,1,0,0,0,1,1,0,0,1,0,1
"gen2_0057",0.178896,0.330003,0.155154,1,1,1,0,0,0,1,0,1,0,0,0,0
"gen2_0058",0.418784,0.713129,0.160696,1,1,1,1,0,1,1,1,0,1,1,0,0
"gen2_0059",-0.54148,0.686318,0.452578,0,1,0,0,0,1,1,1,1,1,0,0,0
"gen2_0060",-0.346923,0.079568,0.281757,1,1,0,1,0,1,1,0,0,0,1,1,1
"gen2_0061",-1.048693,0.164091,0.2418,1,1,0,1,0,1,1,0,1,0,0,1,0
"gen2_0062",-0.5531,0.172609,0.353192,0,1,0,0,0,1,1,0,1,1,0,0,1
"gen2_0063",-0.134201,0.866541,0.289329,1,1,0,0,1,1,1,1,0,0,0,0,1
"gen2_0064",-0.297718,0.873889,0.42454,0,0,1,0,0,1,1,0,0,1,1,0,1
