"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen13_0001",0.303123,0.818708,0.060559,1,1,1,0,1,1,1,1,0,0,1,0,1
"gen13_0002",0.28195,0.096212,0.072492,1,1,1,0,0,1,1,1,0,1,1,0,0
"gen13_0003",0.292352,0.096092,0.080785,1,1,0,1,1,1,1,1,0,0,1,0,0
"gen13_0004",0.287413,0.096524,0.080239,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen13_0005",0.265421,0.110048,0.073066,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen13_0006",0.293948,0.086468,0.069298,1,1,0,0,1,1,1,1,0,0,1,1,0
"gen13_0007",0.227732,0.098362,0.087012,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen13_0008",0.295166,0.090291,0.1559,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen13_0009",0.151539,0.100808,0.082861,1,0,1,0,1,1,1,1,0,1,1,0,0
"gen13_0010",0.264012,0.096404,0.098645,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen13_0011",0.269404,0.505559,0.075747,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen13_0012",0.311193,0.098173,0.059621,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen13_0013",0.25805,0.101874,0.074071,1,1,1,0,1,0,1,1,0,0,0,0,0
"gen13_0014",0.225311,0.098566,0.066336,1,1,1,0,1,0,1,1,0,0,1,0,0
"gen13_0015",0.200034,0.094757,0.050518,0,0,0,1,1,1,1,1,1,0,1,0,0
"gen13_0016",0.254627,0.833621,0.05315,1,1,1,0,1,1,1,1,1,0,0,0,0
"gen13_0017",0.920908,0.108397,0.073628,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen13_0018",0.265092,0.627473,0.073509,1,1,1,0,1,0,1,1,0,0,0,0,0
"gen13_0019",0.310481,0.096213,0.060613,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen13_0020",0.303835,0.097147,0.059567,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen13_0021",0.267942,0.105168,0.075362,1,1,1,0,1,1,0,1,0,0,1,0,0
"gen13_0022",0.265474,0.103273,0.09903,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen13_0023",-2.24749,0.095922,0.060367,0,1,1,0,0,1,1,1,0,0,1,0,0
"gen13_0024",0.285007,0.095047,0.062643,1,0,1,1,1,1,1,1,1,0,1,0,0
"gen13_0025",0.27645,0.096241,0.073886,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen13_0026",0.269013,0.102157,0.080424,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen13_0027",0.22689,0.096495,0.067548,0,0,1,0,1,0,1,1,0,0,1,0,0
"gen13_0028",0.200876,0.096624,0.069982,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen13_0029",0.256731,0.102968,0.06579,1,1,0,0,1,1,0,1,0,0,0,0,0
"gen13_0030",0.2673,0.108851,0.063107,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen13_0031",0.301227,0.173252,0.085154,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen13_0032",0.297062,0.093066,0.072763,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen13_0033",0.246969,0.0986,0.050166,1,1,0,0,1,1,1,1,0,0,0,0,1
"gen13_0034",0.23539,0.099544,0.089996,0,1,1,0,1,1,1,1,0,0,1,0,0
"gen13_0035",0.292814,0.098364,0.065779,1,1,1,0,1,1,1,1,0,0,0,0,0
