"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen1_0001",1.088078,0.13349,0.160491,1,1,1,1,0,1,1,1,0,1,1,0,0
"gen1_0002",0.960431,0.04488,0.443594,0,1,0,1,1,1,1,1,1,1,0,0,1
"gen1_0003",0.155797,0.851873,0.46658,0,0,0,0,0,1,1,1,0,0,0,0,1
"gen1_0004",-0.744536,0.488869,0.090384,0,1,1,0,1,1,1,1,1,1,1,1,0
"gen1_0005",0.483655,0.830661,0.40979,0,0,0,0,1,0,1,0,0,1,0,1,0
"gen1_0006",-0.295006,0.568052,0.479114,1,1,0,0,0,0,1,0,1,0,1,1,1
"gen1_0007",-1.655923,0.247733,0.408661,1,0,0,1,0,1,1,0,1,1,0,0,1
"gen1_0008",-0.445562,0.656663,0.653056,1,1,1,0,1,0,1,1,0,0,1,0,0
"gen1_0009",-1.690819,0.316123,0.10165,1,0,0,0,1,1,1,0,0,1,0,0,0
"gen1_0010",-0.565785,0.260373,0.724989,0,1,0,0,0,0,1,1,0,0,0,1,1
"gen1_0011",-0.023796,0.075853,0.798182,1,1,1,0,1,0,1,1,1,0,1,0,1
"gen1_0012",1.366359,0.222484,0.758989,0,1,1,1,1,1,1,1,0,0,1,1,0
"gen1_0013",0.356325,0.986994,0.243109,0,0,1,0,1,1,0,1,0,1,0,0,1
"gen1_0014",-0.488734,0.877313,0.059249,0,0,1,1,1,1,0,0,1,0,0,0,0
"gen1_0015",0.082275,0.05583,0.269803,1,1,0,1,0,0,0,1,0,1,0,1,1
"gen1_0016",1.231009,0.436095,0.89435,0,1,0,1,1,0,1,1,1,0,1,1,1
"gen1_0017",-0.025832,0.364846,0.66302,1,1,1,1,1,0,1,1,0,0,0,0,0
"gen1_0018",-0.443526,0.36767,0.788218,1,1,1,0,1,0,1,1,1,0,1,0,1
"gen1_0019",-2.783704,0.714818,0.487851,0,0,1,0,1,0,1,1,0,0,1,0,0
"gen1_0020",-0.348847,0.793718,0.631785,1,1,0,0,0,1,1,1,0,0,1,0,1
"gen1_0021",-0.711882,0.34617,0.181673,0,0,0,1,0,1,0,1,1,1,0,0,1
"gen1_0022",-0.587716,0.888557,0.247289,1,0,1,0,1,1,1,0,0,1,0,0,1
"gen1_0023",0.859522,0.368635,0.766444,1,1,1,1,0,1,1,1,0,0,1,1,1
"gen1_0024",0.211831,0.365716,0.471659,0,1,0,1,0,1,1,0,1,0,0,1,1
"gen1_0025",0.757183,0.296491,0.567782,1,1,1,0,0,1,1,1,0,1,1,0,0
"gen1_0026",-0.114667,0.493662,0.285801,1,1,0,1,1,0,1,1,0,0,1,0,0
"gen1_0027",-0.574871,0.648205,0.06195,0,1,1,1,1,1,1,0,1,0,0,1,0
"gen1_0028",-0.658399,0.717977,0.087683,0,1,1,0,1,1,0,0,1,1,1,1,0
"gen1_0029",-0.122573,0.844501,0.713783,0,0,0,0,1,0,1,0,0,0,0,0,0
"gen1_0030",0.117494,0.863473,0.303674,0,1,1,1,1,1,0,0,1,1,0,1,0
"gen1_0031",-0.490398,0.909642,0.132213,1,1,1,1,0,0,1,0,1,0,0,0,0
"gen1_0032",-0.293342,0.479538,0.40615,0,1,0,1,1,1,0,1,1,1,1,1,1
"gen1_0033",1.148734,0.247088,0.803901,1,1,0,1,0,1,1,1,0,0,1,1,0
"gen1_0034",-0.355662,0.398269,0.438858,1,1,1,1,0,0,1,1,0,1,1,0,1
"gen1_0035",0.049199,0.996644,0.177569,0,1,1,0,0,1,0,1,0,1,1,0,0
"gen1_0036",0.641486,0.12384,0.226031,1,0,1,1,1,1,1,1,0,1,1,0,1
"gen1_0037",0.200118,0.686185,0.51358,0,1,0,0,0,1,1,1,0,0,1,1,1
"gen1_0038",-0.610106,0.696546,0.677989,0,1,0,1,1,0,1,1,0,1,0,0,1
"gen1_0039",-0.485791,0.646443,0.125523,1,0,1,0,1,1,0,1,0,0,0,0,0
"gen1_0040",-0.448505,0.887533,0.586782,0,0,1,0,1,0,1,0,1,0,1,0,0
"gen1_0041",-0.031713,0.703559,0.953535,1,1,1,0,1,0,1,0,0,0,1,0,0
"gen1_0042",0.069806,0.783765,0.484944,0,1,0,0,1,0,1,1,0,1,0,1,0
"gen1_0043",-0.513272,0.256999,0.374237,0,1,0,0,1,0,1,0,1,0,0,0,0
"gen1_0044",-0.541247,0.880687,0.410001,0,1,1,1,0,1,0,1,0,0,0,1,1
"gen1_0045",0.804368,0.220032,0.68968,1,1,0,1,1,0,1,1,0,1,0,1,1
"gen1_0046",0.367391,0.058282,0.339112,0,1,1,1,0,1,0,1,0,0,0,0,1
"gen1_0047",0.038418,0.513964,0.338427,0,1,1,0,1,0,0,1,1,0,1,0,1
"gen1_0048",0.294111,0.548883,0.702864,1,1,1,1,1,1,1,1,0,1,0,0,1
"gen1_0049",0.646176,0.479013,0.114649,1,1,1,0,0,0,0,1,0,0,1,0,0
"gen1_0050",-0.00366,0.35227,0.698898,1,1,1,1,1,0,1,1,0,1,1,0,0
"gen1_0051",-0.652977,0.210713,0.477896,0,0,0,0,0,0,1,0,0,1,0,1,0
"gen1_0052",0.570847,0.880321,0.661963,0,1,0,0,1,0,1,1,0,0,0,1,1
"gen1_0053",-0.059964,0.773344,0.425619,1,0,0,1,0,1,1,1,0,1,1,1,1
"gen1_0054",0.121283,0.725517,0.296604,0,1,1,0,1,0,1,1,1,1,0,0,1
"gen1_0055",0.104137,0.100761,0.176395,0,0,1,0,1,0,1,1,1,1,0,0,0
"gen1_0056",0.111758,0.432988,0.357583,0,1,0,1,1,1,1,0,1,1,1,1,1
"gen1_0057",0.100603,0.881877,0.237075,0,0,0,1,1,1,0,0,1,0,0,0,0
"gen1_0058",0.371094,0.914469,0.265768,0,1,1,1,1,1,1,0,1,1,0,0,0
"gen1_0059",1.461486,0.492393,0.244983,0,1,0,0,0,1,0,1,0,1,1,0,1
"gen1_0060",0.291867,0.550431,0.267929,0,0,1,1,0,0,0,1,0,1,0,0,1
"gen1_0061",0.078072,0.074535,0.110626,0,1,0,1,1,0,0,1,0,0,0,0,1
"gen1_0062",-0.019593,0.057148,0.527243,1,0,1,1,0,0,1,1,0,1,1,0,1
"gen1_0063",-0.485127,0.8715,0.234901,1,0,0,1,0,0,0,1,1,1,0,1,1
"gen1_0064",-1.088521,0.079701,0.220755,1,1,0,1,0,1,1,0,1,1,0,0,1
