"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen14_0001",0.310481,0.096213,0.060613,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0002",0.265978,0.089949,0.069522,1,1,1,0,0,1,1,1,0,0,1,0,0
"gen14_0003",0.297062,0.093066,0.504608,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0004",0.266125,0.095664,0.066496,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0005",0.287413,0.096524,0.080239,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen14_0006",0.281918,0.096527,0.072602,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0007",0.292352,0.096092,0.656371,1,1,0,1,1,1,1,1,0,0,1,0,0
"gen14_0008",0.265421,0.110048,0.073066,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0009",0.200876,0.632717,0.069982,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen14_0010",0.2673,0.108851,0.063107,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen14_0011",0.265289,0.111333,0.075748,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0012",0.188537,0.100331,0.076924,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen14_0013",0.293948,0.086468,0.069298,0,1,0,0,1,1,1,1,0,0,1,1,1
"gen14_0014",0.227732,0.098362,0.784551,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0015",0.264144,0.072931,0.852902,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0016",0.264012,0.70926,0.098645,0,1,1,0,1,1,0,1,0,0,1,0,0
"gen14_0017",0.217576,0.096611,0.069561,1,1,1,1,1,1,0,1,0,1,1,0,0
"gen14_0018",0.249425,0.095677,0.454292,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0019",0.228926,0.095442,0.098385,0,1,1,0,1,1,1,1,0,0,1,1,0
"gen14_0020",0.236094,0.110313,0.06756,1,1,0,1,1,1,1,1,0,0,1,0,0
"gen14_0021",0.30969,0.09045,0.063229,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0022",0.294739,0.092231,0.160477,1,1,0,0,1,1,1,1,0,0,1,1,0
"gen14_0023",0.312034,0.096432,0.061317,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen14_0024",0.28586,0.096305,0.079535,1,1,1,0,1,1,1,1,0,0,1,0,1
"gen14_0025",0.270739,0.10949,0.062772,0,1,1,0,1,1,1,0,0,1,1,0,0
"gen14_0026",0.307042,0.095574,0.060948,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen14_0027",0.276567,0.110232,0.087951,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0028",0.27499,0.095423,0.088251,1,1,0,1,1,1,1,1,0,0,1,0,0
"gen14_0029",0.194052,0.097908,0.073297,1,1,1,0,1,1,1,1,0,0,1,0,1
"gen14_0030",0.195361,0.099047,0.073609,1,0,1,1,1,1,1,1,0,0,1,0,0
"gen14_0031",0.23062,0.095539,0.074795,1,0,1,0,1,1,1,1,0,0,1,1,0
"gen14_0032",0.251865,0.09126,0.071427,1,1,1,0,1,1,1,1,0,0,1,1,0
"gen14_0033",-1.201925,0.093662,0.067232,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0034",0.307289,0.089019,0.062679,1,1,0,0,1,1,1,1,0,0,1,1,0
"gen14_0035",0.266714,0.098304,0.100811,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0036",0.264598,0.106951,0.060941,1,0,0,0,1,1,1,1,0,0,1,0,0
"gen14_0037",0.280492,0.467343,0.081247,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0038",0.294133,0.101902,0.075329,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0039",0.283003,0.095619,0.608544,1,1,1,0,1,0,1,1,0,0,1,0,0
"gen14_0040",0.26504,0.445032,0.071631,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen14_0041",-0.095713,0.096044,0.06827,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen14_0042",0.288085,0.096144,0.858237,1,1,0,0,1,1,1,1,0,0,1,0,1
"gen14_0043",0.258161,0.107379,0.074379,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0044",0.208004,0.594811,0.394047,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen14_0045",0.192047,0.098634,0.074553,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0046",0.306971,0.09791,0.062984,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen14_0047",0.264102,0.413291,0.098842,1,1,1,0,1,1,1,1,0,0,0,0,1
"gen14_0048",-1.418348,0.103519,0.095766,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0049",0.288295,0.094032,0.068222,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0050",0.288164,0.09213,0.061913,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen14_0051",0.295078,0.093521,0.076807,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen14_0052",0.190521,0.099876,0.07288,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0053",0.265398,0.896953,0.257796,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0054",0.266001,0.10265,0.069749,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0055",0.214087,0.110154,0.077042,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen14_0056",0.250933,0.095601,0.656183,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen14_0057",0.269658,0.090773,0.076176,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0058",0.288672,0.095268,0.074131,1,1,0,0,1,1,1,1,1,0,1,0,0
"gen14_0059",0.269081,0.691206,0.090807,1,1,0,0,1,1,1,1,0,0,1,0,0
"gen14_0060",0.289011,0.088143,0.074454,1,1,1,0,1,1,1,1,0,0,1,1,0
"gen14_0061",0.185948,0.098364,0.074486,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen14_0062",0.268714,0.097631,0.068934,1,0,1,0,1,1,1,1,0,0,0,0,1
"gen14_0063",0.309081,0.089551,0.062484,1,1,1,0,1,1,1,1,0,0,1,1,1
"gen14_0064",0.295348,0.09313,0.067427,1,1,0,0,1,1,1,1,0,0,1,0,0
