"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen5_0001",0.111853,0.412298,0.088596,0,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0002",-0.133721,0.115713,0.122463,1,0,0,0,1,1,1,1,0,0,0,0,0
"gen5_0003",-0.153708,0.139066,0.029832,1,0,1,1,1,0,1,1,0,1,0,0,1
"gen5_0004",0.060105,0.34947,0.097138,0,1,0,1,0,0,1,1,0,0,0,1,0
"gen5_0005",0.10476,0.404449,0.133964,0,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0006",-0.311669,0.406759,0.031392,1,0,1,1,0,1,1,1,0,0,1,0,0
"gen5_0007",0.09964,0.413667,0.08939,0,1,0,1,0,0,1,1,0,0,0,1,0
"gen5_0008",0.134673,0.345059,0.094585,0,1,0,1,0,1,1,1,0,1,0,0,0
"gen5_0009",-0.206292,0.309094,0.134913,0,1,0,0,1,1,1,1,0,0,0,0,0
"gen5_0010",0.054816,0.39357,0.09511,0,1,0,1,0,1,1,1,1,0,0,0,0
"gen5_0011",-0.294262,0.410158,0.101066,1,0,0,1,0,1,1,1,0,0,0,1,0
"gen5_0012",0.120256,0.379332,0.11717,1,1,0,1,0,1,1,1,0,0,0,1,0
"gen5_0013",-0.321413,0.334693,0.096878,1,0,0,0,0,1,1,1,0,0,0,0,0
"gen5_0014",-0.313285,0.464123,0.139035,1,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0015",0.179485,0.402942,0.09921,1,1,0,1,0,1,1,1,0,0,0,1,0
"gen5_0016",0.035885,0.382752,0.127635,0,0,0,1,0,1,1,1,0,0,0,0,0
"gen5_0017",-0.363107,0.33822,0.097105,1,1,0,1,0,1,1,1,0,1,0,0,0
"gen5_0018",0.176367,0.341532,0.094358,0,0,0,0,0,1,1,1,0,0,0,0,0
"gen5_0019",-0.299483,0.383298,0.09702,0,0,0,1,0,1,1,1,1,0,0,0,0
"gen5_0020",0.032886,0.344965,0.094968,1,1,0,0,0,1,1,1,0,0,0,0,0
"gen5_0021",0.021361,0.159494,0.110341,0,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0022",-0.100266,0.349789,0.107232,1,0,0,0,1,1,1,1,1,0,0,0,0
"gen5_0023",0.099002,0.398061,0.118119,0,0,0,1,0,0,1,1,0,0,0,0,0
"gen5_0024",0.036523,0.398358,0.098906,0,1,0,1,0,1,1,1,0,0,0,1,0
"gen5_0025",-0.088776,0.336964,0.110605,1,0,0,0,1,0,1,1,0,0,0,1,0
"gen5_0026",0.01516,0.128219,0.108996,0,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0027",0.121133,0.369498,0.113692,1,1,0,1,0,0,1,1,0,0,0,1,0
"gen5_0028",0.059228,0.359304,0.100616,0,1,0,1,0,1,1,1,0,0,0,1,0
"gen5_0029",0.085145,0.404559,0.122635,0,1,0,1,0,1,1,1,1,0,0,0,0
"gen5_0030",0.074431,0.39346,0.106439,0,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0031",0.067837,0.383351,0.111321,0,1,0,1,0,1,1,1,1,0,0,0,0
"gen5_0032",0.107235,0.389551,0.100959,1,1,0,1,0,1,1,1,0,0,0,1,0
"gen5_0033",-0.026474,0.439602,0.066479,1,1,0,1,1,0,1,1,0,0,0,0,1
"gen5_0034",-0.027594,0.113131,0.052743,0,0,1,1,0,0,1,1,0,1,0,1,0
"gen5_0035",-0.309511,0.44278,0.110765,1,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0036",-0.298036,0.431501,0.129336,1,0,0,1,0,1,1,1,0,0,0,1,0
"gen5_0037",-0.298191,0.410118,0.095471,1,0,0,1,0,1,1,1,0,0,0,1,0
"gen5_0038",-0.30774,0.406799,0.036987,1,0,1,1,0,1,1,1,0,0,1,0,0
"gen5_0039",-0.108401,0.389818,0.089144,0,0,0,0,1,1,1,1,0,0,0,1,0
"gen5_0040",0.07432,0.139562,0.122709,1,1,0,1,0,0,1,1,0,0,0,0,0
"gen5_0041",0.05281,0.390429,0.126825,0,0,0,1,0,1,1,1,1,0,0,0,0
"gen5_0042",0.037891,0.385893,0.09592,0,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0043",0.119992,0.387153,0.108869,0,1,0,1,0,1,1,1,0,0,0,1,0
"gen5_0044",0.099904,0.405846,0.097691,1,1,0,1,0,0,1,1,0,0,0,1,0
"gen5_0045",0.057021,0.341459,0.108755,0,1,0,1,0,1,1,1,0,1,0,0,0
"gen5_0046",0.113537,0.386352,0.113465,0,0,0,1,0,1,1,1,0,0,0,0,0
"gen5_0047",0.009348,0.15691,0.076101,0,0,0,1,0,0,1,1,0,0,0,0,1
"gen5_0048",-0.10824,0.375726,0.048841,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen5_0049",-0.147046,0.122948,0.127748,1,0,0,0,1,1,1,1,0,0,0,0,0
"gen5_0050",-0.192967,0.301859,0.129628,0,1,0,0,1,1,1,1,0,0,0,0,0
"gen5_0051",0.088271,0.40048,0.11624,0,1,0,1,0,1,1,1,0,0,0,1,0
"gen5_0052",-0.115078,0.311556,0.117883,1,1,0,0,1,1,1,1,0,0,0,0,0
"gen5_0053",-0.244318,0.432444,0.136087,1,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0054",0.035793,0.436128,0.136912,0,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0055",-0.102996,0.436647,0.137978,0,1,0,1,0,1,1,1,0,1,0,0,0
"gen5_0056",-0.075616,0.372535,0.095642,1,1,0,1,0,1,1,1,0,0,0,0,0
"gen5_0057",0.0045,0.131169,0.105473,1,1,0,0,1,1,1,1,0,0,0,0,0
"gen5_0058",-0.026368,0.396842,0.105586,0,0,0,1,0,1,1,1,0,0,0,0,0
"gen5_0059",0.035686,0.361466,0.115624,0,1,0,1,0,1,1,1,0,0,0,1,0
"gen5_0060",0.060304,0.370756,0.109149,0,0,0,1,0,0,1,1,0,0,0,0,0
"gen5_0061",-0.134181,0.348233,0.113998,1,0,0,0,0,1,1,1,0,0,0,1,0
"gen5_0062",-0.293802,0.177638,0.109531,1,0,0,1,1,1,1,1,0,0,0,0,0
"gen5_0063",0.130669,0.406382,0.089996,0,0,1,1,0,1,1,1,0,0,0,0,0
"gen5_0064",-0.337578,0.404826,0.07536,1,1,0,1,0,1,1,1,0,0,1,0,0
