"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen3_0001",0.111853,0.412298,0.088596,0,1,0,1,0,1,1,1,0,0,0,0,0
"gen3_0002",0.315266,0.137312,0.127734,1,0,1,1,1,0,1,1,1,1,0,1,0
"gen3_0003",-0.185529,0.297245,0.027842,1,0,1,1,0,0,1,1,0,1,0,1,0
"gen3_0004",-0.351991,0.541002,0.105034,1,1,0,0,0,1,1,1,0,1,0,0,0
"gen3_0005",0.160256,0.756794,0.131973,0,0,0,0,1,1,1,1,0,1,0,1,0
"gen3_0006",0.118412,0.902332,0.256191,1,1,0,0,0,1,1,1,0,0,0,0,0
"gen3_0007",0.207442,0.880081,0.173462,0,0,0,1,0,1,1,1,0,1,1,0,0
"gen3_0008",-0.29428,0.495237,0.110105,0,1,0,0,0,0,1,0,0,1,0,0,1
"gen3_0009",-0.326291,0.422884,0.10415,0,1,0,1,0,0,1,1,1,0,0,1,0
"gen3_0010",0.323358,0.271098,0.143532,1,0,1,0,0,1,1,0,0,0,0,1,0
"gen3_0011",-0.242158,0.352615,0.124351,0,0,0,0,0,1,1,1,0,1,0,1,0
"gen3_0012",-0.320148,0.496906,0.038777,1,0,1,1,0,1,1,1,0,0,1,0,0
"gen3_0013",-0.333444,0.477186,0.155931,0,0,0,0,0,1,1,1,0,0,0,1,0
"gen3_0014",0.274955,0.327504,0.100155,1,1,1,0,0,1,1,1,0,1,0,1,0
"gen3_0015",0.332879,0.336303,0.130473,1,0,1,0,1,0,0,0,1,0,0,0,0
"gen3_0016",-0.230971,0.513317,0.145852,1,1,1,0,1,1,1,1,0,0,0,1,0
"gen3_0017",-1.828032,0.449257,0.064525,0,0,0,1,0,0,1,1,0,0,1,1,0
"gen3_0018",-0.323455,0.290805,0.078402,1,1,1,1,0,1,1,1,1,0,1,1,0
"gen3_0019",0.10476,0.404449,0.133964,0,1,0,1,0,1,1,1,0,0,0,0,0
"gen3_0020",0.214535,0.408882,0.42817,1,1,0,0,0,1,1,1,0,1,1,0,0
