"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen18_0001",0.139119,0.117981,0.076164,1,0,1,1,0,1,1,1,1,0,0,0,1
"gen18_0002",0.154929,0.117755,0.198606,1,0,1,1,0,0,1,1,0,0,0,0,1
"gen18_0003",0.149429,0.118029,0.07844,1,1,1,1,0,1,1,0,0,0,0,0,1
"gen18_0004",0.130189,0.117995,0.659999,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen18_0005",0.135406,0.118278,0.079244,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen18_0006",0.152559,0.61526,0.075393,1,0,1,1,0,1,1,0,1,0,0,0,1
"gen18_0007",0.117379,0.117389,0.573624,1,1,0,1,0,1,1,1,0,1,0,0,1
"gen18_0008",0.134043,0.117786,0.079934,1,1,0,1,1,0,1,1,0,1,0,0,0
"gen18_0009",0.149099,0.122063,0.075861,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen18_0010",0.117691,0.117999,0.608937,1,0,0,1,1,1,1,1,0,1,0,0,0
"gen18_0011",0.110231,0.119671,0.081653,1,0,0,1,1,1,0,1,0,0,0,0,0
"gen18_0012",0.104351,0.121614,0.086458,1,1,0,1,1,1,1,1,0,0,0,0,0
"gen18_0013",0.089379,0.124314,0.083753,1,1,0,0,1,1,1,1,0,0,0,0,0
"gen18_0014",0.095219,0.125438,0.082135,1,1,0,1,1,1,1,1,0,0,0,0,1
"gen18_0015",0.078934,0.126153,0.088966,1,1,0,1,1,1,1,1,0,0,0,0,0
"gen18_0016",0.094925,0.1254,0.082285,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen18_0017",0.109253,0.124697,0.082962,1,1,0,1,1,1,1,1,0,0,0,0,1
"gen18_0018",0.114169,0.117403,0.080725,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen18_0019",0.104416,0.070188,0.085133,1,1,0,1,1,1,1,1,0,0,1,0,0
"gen18_0020",0.09486,0.12282,0.08361,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen18_0021",0.142066,0.118038,0.079154,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen18_0022",0.141406,0.117777,0.07922,0,1,0,1,0,1,1,1,0,0,0,0,1
"gen18_0023",0.094163,0.117612,0.081281,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen18_0024",0.118435,0.125215,0.080282,1,1,0,1,1,1,1,1,0,0,0,0,1
"gen18_0025",0.10988,0.122851,0.07615,1,0,1,1,1,1,1,1,1,0,0,0,0
