"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen20_0001",0.129352,0.12042,0.079691,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen20_0002",0.128705,0.12006,0.082617,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen20_0003",0.139464,0.117988,0.077578,1,0,1,1,0,1,1,1,0,0,0,0,1
"gen20_0004",0.139622,0.118108,0.077661,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen20_0005",0.12495,0.118136,0.079801,1,0,1,1,0,1,1,1,1,0,0,0,1
"gen20_0006",0.135406,0.118278,0.079244,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen20_0007",0.137429,0.064897,0.076292,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen20_0008",0.149099,0.122063,0.075861,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen20_0009",0.121459,0.121287,0.075082,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen20_0010",0.083906,0.120288,0.077923,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen20_0011",0.129844,0.117988,0.077343,1,1,1,1,0,1,1,1,1,0,0,0,1
"gen20_0012",0.124899,0.124536,0.076748,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen20_0013",0.092013,0.12303,0.076895,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen20_0014",0.143547,0.125331,0.087176,1,1,0,1,1,1,1,1,0,0,0,0,0
"gen20_0015",0.095871,0.11958,0.083338,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen20_0016",0.150703,0.124966,0.080047,1,1,0,1,1,1,1,1,0,0,0,0,0
"gen20_0017",0.11747,0.123519,0.077384,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen20_0018",0.114165,0.117619,0.077172,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen20_0019",0.089263,0.119779,0.083793,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen20_0020",0.090514,0.120089,0.077468,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen20_0021",0.137056,0.118,0.077438,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen20_0022",0.13241,0.118096,0.077566,1,1,1,1,0,1,1,1,1,0,0,0,1
"gen20_0023",0.149206,0.123555,0.076455,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen20_0024",0.124792,0.123044,0.076154,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen20_0025",0.105843,0.11955,0.077636,1,1,1,1,0,1,1,1,0,1,0,0,0
"gen20_0026",0.117527,0.118726,0.077865,1,0,0,1,1,1,1,1,0,0,0,0,1
"gen20_0027",0.137481,0.118516,0.08147,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen20_0028",0.130846,0.119652,0.078808,1,1,1,1,0,1,1,1,0,0,0,0,1
