"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen9_0001",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen9_0002",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen9_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0005",15,0,1,1,1,1,1,0,1,1,1,1,1,0
"gen9_0006",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen9_0007",15,0,1,1,1,1,0,1,1,1,1,1,1,1
"gen9_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0010",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen9_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0014",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen9_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0017",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen9_0018",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0021",15,0,1,1,1,1,1,1,1,0,1,1,1,0
"gen9_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0028",15,0,1,1,1,0,1,1,1,1,1,0,1,1
"gen9_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0030",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen9_0031",12,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0034",19,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen9_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0038",15,0,1,1,1,1,0,0,1,1,1,1,1,1
"gen9_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0040",14,0,0,1,1,1,1,0,1,1,1,1,1,1
"gen9_0041",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen9_0042",15,0,1,1,1,1,0,1,1,1,1,1,1,1
"gen9_0043",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen9_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0046",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0052",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen9_0053",15,0,1,0,0,1,1,1,1,1,1,1,1,1
"gen9_0054",11,0,1,1,1,1,0,1,1,1,1,1,1,0
"gen9_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0056",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0057",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen9_0058",15,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen9_0059",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen9_0060",15,0,0,1,1,1,1,1,1,1,1,0,1,1
"gen9_0061",10,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen9_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen9_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen9_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1
