"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen28_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0005",15,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen28_0006",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen28_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0011",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0018",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0019",27,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen28_0020",15,0,0,1,1,1,1,1,1,1,1,0,1,1
"gen28_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0022",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen28_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0028",7,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen28_0029",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen28_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0032",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen28_0033",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen28_0034",15,0,1,1,1,1,1,0,1,0,1,1,1,1
"gen28_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0036",15,0,1,1,0,0,1,1,1,1,1,1,1,1
"gen28_0037",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen28_0038",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen28_0039",15,0,0,1,1,1,1,1,1,1,1,1,1,1
"gen28_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0041",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen28_0042",15,0,1,1,1,0,1,1,1,1,0,1,1,1
"gen28_0043",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0044",15,0,1,1,1,0,1,1,1,1,1,1,1,1
"gen28_0045",15,0,0,1,1,0,1,1,1,1,1,1,1,1
"gen28_0046",29,0,1,1,1,1,0,1,1,1,1,1,0,1
"gen28_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0051",15,0,1,1,1,1,1,0,1,1,1,1,1,1
"gen28_0052",18,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0054",15,0,1,1,1,1,1,0,1,0,1,1,1,1
"gen28_0055",15,0,1,1,0,0,1,1,1,0,1,1,0,1
"gen28_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen28_0064",15,0,0,1,1,1,0,1,1,1,1,1,1,1
