"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen29_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0002",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0005",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0008",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0009",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0010",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0011",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0014",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0016",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0017",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0018",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0019",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0023",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0024",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0025",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0026",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0028",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0031",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0032",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0034",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0041",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0043",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0044",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0046",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0047",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0049",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0051",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0052",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0053",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0054",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0056",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0058",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0060",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0061",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0063",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen29_0064",15,0,1,1,1,1,1,1,1,1,1,1,1,1
