"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen16_0001",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0002",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen16_0003",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0004",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0005",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen16_0006",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0007",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0008",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen16_0009",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0010",15,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen16_0011",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen16_0012",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0013",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0014",15,0,1,1,1,1,1,1,1,1,0,1,1,1
"gen16_0015",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0016",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen16_0017",15,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0018",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen16_0019",18,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0020",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0021",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0022",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0023",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen16_0024",15,0,0,0,1,1,1,1,1,1,1,1,1,1
"gen16_0025",15,0,1,0,1,1,0,1,1,1,1,1,1,1
"gen16_0026",15,0,1,1,1,1,1,1,1,1,0,1,0,1
"gen16_0027",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0028",15,0,1,1,1,1,1,1,1,1,1,0,1,1
"gen16_0029",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0030",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0031",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen16_0032",15,1,1,1,1,1,1,1,1,1,1,1,0,1
"gen16_0033",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0034",15,0,1,1,1,1,1,0,1,1,1,0,1,1
"gen16_0035",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0036",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0037",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0038",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0039",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0040",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0041",15,0,1,0,1,1,0,1,1,1,0,1,1,1
"gen16_0042",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0043",15,0,1,0,1,1,1,1,0,1,1,1,1,1
"gen16_0044",15,1,1,1,1,1,0,1,1,0,1,1,1,1
"gen16_0045",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0046",15,0,1,1,0,1,0,1,1,1,1,1,0,1
"gen16_0047",15,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen16_0048",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0049",15,0,1,1,1,1,0,1,1,1,1,1,1,1
"gen16_0050",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0051",15,0,1,1,1,1,0,1,1,1,1,1,1,1
"gen16_0052",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0053",15,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen16_0054",19,0,1,1,0,1,1,1,1,1,1,1,0,1
"gen16_0055",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0056",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen16_0057",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0058",15,0,1,1,1,1,1,1,0,1,1,1,1,1
"gen16_0059",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0060",15,0,1,1,1,1,1,1,1,0,1,1,1,1
"gen16_0061",15,0,1,1,1,1,0,1,1,1,1,1,1,1
"gen16_0062",15,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0063",15,0,1,0,0,1,1,1,1,1,0,1,1,1
"gen16_0064",15,0,1,1,1,0,1,1,1,1,1,1,1,1
