"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen5_0001",-0.303144,0.132787,0.756705,1,1,1,1,1,1,1,1,0,1,0,0,1
"gen5_0002",0.269261,0.232974,0.106411,0,1,0,1,1,0,1,1,1,0,1,0,0
"gen5_0003",-0.256278,0.235637,0.10438,0,1,1,0,1,1,1,1,1,0,0,0,0
"gen5_0004",-0.314391,0.240181,0.11358,1,1,1,1,1,1,1,1,0,0,1,1,0
"gen5_0005",0.329353,0.266471,0.049138,0,1,1,1,0,1,1,1,0,0,1,0,0
"gen5_0006",-0.096092,0.75533,0.04342,1,1,1,0,1,0,1,1,1,1,1,1,0
"gen5_0007",-0.211141,0.20548,0.143302,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen5_0008",-0.027912,0.785895,0.140468,0,1,1,1,1,0,1,1,1,1,1,0,1
"gen5_0009",0.281911,0.232833,0.212468,0,0,1,1,1,0,1,1,0,0,1,0,0
"gen5_0010",0.302706,0.242929,0.079736,0,1,0,0,1,0,1,1,1,0,1,1,0
"gen5_0011",-0.06936,0.25846,0.104368,0,0,1,1,0,1,1,1,0,1,0,1,1
"gen5_0012",0.019381,0.277347,0.134189,0,0,1,1,1,0,1,1,0,0,1,1,0
"gen5_0013",0.287887,0.233293,0.011431,1,0,0,0,1,0,1,1,0,0,1,1,1
"gen5_0014",0.30424,0.959939,0.090765,1,1,0,0,1,0,1,1,1,1,0,1,0
"gen5_0015",-0.201854,0.31521,0.096841,0,1,1,0,0,1,1,1,1,1,0,1,0
"gen5_0016",0.34254,0.302638,0.841004,1,1,1,1,1,1,1,1,1,1,1,0,0
"gen5_0017",-0.29328,0.239652,0.111513,1,1,1,1,1,1,1,1,0,1,0,1,0
"gen5_0018",-0.277389,0.236166,0.106447,0,1,0,1,1,1,1,1,1,0,1,0,0
"gen5_0019",-0.253164,0.276556,0.109049,1,1,0,1,1,1,1,1,0,1,1,1,0
"gen5_0020",-0.317505,0.236415,0.108911,0,0,1,0,1,1,1,1,1,0,0,0,0
"gen5_0021",-0.295992,0.138008,0.091654,0,1,0,1,1,0,1,1,0,0,1,1,1
"gen5_0022",0.262109,0.227753,0.083408,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen5_0023",0.303973,0.246039,0.088925,0,0,0,0,1,0,0,1,1,1,1,1,0
"gen5_0024",0.302973,0.260962,0.081576,1,1,0,0,0,0,1,0,1,0,1,1,0
"gen5_0025",-2.092114,0.045337,0.118354,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen5_0026",0.029534,0.215167,0.033545,0,1,0,1,1,0,1,0,1,0,0,0,0
"gen5_0027",-0.314384,0.149665,0.088867,1,1,1,1,1,1,1,1,0,1,1,1,1
"gen5_0028",-1.182355,0.223303,0.093364,1,1,0,1,1,0,1,1,0,0,0,0,0
"gen5_0029",-0.056877,0.04347,0.115592,1,1,1,1,1,0,1,1,0,1,1,0,1
"gen5_0030",0.15579,0.221947,0.068296,0,1,1,0,1,1,1,1,0,1,1,1,0
"gen5_0031",0.296786,0.232528,0.096216,0,0,0,1,1,0,1,1,0,0,1,0,0
"gen5_0032",0.287831,0.243234,0.112959,1,1,1,0,1,0,1,1,1,0,1,1,0
"gen5_0033",-0.241431,0.147757,0.072492,1,1,0,1,1,0,1,1,0,0,0,0,0
"gen5_0034",0.240993,0.227959,0.075895,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen5_0035",0.326612,0.911248,0.07793,0,0,1,1,0,0,1,1,0,0,1,1,0
"gen5_0036",0.284652,0.352864,0.100647,0,0,1,1,1,0,1,1,0,0,1,0,0
