"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen12_0001",-0.12264,0.139693,0.068246,0,1,0,0,1,0,1,1,1,0,1,1,0
"gen12_0002",-0.164564,0.104586,0.082782,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen12_0003",-0.145087,0.119309,0.314003,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen12_0004",0.007009,0.15305,0.469391,1,1,0,1,0,1,0,1,1,1,0,1,0
"gen12_0005",-0.120363,0.116343,0.074479,0,1,0,1,1,0,1,1,0,1,1,1,0
"gen12_0006",0.001588,0.974663,0.102009,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen12_0007",-0.029036,0.165126,0.078753,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen12_0008",-0.022969,0.151035,0.081493,1,1,1,1,1,0,1,1,1,0,1,1,1
"gen12_0009",-0.138582,0.96671,0.04673,1,1,1,1,0,0,1,1,1,1,1,1,0
"gen12_0010",-0.122539,0.1613,0.083982,1,1,0,0,1,0,1,1,1,0,1,1,1
"gen12_0011",-0.221105,0.148378,0.072863,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen12_0012",-0.138908,0.158756,0.087419,1,1,0,1,1,0,0,1,1,1,1,1,1
"gen12_0013",-0.146172,0.125658,0.074516,1,1,0,1,0,1,1,1,1,0,1,1,1
"gen12_0014",-0.171997,0.141331,0.090896,1,0,0,1,1,0,1,0,1,0,1,1,1
"gen12_0015",-0.186391,0.146356,0.088838,1,1,0,1,1,0,1,1,1,0,1,1,1
"gen12_0016",0.017732,0.14596,0.082125,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen12_0017",-0.127045,0.584985,0.018247,0,1,0,1,1,0,1,1,1,1,1,1,0
"gen12_0018",-0.134177,0.147165,0.064911,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen12_0019",-0.020973,0.147353,0.104924,0,1,0,1,1,0,1,1,1,0,1,1,0
"gen12_0020",-0.100079,0.153192,0.065331,1,1,0,1,1,1,1,0,1,0,1,1,0
"gen12_0021",-0.1404,0.91527,0.09184,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen12_0022",-0.079117,0.161398,0.083032,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen12_0023",-0.026474,0.150736,0.079478,1,1,1,1,1,0,1,1,1,0,1,1,0
"gen12_0024",-0.025531,0.165425,0.080768,1,1,0,1,1,1,1,1,0,0,1,1,1
"gen12_0025",-0.151329,0.152248,0.082934,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen12_0026",-0.192315,0.15743,0.073911,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen12_0027",-0.05174,0.154393,0.084145,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen12_0028",-0.091759,0.125768,0.099005,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen12_0029",-0.058637,0.160025,0.097733,1,1,0,1,1,1,1,1,1,1,1,1,0
