"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen24_0001",-0.044067,0.121903,0.0238,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0002",0.014532,0.116408,0.050881,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0003",-0.041041,0.111397,0.081633,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0004",-0.043893,0.111789,0.07948,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0005",-0.044594,0.121097,0.054781,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0006",-0.046738,0.121114,0.046446,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0007",-0.043992,0.113723,0.082159,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0008",-0.042579,0.116196,0.078816,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0009",-0.038661,0.117237,0.078005,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0010",-0.045761,0.117363,0.078096,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0011",-0.045503,0.115792,0.081725,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0012",-0.040791,0.115882,0.082569,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0013",-0.042926,0.11632,0.086365,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0014",-0.046758,0.118641,0.079741,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0015",-0.049568,0.121278,0.078205,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0016",-0.045081,0.121403,0.078139,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0017",-0.041636,0.117834,0.055844,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0018",0.011087,0.119977,0.073176,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0019",-0.044958,0.117779,0.042904,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0020",-0.045772,0.117058,0.085701,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0021",-0.046729,0.121117,0.066879,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0022",-0.049577,0.121275,0.057772,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0023",-0.044289,0.11899,0.07934,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0024",-0.043718,0.118733,0.085164,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0025",-0.04341,0.117439,0.085734,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0026",-0.045277,0.116244,0.078727,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0027",-0.000828,0.1159,0.056979,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0028",-0.030143,0.1163,0.075627,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen24_0029",-0.043378,0.116171,0.078834,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0030",-0.043193,0.113748,0.082141,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0031",-0.043932,0.112244,0.082178,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0032",-0.043953,0.113268,0.079461,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0033",-0.043852,0.120797,0.082936,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0034",-0.04202,0.116488,0.077772,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0035",-0.039353,0.116767,0.078356,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0036",-0.044811,0.116262,0.081374,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0037",-0.041292,0.119099,0.086644,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0038",-0.043816,0.114201,0.018789,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen24_0039",-0.043392,0.120808,0.065011,1,1,0,1,1,1,1,1,1,1,1,1,0
