"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen29_0001",-0.043404,0.108872,0.029778,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0002",-0.039,0.091445,0.047001,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0003",-0.044591,0.088704,0.046272,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0004",-0.044469,0.098844,0.062695,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0005",-0.044414,0.115703,0.018534,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0006",-0.04441,0.115832,0.018065,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0007",-0.044377,0.115255,0.027037,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0008",-0.041277,0.105609,0.058649,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0009",-0.044403,0.116055,0.028222,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0010",-0.045401,0.115711,0.031214,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0011",-0.045014,0.115119,0.022059,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0012",-0.043544,0.114813,0.023087,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0013",-0.043524,0.115827,0.022481,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0014",-0.043406,0.11416,0.043017,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0015",-0.045474,0.115256,0.039654,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0016",-0.042922,0.111261,0.043168,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0017",-0.043338,0.096033,0.043622,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0018",-0.044657,0.101543,0.032428,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0019",-0.044087,0.115832,0.022642,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0020",-0.043847,0.115827,0.017904,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0021",-0.044548,0.09726,0.052512,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0022",-0.045322,0.117295,0.041397,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0023",-0.044253,0.115803,0.018771,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0024",-0.043685,0.115727,0.022244,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0025",-0.04319,0.117756,0.032787,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0026",-0.04022,0.089521,0.032279,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0027",-0.044469,0.103888,0.058782,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0028",-0.04441,0.110788,0.021978,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0029",-0.043011,0.10129,0.042948,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0030",-0.044502,0.098675,0.046492,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0031",-0.043303,0.112136,0.032132,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0032",-0.043996,0.11438,0.038073,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0033",-0.044026,0.10897,0.027966,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0034",-0.044392,0.115021,0.023871,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0035",-0.039948,0.104988,0.045961,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0036",-0.041974,0.097718,0.044208,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0037",-0.044353,0.115065,0.030711,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0038",-0.044452,0.109518,0.030281,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0039",-0.045064,0.115011,0.027717,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0040",-0.043881,0.115513,0.026584,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0041",-0.043532,0.115623,0.022442,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0042",-0.043536,0.115017,0.023126,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0043",-0.043404,0.108634,0.028984,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0044",-0.043406,0.114398,0.043811,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0045",-0.043762,0.115708,0.022277,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0046",-0.044776,0.115238,0.022263,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0047",-0.043719,0.111811,0.040124,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0048",-0.044677,0.114706,0.042698,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0049",-0.044443,0.105269,0.019593,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0050",-0.04444,0.109278,0.061636,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0051",-0.044577,0.1157,0.038023,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0052",-0.044421,0.115383,0.024112,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0053",-0.044396,0.115647,0.021552,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0054",-0.044395,0.115311,0.024019,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0055",-0.04445,0.106579,0.035903,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0056",-0.044433,0.107968,0.045326,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0057",-0.045055,0.115421,0.031886,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0058",-0.044829,0.115667,0.025833,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0059",-0.044407,0.11597,0.024997,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0060",-0.044406,0.115917,0.02129,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0061",-0.043285,0.110803,0.048052,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen29_0062",-0.043393,0.110517,0.041811,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0063",-0.044897,0.099699,0.04153,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen29_0064",-0.039504,0.107457,0.036685,1,1,1,1,1,1,1,1,1,1,1,1,0
