"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen27_0001",-0.044414,0.115703,0.018534,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen27_0002",-0.043081,0.083101,0.067471,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0003",-0.044403,0.116055,0.026516,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen27_0004",-0.043364,0.11592,0.018657,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0005",-0.04248,0.112897,0.053931,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0006",-0.045503,0.115792,0.056411,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0007",-0.0177,0.116735,0.056483,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0008",-0.008516,0.115901,0.059922,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0009",-0.043217,0.116181,0.059159,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0010",-0.042069,0.113564,0.062965,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0011",-0.046033,0.11422,0.041443,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0012",-0.047257,0.114871,0.045274,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0013",-0.043425,0.11227,0.06558,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0014",-0.043977,0.115682,0.033168,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0015",-0.042522,0.115766,0.044035,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0016",-0.043029,0.115927,0.036688,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0017",-0.044412,0.114413,0.055563,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen27_0018",-0.04206,0.115206,0.033918,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0019",-0.042238,0.114922,0.046732,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0020",-0.042353,0.114408,0.060268,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0021",-0.042559,0.108025,0.041863,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0022",-0.043044,0.090842,0.069643,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen27_0023",-0.046493,0.115773,0.02534,1,1,0,1,1,1,1,1,1,1,1,1,0
