"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen22_0001",-0.044067,0.121903,0.0238,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0002",-0.043325,0.121519,0.030687,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0003",-0.040495,0.11092,0.0829,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen22_0004",-0.038661,0.117237,0.078005,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0005",-0.05238,0.121218,0.076146,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0006",-0.039474,0.121144,0.078216,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0007",-0.049076,0.121573,0.078168,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0008",-0.047168,0.122131,0.076898,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0009",-0.046827,0.12063,0.080289,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0010",-0.040285,0.120565,0.08037,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0011",-0.04312,0.112961,0.077908,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0012",-0.046451,0.121168,0.080607,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0013",-0.03922,0.121446,0.080218,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0014",-0.040027,0.121173,0.082431,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0015",-0.046133,0.121796,0.08057,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0016",-0.048584,0.121987,0.080607,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0017",-0.044341,0.113971,0.082519,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0018",-0.044738,0.118936,0.080988,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen22_0019",-0.042819,0.120634,0.080293,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0020",-0.044293,0.120561,0.080366,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0021",-0.043868,0.121672,0.027004,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0022",-0.043524,0.12175,0.027483,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0023",-0.042399,0.120068,0.079381,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0024",-0.044846,0.119156,0.079231,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0025",-0.039499,0.121148,0.07848,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0026",-0.046426,0.121164,0.080343,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0027",-0.046213,0.120511,0.080456,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0028",-0.040523,0.121222,0.080521,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0029",-0.042574,0.112484,0.079175,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen22_0030",-0.041041,0.111397,0.081633,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0031",-0.047166,0.121323,0.078311,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0032",-0.046829,0.121438,0.078876,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0033",-0.04022,0.121301,0.078168,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0034",-0.04833,0.121416,0.078216,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0035",-0.04403,0.12145,0.080795,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0036",-0.045541,0.112679,0.07772,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0037",-0.039937,0.118743,0.024785,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0038",-0.042791,0.120397,0.07702,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0039",-0.048917,0.121595,0.080799,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0040",-0.046292,0.121774,0.077939,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0041",-0.041379,0.121238,0.044225,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0042",-0.041973,0.121454,0.068893,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0043",-0.038648,0.118998,0.078215,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0044",-0.039487,0.119383,0.078006,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0045",-0.046363,0.121187,0.080577,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0046",-0.046221,0.121777,0.0806,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0047",-0.047081,0.121985,0.078585,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0048",-0.046914,0.120776,0.078602,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0049",-0.047041,0.120591,0.078908,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0050",-0.046954,0.12217,0.078279,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0051",-0.046987,0.122021,0.080885,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0052",-0.046632,0.121278,0.07662,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0053",-0.042902,0.121388,0.077613,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0054",-0.04374,0.121887,0.077501,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0055",-0.044594,0.121097,0.054781,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0056",-0.045558,0.121052,0.056195,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0057",-0.049568,0.121278,0.078205,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0058",-0.038982,0.121439,0.078179,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0059",-0.046324,0.12189,0.025456,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0060",-0.043876,0.121809,0.078914,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0061",-0.046673,0.116239,0.082218,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen22_0062",-0.040273,0.115849,0.081289,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0063",-0.040741,0.120786,0.080006,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen22_0064",-0.042869,0.121298,0.031051,1,1,0,1,1,1,1,1,1,1,1,1,0
