"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen13_0001",-0.172309,0.128747,0.08166,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen13_0002",-0.164564,0.104586,0.082782,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen13_0003",-0.029124,0.128597,0.082802,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen13_0004",-0.005085,0.157689,0.07765,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen13_0005",-0.041507,0.152125,0.086422,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen13_0006",-0.05174,0.154393,0.084145,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen13_0007",-0.047574,0.119821,0.082871,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen13_0008",-0.010131,0.147552,0.081916,1,1,0,1,1,0,1,1,1,0,1,1,1
"gen13_0009",-0.029036,0.165126,0.078753,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen13_0010",-0.024439,0.154356,0.085784,1,1,0,1,1,1,1,1,1,0,1,0,0
"gen13_0011",-0.016942,0.160487,0.077554,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0012",-0.134177,0.147165,0.064911,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen13_0013",-0.151329,0.152248,0.082934,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen13_0014",-0.139136,0.151573,0.075909,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen13_0015",-0.022969,0.151035,0.081493,1,1,1,1,1,0,1,1,1,0,1,1,1
"gen13_0016",-0.079117,0.161398,0.083032,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen13_0017",-0.049279,0.147812,0.081968,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen13_0018",-0.112181,0.151988,0.082882,1,1,0,1,1,0,1,1,1,0,1,1,0
"gen13_0019",-0.019184,0.128753,0.082535,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen13_0020",-0.182249,0.128591,0.081927,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen13_0021",-0.160535,0.107677,0.082844,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen13_0022",-0.051603,0.11673,0.082809,0,1,0,1,1,0,1,1,1,1,1,1,1
"gen13_0023",-0.017213,0.15987,0.081607,1,1,0,1,1,1,1,1,1,0,0,1,0
"gen13_0024",-0.051469,0.15501,0.080092,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen13_0025",-0.121497,0.152697,0.083013,1,1,0,1,1,1,1,1,1,0,1,1,1
