"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen16_0001",-0.047818,0.120902,0.075582,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen16_0002",-0.047574,0.119821,0.082871,0,1,1,1,1,1,1,1,1,1,1,1,0
"gen16_0003",-0.041128,0.140045,0.086476,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen16_0004",-0.048126,0.14933,0.067979,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen16_0005",-0.045812,0.121902,0.08282,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen16_0006",-0.042591,0.122285,0.082783,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen16_0007",-0.046643,0.117518,0.082833,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen16_0008",-0.047686,0.118476,0.082871,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0009",-0.027389,0.128141,0.082819,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen16_0010",-0.029124,0.128597,0.082802,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen16_0011",-0.065015,0.126877,0.081986,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen16_0012",-0.047624,0.135579,0.082871,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen16_0013",-0.044159,0.120854,0.082861,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0014",-0.041625,0.152,0.083541,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen16_0015",-0.041507,0.152125,0.086422,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen16_0016",-0.043951,0.119961,0.082082,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen16_0017",-0.029761,0.121776,0.082799,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen16_0018",-0.043522,0.127675,0.082864,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen16_0019",-0.045058,0.120595,0.082851,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen16_0020",-0.028225,0.128856,0.082812,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen16_0021",-0.040411,0.119814,0.082339,0,1,0,1,1,0,1,1,1,1,1,1,1
