"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen19_0001",-0.05238,0.121218,0.076146,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen19_0002",-0.04584,0.122388,0.077655,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen19_0003",-0.044247,0.087502,0.08282,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen19_0004",-0.035587,0.121516,0.077309,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen19_0005",-0.043611,0.126911,0.07817,0,1,0,1,1,1,1,1,1,0,0,1,0
"gen19_0006",-0.04779,0.123685,0.082859,1,1,1,1,1,1,1,1,0,0,1,1,0
"gen19_0007",-0.046079,0.100394,0.08021,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen19_0008",-0.042638,0.12194,0.082814,1,0,1,1,1,1,1,1,1,1,1,1,0
"gen19_0009",-0.044176,0.129532,0.769516,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen19_0010",-0.030474,0.847293,0.60209,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen19_0011",-0.044927,0.118378,0.477641,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen19_0012",-0.056944,0.124231,0.081792,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen19_0013",-0.047156,0.119407,0.082822,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen19_0014",-0.031427,0.124442,0.082819,1,1,0,1,1,0,1,1,0,1,1,1,0
"gen19_0015",-0.047443,0.120075,0.082792,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen19_0016",-0.04558,0.120552,0.082856,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen19_0017",-0.051595,0.12047,0.081819,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen19_0018",-0.047941,0.120155,0.6799,1,1,0,1,1,1,1,1,1,1,1,1,0
