"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen11_0001",-0.120363,0.116343,0.074479,0,1,0,1,1,0,1,1,1,1,1,1,0
"gen11_0002",-0.164564,0.104586,0.082782,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen11_0003",0.007009,0.15305,0.076451,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen11_0004",-0.037024,0.14595,0.081883,1,1,1,1,1,0,1,1,1,0,1,1,0
"gen11_0005",-0.146172,0.125658,0.074516,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen11_0006",-0.145642,0.153729,0.086726,1,1,0,1,1,0,1,1,1,0,0,1,1
"gen11_0007",-0.171997,0.141331,0.090896,1,1,0,1,1,0,1,1,1,0,1,1,1
"gen11_0008",-0.213334,0.165212,0.07254,1,1,0,1,1,1,1,1,1,0,0,1,0
"gen11_0009",-0.247089,0.156994,0.087734,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0010",0.023011,0.164678,0.111456,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen11_0011",0.184833,0.235077,0.091975,1,0,1,1,1,0,1,1,1,0,1,0,0
"gen11_0012",-0.143868,0.152209,0.09049,1,1,0,1,1,1,1,1,0,1,1,1,1
"gen11_0013",0.045223,0.145394,0.082152,1,1,0,1,1,1,0,1,0,1,1,1,0
"gen11_0014",-0.003245,0.150745,0.088787,1,1,0,1,1,0,1,1,1,0,1,1,0
"gen11_0015",-0.206699,0.168965,0.090326,1,1,1,1,0,0,1,1,1,0,1,1,1
"gen11_0016",-0.027596,0.155086,0.11139,1,1,0,1,1,0,1,1,1,0,1,1,0
"gen11_0017",-0.140016,0.15007,0.105234,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0018",-0.00897,0.155939,0.097118,1,1,1,1,1,0,1,1,1,0,1,1,0
"gen11_0019",-0.022969,0.151035,0.081493,1,1,1,1,1,0,1,1,1,0,1,1,1
"gen11_0020",-0.220754,0.16388,0.090716,1,1,1,1,1,0,1,1,1,0,1,1,1
"gen11_0021",-0.127039,0.278438,0.079191,0,0,0,1,1,0,1,1,1,0,1,1,0
"gen11_0022",-0.165321,0.136815,0.086184,0,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0023",0.051389,0.145468,0.082119,1,1,0,0,1,1,1,1,1,1,1,1,0
"gen11_0024",-0.04319,0.145876,0.081916,1,1,1,0,1,0,1,1,0,0,1,1,1
"gen11_0025",-0.148902,0.166386,0.08864,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0026",-0.2083,0.151035,0.07439,1,1,0,1,1,0,1,1,1,0,1,1,0
"gen11_0027",-2.30951,0.168284,0.097054,1,1,1,1,1,0,1,1,1,0,1,1,1
"gen11_0028",0.043207,0.165359,0.104728,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen11_0029",-0.029036,0.165126,0.078753,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen11_0030",-0.161287,0.164764,0.105243,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen11_0031",0.0146,0.067897,0.505559,1,1,1,1,1,1,1,1,1,0,1,1,0
"gen11_0032",-0.204923,0.165027,0.110938,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen11_0033",0.052994,0.162228,0.081829,1,1,0,1,1,1,1,1,0,0,1,1,1
"gen11_0034",-0.221105,0.148378,0.072863,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen11_0035",0.017732,0.14596,0.082125,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen11_0036",-0.009533,0.145384,0.08191,1,1,1,1,1,0,1,1,0,1,0,1,1
"gen11_0037",-0.05172,0.17478,0.091926,1,0,1,1,1,1,1,1,1,1,1,1,1
"gen11_0038",0.092685,0.202831,0.090539,1,1,0,1,1,0,0,1,1,0,1,0,0
"gen11_0039",-0.138582,0.154154,0.04673,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen11_0040",-0.254149,0.156569,0.08705,0,1,0,1,1,1,1,0,0,0,1,1,0
"gen11_0041",-0.046498,0.151197,0.333249,1,0,0,1,1,1,1,1,1,1,1,1,1
"gen11_0042",-0.134394,0.146962,0.089702,1,1,1,1,1,0,1,1,1,0,1,1,0
"gen11_0043",-0.119144,0.149243,0.083828,0,1,1,1,1,1,1,1,1,1,1,1,1
"gen11_0044",-0.145087,0.119309,0.081141,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0045",0.011149,0.885557,0.972569,1,1,0,1,1,0,1,1,1,0,1,1,0
"gen11_0046",-0.186391,0.146356,0.088838,1,1,0,1,1,0,1,1,1,0,1,1,1
"gen11_0047",-0.14531,0.863769,0.074827,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0048",-0.14473,0.133117,0.090179,1,1,0,0,1,1,1,1,1,0,1,1,1
"gen11_0049",-0.034893,0.150354,0.68063,1,1,0,1,1,0,1,1,1,0,1,1,1
"gen11_0050",-0.005376,0.146341,0.083234,1,1,1,1,1,0,1,0,1,0,1,1,0
"gen11_0051",-0.242382,0.169068,0.091569,1,1,1,1,1,0,1,1,1,0,1,0,1
"gen11_0052",0.220516,0.225299,0.090732,1,0,0,1,1,0,1,1,1,0,1,1,0
"gen11_0053",-0.122539,0.1613,0.083982,1,1,0,1,1,0,1,1,1,0,1,1,1
"gen11_0054",-0.077151,0.160715,0.082795,1,1,1,1,1,1,1,0,1,1,1,1,0
"gen11_0055",-0.138908,0.158756,0.087419,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen11_0056",-0.218294,0.158665,0.075611,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen11_0057",-0.025319,0.131736,0.097584,1,0,0,1,1,0,1,1,1,0,1,1,0
"gen11_0058",-0.12264,0.139693,0.068246,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen11_0059",-0.225666,0.16082,0.097181,1,1,1,1,1,1,1,1,1,1,0,1,0
"gen11_0060",0.001588,0.160852,0.102009,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen11_0061",-0.155902,0.126355,0.079711,1,1,1,1,1,0,1,1,1,0,1,1,0
"gen11_0062",-0.162267,0.886071,0.085701,1,1,0,1,1,1,0,1,1,0,1,1,1
"gen11_0063",-0.128253,0.138278,0.085792,0,1,0,1,1,0,1,1,1,0,1,1,0
"gen11_0064",-0.137752,0.131794,0.075413,1,1,1,0,1,1,1,1,1,1,1,1,1
