"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen19_0025",0.361783,0.082544,0.080756,0,0,1,1,1,1,1,1,1,1,0,1,0,0.0520053349106505,0.144707365192399,0.0495892424807272,9
"gen19_0002",0.342411,0.119051,0.041208,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0522116039773714,0.173584789162707,0.0515311376994274,8
"gen19_0004",0.373397,0.119155,0.042357,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523017759912986,0.158749875609848,0.0510673454052074,8
"gen19_0054",0.372661,0.118289,0.04189,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523020619348598,0.155038271882705,0.0510281406779104,8
"gen19_0062",0.371857,0.119528,0.042148,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523029109599522,0.156660876262642,0.051088976484772,8
"gen19_0059",0.363946,0.118396,0.042381,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523039081084563,0.154787204176963,0.0510317610411258,8
"gen19_0048",0.369452,0.119746,0.042123,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523040770164272,0.16206184232582,0.0510718070858462,8
"gen19_0006",0.364099,0.118424,0.042346,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523050654121482,0.159205573828588,0.0510158351629605,8
"gen19_0045",0.363145,0.11923,0.042258,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523073088338111,0.156898916463717,0.0510438454100149,8
"gen19_0035",0.373924,0.118847,0.043708,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523083442093712,0.15869700711576,0.0510989536332908,8
"gen19_0039",0.352395,0.119586,0.042011,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523090354845876,0.160720004607484,0.0510381696181552,8
"gen19_0044",0.358263,0.119817,0.041865,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523092456814028,0.161331942924506,0.0510428267551139,8
"gen19_0008",0.357385,0.11812,0.041801,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523094980143968,0.15071354797622,0.0509933399357073,8
"gen19_0029",0.352856,0.118776,0.04205,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523100158386104,0.160092967760052,0.0510140323346151,8
"gen19_0017",0.365222,0.119679,0.042715,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523103250347433,0.165356553612048,0.0510809797661065,8
"gen19_0057",0.364883,0.118348,0.043137,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523105915585752,0.150797528035906,0.0510585066605586,8
"gen19_0030",0.353004,0.118138,0.041898,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523116426604544,0.151836290087205,0.0509886207467058,8
"gen19_0041",0.351885,0.11974,0.042153,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523120314685838,0.15673402717685,0.0510318142223795,8
"gen19_0011",0.351648,0.118766,0.04215,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0523121698470432,0.145051902846669,0.051010896346905,8
