"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen11_0001",0.441859,0.092669,0.043288,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0002",0.479985,0.119629,0.034616,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0003",0.22032,0.121182,0.049357,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0004",0.191987,0.119979,0.036542,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0005",0.395275,0.137048,0.030564,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0006",0.412575,0.133419,0.030814,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0007",0.442633,0.131707,0.031219,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0008",0.27005,0.124521,0.077084,1,0,0,1,1,0,1,1,1,0,0,1,0
"gen11_0009",0.513878,0.12812,0.037386,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0010",0.450348,0.14041,0.02284,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0011",0.208719,0.122048,0.071615,1,0,0,1,1,0,1,1,1,0,0,1,0
"gen11_0012",0.50916,0.130941,0.037802,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0013",0.324149,0.121568,0.052816,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0014",0.65691,0.121867,0.033425,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0015",0.595429,0.121703,0.047893,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0016",0.275663,0.121284,0.02917,0,1,0,1,1,0,1,1,1,0,0,1,0
"gen11_0017",0.448122,0.137567,0.027706,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0018",0.482211,0.122472,0.02975,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0019",0.424349,0.127426,0.047374,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0020",0.40896,0.125083,0.043244,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0021",0.361705,0.127344,0.030057,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0022",0.357719,0.131272,0.053323,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0023",0.468468,0.124018,0.067324,0,0,0,1,1,0,1,1,1,0,0,1,0
"gen11_0024",0.254129,0.12615,0.041677,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0025",0.413324,0.129709,0.035861,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0026",0.513129,0.13183,0.032339,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0027",0.24696,0.126771,0.043797,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0028",0.487238,0.122531,0.042946,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0029",0.369838,0.133016,0.045139,1,0,0,1,1,1,1,1,1,0,0,1,0
"gen11_0030",0.312787,0.124924,0.062759,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0031",0.243832,0.121378,0.045997,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0032",0.272304,0.120169,0.043361,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0033",0.46564,0.133473,0.031253,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0034",0.438795,0.134516,0.037113,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0035",0.334603,0.12623,0.036638,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0036",0.269959,0.127168,0.030718,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0037",0.385113,0.118924,0.034514,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0038",0.249507,0.132762,0.033247,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0039",0.503739,0.129239,0.037943,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0040",0.485406,0.121331,0.034475,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0041",0.416789,0.117906,0.032238,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0042",0.458471,0.138771,0.032942,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0043",0.614451,0.121194,0.033554,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0044",0.522444,0.120302,0.034487,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0045",0.622502,0.131099,0.03649,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0046",0.543568,0.121709,0.034737,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0047",0.267892,0.119313,0.046153,0,0,0,1,1,0,1,1,1,0,0,1,0
"gen11_0048",0.482143,0.124837,0.065547,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0049",0.336356,0.125947,0.045899,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0050",0.501671,0.123741,0.044303,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0051",0.205833,0.13416,0.029507,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0052",0.409762,0.12407,0.050414,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0053",0.473623,0.121826,0.032394,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen11_0054",0.507436,0.121609,0.053847,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen11_0055",0.438908,0.126239,0.031126,0,0,1,1,1,1,1,1,1,0,0,1,0
