"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen5_0001",0.353547,0.10179,0.138543,0,0,1,1,1,0,1,1,0,0,0,1,1
"gen5_0002",0.7401,0.299098,0.124128,0,0,1,0,1,1,1,1,1,0,0,1,0
"gen5_0003",0.175916,0.146294,0.027258,0,1,1,1,0,1,1,1,0,0,0,1,1
"gen5_0004",0.566318,0.01855,0.115783,0,1,1,1,1,1,1,1,0,0,1,1,1
"gen5_0005",0.336248,0.149878,0.098343,1,1,1,0,1,1,0,1,1,0,1,1,0
"gen5_0006",-0.437753,0.12771,0.055982,1,1,1,1,0,0,1,1,0,0,0,1,0
"gen5_0007",-0.109061,0.118547,0.050355,1,0,0,0,1,0,1,1,0,0,0,0,1
"gen5_0008",0.921536,0.085275,0.162538,0,0,1,1,0,1,1,1,1,0,0,1,0
"gen5_0009",-0.217843,0.82777,0.110982,1,1,1,0,1,1,1,1,0,0,0,1,1
"gen5_0010",0.07989,0.086472,0.144575,1,0,1,1,0,1,1,1,1,0,1,0,0
"gen5_0011",-0.323084,0.318986,0.014697,1,0,0,1,1,0,1,1,0,0,0,0,1
"gen5_0012",0.274415,0.096228,0.224577,1,0,1,1,1,0,1,1,0,0,0,1,1
"gen5_0013",0.072558,0.678929,0.158821,0,0,0,0,1,0,1,1,0,0,1,1,1
"gen5_0014",0.170957,0.13999,0.156669,0,1,1,0,1,0,1,1,0,0,0,0,0
"gen5_0015",-0.66325,0.102141,0.014207,1,0,0,1,1,0,1,1,0,0,0,0,0
"gen5_0016",0.116436,0.144116,0.465891,0,1,1,0,0,0,1,1,0,0,0,1,0
"gen5_0017",0.027504,0.12883,0.081755,1,1,1,0,1,1,1,1,0,0,0,0,1
"gen5_0018",0.199683,0.139595,0.066943,1,0,0,0,1,0,1,1,1,0,1,1,0
"gen5_0019",0.167171,0.096899,0.146042,0,0,1,0,1,0,1,1,0,0,1,1,1
"gen5_0020",0.258934,0.100008,0.151322,0,0,0,1,1,0,1,1,0,0,0,1,1
"gen5_0021",-0.167501,0.261521,0.094781,0,0,0,1,1,1,1,1,0,0,1,0,0
"gen5_0022",-0.075693,0.143937,0.064491,1,0,1,1,0,0,1,1,1,0,0,0,1
"gen5_0023",1.300486,0.141624,0.126122,0,1,1,0,1,1,1,1,0,0,0,0,1
"gen5_0024",0.16417,0.142482,0.122677,0,1,1,0,0,0,1,1,0,0,0,0,0
"gen5_0025",0.48857,0.148939,0.011959,1,0,0,1,1,0,1,1,1,0,1,0,1
"gen5_0026",-0.245336,0.188597,0.118521,0,1,1,1,1,0,1,0,0,0,0,1,1
"gen5_0027",0.211551,0.085857,0.350959,0,1,1,1,1,0,1,1,0,0,1,0,1
"gen5_0028",0.471203,0.076809,0.108568,0,1,0,0,0,0,1,1,0,0,0,1,0
"gen5_0029",0.362861,0.088566,0.15942,1,0,0,0,1,0,1,1,1,0,0,1,0
"gen5_0030",0.631233,0.091826,0.460527,0,0,1,1,0,1,1,1,0,0,1,1,1
"gen5_0031",0.768904,0.085667,0.144795,1,0,1,1,0,1,1,1,1,0,1,1,0
"gen5_0032",0.978253,0.08608,0.162318,1,1,1,1,0,1,0,1,0,0,0,0,0
"gen5_0033",0.678547,0.098625,0.095825,0,1,1,0,0,0,1,0,0,0,0,1,0
"gen5_0034",0.177989,0.146958,0.120433,0,1,1,0,1,1,1,1,1,0,0,0,0
