"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen10_0001",0.318227,0.261621,0.021586,0,1,0,1,1,0,1,1,1,0,1,1,1
"gen10_0002",0.434144,0.083966,0.051667,0,0,1,1,1,1,0,1,1,0,0,0,0
"gen10_0003",0.448402,0.1212,0.055424,0,1,1,1,1,1,1,1,1,0,0,1,0
"gen10_0004",0.450348,0.14041,0.02284,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen10_0005",0.408698,0.901502,0.02397,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen10_0006",0.186235,0.119942,0.082718,0,0,1,1,1,0,1,1,1,0,0,0,0
"gen10_0007",0.50916,0.130941,0.037802,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0008",0.288674,0.347824,0.054186,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen10_0009",0.313737,0.132684,0.018894,1,1,1,1,1,0,1,1,1,0,0,1,0
"gen10_0010",0.254887,0.134386,0.798493,1,0,0,0,1,0,1,1,1,0,0,1,0
"gen10_0011",0.602649,0.122289,0.37121,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0012",0.424372,0.140827,0.031931,1,0,1,1,1,1,0,1,1,0,0,1,0
"gen10_0013",0.276263,0.12432,0.051073,1,0,0,1,1,1,1,1,0,0,0,0,0
"gen10_0014",0.214471,0.122085,0.025439,0,0,0,1,1,0,1,1,1,0,0,1,0
"gen10_0015",0.19,0.120628,0.093818,1,1,0,1,0,0,1,1,1,0,0,1,0
"gen10_0016",0.65341,0.121781,0.048272,0,0,1,1,0,1,1,1,1,0,0,1,0
"gen10_0017",0.400516,0.123952,0.053681,0,0,1,1,1,1,1,1,1,0,1,1,0
"gen10_0018",0.324149,0.121568,0.052816,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0019",0.240846,0.105277,0.072216,0,0,0,1,1,0,1,1,1,1,0,1,0
"gen10_0020",0.237828,0.12028,0.075788,1,1,1,1,1,0,1,0,1,0,0,1,0
"gen10_0021",0.318827,0.123621,0.055049,1,0,0,1,1,1,1,1,1,0,1,1,1
"gen10_0022",0.275663,0.121284,0.02917,0,1,0,1,1,0,1,1,1,0,0,1,0
"gen10_0023",0.395275,0.137048,0.030564,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen10_0024",-3.750894,0.136463,0.020261,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0025",0.442553,0.122103,0.031506,0,0,0,1,1,1,1,1,1,1,0,1,0
"gen10_0026",0.22032,0.121182,0.049357,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen10_0027",0.513878,0.12812,0.037386,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0028",0.597931,0.98712,0.037609,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0029",0.311011,0.136744,0.046594,0,0,0,1,1,0,1,1,1,0,1,0,0
"gen10_0030",0.4156,0.127986,0.027319,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen10_0031",0.20348,0.119894,0.075812,1,0,1,0,1,0,1,1,1,1,0,1,0
"gen10_0032",-1.880859,0.122133,0.032345,0,0,0,1,1,0,1,1,1,0,0,1,0
"gen10_0033",0.432619,0.140502,0.030155,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0034",0.440155,0.121525,0.0572,0,0,1,1,0,1,1,0,1,0,0,0,0
"gen10_0035",0.265002,0.12111,0.079933,1,1,1,1,1,0,1,1,1,0,0,1,0
"gen10_0036",0.3734,0.120718,0.069309,1,0,0,1,1,1,1,0,1,0,0,1,0
"gen10_0037",0.506383,0.225755,0.055803,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0038",0.595429,0.121703,0.047893,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0039",-2.30365,0.121742,0.853707,0,1,1,1,1,1,1,1,1,0,0,1,0
