"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen0_001",1.168472,0.924145,0.857555,0,0,1,0,0,0,1,1,1,0,1,1,0
"gen0_002",-0.104595,0.131239,0.697683,1,1,1,0,1,1,1,1,0,0,1,1,1
"gen0_003",0.015542,0.966743,0.392929,1,1,0,0,0,0,0,0,1,1,0,0,0
"gen0_004",-1.244918,0.255849,0.724996,1,1,0,0,0,0,1,1,0,0,1,0,0
"gen0_005",-3.703052,0.372199,0.877315,1,0,0,1,1,1,1,1,1,0,0,1,0
"gen0_006",-3.824373,0.816942,0.159394,1,1,0,1,1,0,1,1,1,0,1,1,0
"gen0_007",-3.580842,0.493784,0.058057,0,1,0,0,0,1,1,1,1,0,0,0,0
"gen0_008",-2.515956,0.159065,0.754015,1,1,0,0,0,0,1,0,0,1,0,0,1
"gen0_009",-0.347374,0.556217,0.494326,0,0,0,0,0,1,0,0,0,1,0,1,0
"gen0_010",-1.324984,0.506022,0.973015,1,1,1,1,0,1,1,1,1,1,1,1,0
"gen0_011",-0.433035,0.640349,0.234497,0,0,1,0,1,0,1,1,0,1,0,0,1
"gen0_012",0.939631,0.054751,0.463722,1,0,1,0,0,1,1,0,0,1,0,1,0
"gen0_013",-2.386129,0.656281,0.861564,1,0,0,1,0,1,0,0,1,1,0,0,1
"gen0_014",-2.882593,0.792582,0.082935,1,0,1,1,1,1,0,0,1,0,0,1,0
"gen0_015",-3.43226,0.072973,0.81967,0,1,1,0,0,0,1,1,0,1,0,1,0
"gen0_016",0.623303,0.044688,0.801045,0,1,1,0,0,1,0,0,1,0,0,0,0
"gen0_017",1.092657,0.534039,0.910308,0,0,1,1,1,1,1,0,1,1,0,1,0
"gen0_018",-3.213288,0.247889,0.953149,0,0,0,1,0,0,1,0,0,0,1,0,1
"gen0_019",-3.9173,0.390753,0.640644,0,1,0,1,0,1,0,0,0,0,1,1,1
"gen0_020",-1.905186,0.470572,0.590701,1,0,1,1,0,0,0,1,1,0,1,0,0
"gen0_021",0.769242,0.776744,0.213879,1,0,0,1,1,0,1,1,0,0,0,1,1
"gen0_022",0.21338,0.294783,0.002022,1,1,0,1,1,0,1,1,0,0,1,1,1
"gen0_023",-2.612402,0.842301,0.294059,0,1,1,0,1,1,0,1,0,1,1,1,0
"gen0_024",-3.371216,0.01361,0.613489,0,0,1,1,1,0,0,0,1,1,0,1,1
"gen0_025",-1.065913,0.895576,0.112779,0,1,1,1,0,1,0,0,1,0,0,0,1
"gen0_026",-2.246493,0.943094,0.155427,1,1,0,0,0,1,1,1,0,1,0,1,1
"gen0_027",-3.01682,0.801907,0.514611,1,1,0,0,0,0,0,1,1,0,1,0,1
"gen0_028",-0.302968,0.32987,0.019006,1,1,0,0,1,1,1,0,1,1,0,1,0
"gen0_029",0.532969,0.43797,0.599311,0,0,0,1,1,1,0,0,0,0,1,0,1
"gen0_030",-0.601308,0.974412,0.548211,0,0,1,0,0,1,0,0,1,0,1,1,1
"gen0_031",-2.176788,0.149582,0.198029,0,1,1,0,1,0,0,1,1,1,1,1,0
"gen0_032",-3.100547,0.917174,0.631427,0,1,0,1,1,0,0,0,1,1,0,1,1
"gen0_033",1.413054,0.702779,0.375166,1,1,0,1,1,1,0,1,0,0,1,1,0
"gen0_034",-2.323688,0.219699,0.321647,1,0,0,0,0,1,0,1,0,0,1,0,0
"gen0_035",0.816763,0.618993,0.273117,0,1,0,0,1,0,0,0,1,0,0,0,1
"gen0_036",-0.142399,0.375061,0.749899,0,1,0,1,1,1,1,0,1,1,0,1,1
"gen0_037",-1.084375,0.994346,0.989884,0,1,0,1,1,0,0,1,0,0,1,0,0
"gen0_038",-2.008925,0.573779,0.577696,1,1,1,1,1,0,1,0,0,1,0,0,0
"gen0_039",-1.484697,0.857342,0.429301,1,0,1,0,1,1,1,0,0,1,1,1,0
"gen0_040",-0.500024,0.678473,0.262908,0,0,0,1,1,0,0,0,1,1,1,0,1
"gen0_041",-0.855204,0.18375,0.540781,0,1,1,1,1,1,0,1,0,1,0,0,1
"gen0_042",-3.275519,0.421338,0.44794,0,0,1,1,0,0,0,1,0,0,0,0,0
"gen0_043",0.105055,0.317572,0.421236,1,1,0,1,0,1,0,1,1,1,1,0,1
"gen0_044",-0.924808,0.426235,0.343199,0,0,0,0,0,0,1,1,1,0,0,1,0
"gen0_045",-2.667982,0.739387,0.302308,1,0,1,0,0,1,1,0,0,0,1,1,1
"gen0_046",-1.7124,0.113951,0.360198,0,0,0,1,1,0,0,1,0,1,1,1,0
"gen0_047",0.428875,0.716115,0.782891,1,0,1,1,0,0,0,0,0,0,1,1,1
"gen0_048",-1.665752,0.457383,0.073374,1,0,1,0,1,1,1,1,1,1,0,0,1
"gen0_049",0.68634,0.879152,0.674087,0,0,1,1,0,0,1,1,0,1,0,1,1
"gen0_050",1.047038,0.579545,0.043299,1,0,1,0,1,0,1,0,1,1,0,1,1
"gen0_051",-1.8107,0.022132,0.185383,0,0,0,1,0,0,1,1,1,1,1,0,1
"gen0_052",-3.852428,0.277381,0.47442,1,1,1,1,0,0,0,0,0,1,1,0,1
"gen0_053",-2.9338,0.527365,0.704073,1,0,1,0,1,1,1,0,0,0,0,0,1
"gen0_054",-1.340646,0.652555,0.103838,0,1,1,1,0,0,0,0,0,0,1,0,0
"gen0_055",-1.592889,0.72091,0.129437,0,1,0,0,0,0,1,0,0,1,1,1,0
"gen0_056",0.351757,0.200547,0.66092,0,0,0,0,0,1,1,1,0,0,0,1,0
"gen0_057",-0.732961,0.079522,0.525016,1,1,1,1,1,0,0,0,1,0,0,0,0
"gen0_058",1.244159,0.757131,0.84283,0,1,1,0,0,1,1,0,0,0,1,0,1
"gen0_059",-3.532088,0.309223,0.769005,1,1,1,0,1,1,0,1,1,0,1,0,1
"gen0_060",-0.817752,0.207632,0.896595,1,0,0,0,0,0,1,1,1,1,0,0,1
"gen0_061",-2.084761,0.872897,0.932225,0,0,1,1,1,1,1,0,1,1,1,0,0
"gen0_062",0.181189,0.604536,0.94784,1,0,0,0,1,0,0,1,1,0,0,1,0
"gen0_063",1.465468,0.101394,0.344033,0,1,1,0,1,1,0,0,0,1,1,0,0
"gen0_064",-2.759847,0.345601,0.230615,1,0,0,1,1,1,0,1,1,1,1,0,1
