"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen2_0001",-0.025693,0.146889,0.098748,0,1,1,0,0,1,1,1,0,0,0,0,1
"gen2_0002",0.917223,0.04314,0.273056,0,0,1,0,0,1,1,1,0,0,1,1,1
"gen2_0003",0.21338,0.294783,0.002022,1,1,0,1,1,1,1,1,0,0,1,1,1
"gen2_0004",-0.303239,0.590197,0.233426,0,0,0,1,0,0,1,1,0,1,0,0,1
"gen2_0005",-0.432202,0.678434,0.2204,0,0,0,1,1,0,1,1,1,0,0,0,0
"gen2_0006",0.776994,0.540688,0.202727,0,1,0,0,0,0,1,1,0,0,0,1,1
"gen2_0007",-1.015462,0.114319,0.26597,0,0,1,1,1,1,1,1,0,0,0,1,0
"gen2_0008",0.736164,0.568694,0.404105,0,0,1,1,0,0,1,1,0,1,0,1,1
"gen2_0009",-0.302968,0.32987,0.019006,1,1,0,1,1,1,1,0,1,1,0,1,0
"gen2_0010",-0.433035,0.640349,0.234497,0,0,1,0,1,0,1,1,0,1,0,0,1
"gen2_0011",0.769242,0.776744,0.213879,1,0,0,1,1,0,1,1,0,0,0,1,1
"gen2_0012",-1.51951,0.097928,0.998642,0,0,0,1,0,1,1,1,0,0,1,0,1
"gen2_0013",0.811127,0.672988,0.34293,1,1,0,1,1,1,1,1,0,0,0,1,1
"gen2_0014",0.276636,0.524545,0.336678,1,0,0,1,1,1,1,1,0,0,0,1,1
"gen2_0015",-1.013116,0.390579,0.241207,1,0,0,0,0,0,1,1,1,0,1,1,0
"gen2_0016",-0.384,0.550115,0.194405,1,1,0,0,1,1,1,1,1,1,0,1,0
"gen2_0017",0.213001,0.705885,0.214555,0,0,0,1,0,0,1,1,0,0,0,1,1
"gen2_0018",0.124039,0.749293,0.219724,1,0,0,1,1,0,1,1,1,1,0,1,0
"gen2_0019",0.835072,0.088358,0.262818,0,0,1,0,1,0,1,1,0,0,0,1,1
"gen2_0020",-1.081292,0.802705,0.217031,1,0,0,1,1,0,1,1,1,0,0,1,0
"gen2_0021",-0.66325,0.102141,0.014207,1,0,1,1,1,0,1,1,0,0,0,1,1
"gen2_0022",-0.138832,0.306961,0.253785,0,0,0,0,1,1,1,1,1,0,1,1,0
"gen2_0023",0.458838,0.789021,0.31205,1,0,0,1,1,1,1,1,0,1,0,1,1
"gen2_0024",0.58704,0.512268,0.238507,1,0,1,1,1,0,1,1,0,0,0,1,1
"gen2_0025",-0.123031,0.276022,0.251309,0,0,1,0,0,0,1,1,1,0,0,1,1
"gen2_0026",-0.915778,0.261446,0.088646,1,1,1,0,0,0,1,1,0,0,0,1,0
"gen2_0027",-0.325238,0.16318,0.166221,0,0,1,1,0,1,1,1,1,0,0,1,1
"gen2_0028",0.981769,0.573906,0.165953,0,1,0,0,0,0,1,1,0,1,0,0,1
"gen2_0029",0.779201,0.547732,0.08787,1,0,0,1,1,1,0,1,0,0,0,1,1
