"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen13_0001",0.433682,0.116611,0.040953,0,0,1,1,1,1,1,1,1,0,1,1,0
"gen13_0002",0.445612,0.117259,0.040481,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0003",0.441859,0.092669,0.043288,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0004",0.32645,0.119898,0.044943,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0005",0.362114,0.119822,0.036742,0,0,1,1,0,1,1,1,1,0,0,1,1
"gen13_0006",0.320742,0.119025,0.036526,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0007",0.442361,0.117839,0.037152,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0008",0.336356,0.125947,0.045899,0,0,1,1,1,1,1,1,0,0,0,1,0
"gen13_0009",0.442614,0.117558,0.033914,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0010",0.479985,0.119629,0.034616,0,0,1,1,1,1,0,1,1,0,0,1,0
"gen13_0011",0.442582,0.636777,0.033773,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0012",0.274881,0.125688,0.039277,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0013",0.243832,0.121378,0.045997,1,0,1,1,1,0,1,1,1,1,0,1,0
"gen13_0014",0.389462,0.126493,0.043748,0,1,1,1,1,0,1,1,1,0,0,1,0
"gen13_0015",0.407944,0.120694,0.043377,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0016",0.349729,0.126895,0.029292,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0017",0.428669,0.126141,0.041234,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0018",0.394475,0.116963,0.043467,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0019",0.439547,0.120836,0.044498,0,1,1,1,1,1,1,1,1,0,0,1,0
"gen13_0020",0.330491,0.121722,0.042354,0,0,1,1,1,1,1,1,0,0,0,1,0
"gen13_0021",0.441514,0.006739,0.036412,0,0,1,0,1,1,1,1,1,0,0,1,0
"gen13_0022",0.480832,0.118827,0.035356,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0023",0.426712,0.116682,0.045167,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0024",0.33342,0.119827,0.040729,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0025",0.349477,0.122412,0.041621,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0026",0.432491,0.120794,0.044759,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0027",-2.902025,0.119669,0.036406,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0028",0.459627,0.117799,0.035362,0,0,1,0,1,1,1,1,1,0,1,1,1
"gen13_0029",0.409487,0.120495,0.044182,0,0,1,1,1,0,1,1,1,0,0,1,1
"gen13_0030",0.324907,0.120097,0.044138,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0031",0.437386,0.767142,0.597435,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0032",0.438657,0.117552,0.039082,0,0,0,1,1,1,1,1,1,0,1,1,0
"gen13_0033",0.313054,0.120624,0.045016,0,0,1,1,1,0,0,1,1,0,0,1,0
"gen13_0034",0.257228,0.120652,0.25303,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0035",0.339632,0.125968,0.045615,0,1,1,1,1,0,1,1,1,0,0,1,1
"gen13_0036",0.271605,0.125667,0.039561,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0037",0.438228,0.119566,0.041283,0,0,1,1,1,0,1,1,0,0,0,1,0
"gen13_0038",0.449701,0.120757,0.66077,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0039",0.375274,0.121578,0.035625,0,0,1,1,1,1,1,1,1,0,0,0,0
"gen13_0040",0.441067,0.123998,0.04489,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0041",0.339359,0.122639,0.833621,0,0,1,1,0,1,1,1,1,0,0,1,0
"gen13_0042",0.476982,0.122937,0.043352,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0043",0.252556,0.125909,0.045937,0,0,0,1,1,1,1,1,1,0,0,1,0
"gen13_0044",0.327632,0.121416,0.04673,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0045",0.268338,0.14368,0.046086,0,0,1,1,1,1,1,0,1,0,0,1,0
"gen13_0046",0.301944,0.368974,0.044854,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0047",0.404707,0.122338,0.034076,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0048",0.312756,0.1251,0.038974,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0049",0.419267,0.118952,0.033803,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0050",0.344089,0.117631,0.036637,0,0,0,1,1,1,1,1,1,0,0,1,0
"gen13_0051",0.278222,0.123036,0.042738,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0052",0.323109,0.12255,0.041482,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0053",0.376483,0.118078,0.040312,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0054",0.33208,0.124221,0.039918,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0055",0.411999,0.122146,0.041174,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0056",0.419824,0.122186,0.039726,0,0,0,1,1,1,1,1,1,0,0,1,0
"gen13_0057",0.272786,0.12195,0.517181,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen13_0058",0.364209,0.12356,0.036652,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0059",0.391868,0.124821,0.044406,0,0,0,1,0,1,0,1,1,0,0,1,0
"gen13_0060",0.324044,0.12157,0.044285,0,0,0,1,1,0,1,1,1,0,0,1,0
"gen13_0061",0.421627,0.121616,0.034666,0,0,1,1,1,1,1,1,1,0,0,1,1
"gen13_0062",0.428899,0.120828,0.042484,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen13_0063",0.413294,0.112308,0.043358,0,0,1,1,1,1,1,1,1,1,0,1,1
"gen13_0064",0.436509,0.101055,0.043307,0,0,1,1,1,0,1,1,1,0,0,0,0
