"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen6_0001",0.48857,0.148939,0.011959,1,0,0,0,1,0,1,1,1,0,1,0,1
"gen6_0002",0.228358,0.094871,0.109994,1,1,1,1,1,1,1,1,1,0,1,1,1
"gen6_0003",0.656726,0.111443,0.104242,0,1,1,1,1,1,1,1,0,0,0,1,0
"gen6_0004",-0.075693,0.143937,0.064491,1,0,1,1,1,0,1,0,1,0,0,0,1
"gen6_0005",0.353547,0.10179,0.138543,0,0,1,1,1,0,1,1,0,0,0,1,1
"gen6_0006",0.177989,0.146958,0.120433,1,1,1,0,1,1,1,1,1,0,0,0,0
"gen6_0007",0.763334,0.088085,0.139959,0,1,1,0,1,1,1,0,1,1,1,1,0
"gen6_0008",0.199683,0.139595,0.066943,1,0,0,0,1,0,1,1,1,0,1,1,0
"gen6_0009",0.078786,0.540799,0.021308,0,1,1,1,1,0,1,1,0,0,1,0,0
"gen6_0010",-0.220309,0.122762,0.025702,1,1,0,0,1,0,1,1,0,0,1,1,1
"gen6_0011",0.206541,0.129463,0.011427,0,0,1,1,0,1,1,1,0,0,0,1,1
"gen6_0012",-0.170522,0.049025,0.02418,1,0,0,1,1,0,1,1,0,0,1,1,0
"gen6_0013",0.175916,0.189786,0.027258,0,1,1,1,0,1,1,1,0,0,0,1,1
"gen6_0014",0.167171,0.096899,0.146042,0,0,1,0,1,0,1,1,0,0,1,1,1
"gen6_0015",0.185315,0.561048,0.097715,0,1,1,1,0,1,1,1,0,1,0,0,0
"gen6_0016",0.768904,0.085667,0.144795,1,0,1,1,0,1,1,1,1,0,1,1,0
"gen6_0017",0.227471,0.101928,0.13486,0,0,1,0,1,1,1,1,1,0,0,1,1
"gen6_0018",0.304065,0.14682,0.923361,0,1,1,1,1,0,1,1,0,0,1,0,0
"gen6_0019",0.21869,0.101698,0.14146,0,0,1,0,1,0,1,1,0,0,0,0,1
"gen6_0020",0.302028,0.096991,0.143125,0,0,1,1,1,0,1,1,0,0,1,1,1
"gen6_0021",0.165447,0.080953,0.115991,0,1,1,1,1,1,1,1,0,0,0,0,0
"gen6_0022",0.669268,0.115466,0.108684,0,1,1,0,1,1,1,1,1,0,0,1,0
"gen6_0023",0.480936,0.148021,0.048702,1,1,0,1,1,1,1,1,1,0,0,1,1
"gen6_0024",0.192949,0.110766,0.060972,0,0,1,1,0,0,1,1,0,0,1,0,1
"gen6_0025",-3.033263,0.123758,0.134844,1,0,1,1,0,1,1,1,0,0,1,1,0
"gen6_0026",0.548892,0.108203,0.037209,0,1,1,1,0,1,1,1,1,0,0,1,1
"gen6_0027",0.574371,0.104883,0.147274,0,1,1,1,1,0,1,1,0,0,1,1,1
"gen6_0028",0.249526,0.103459,0.10301,0,0,1,0,1,1,1,1,0,0,0,1,0
"gen6_0029",0.065865,0.070064,0.065038,1,0,0,1,0,1,1,1,1,0,1,1,0
"gen6_0030",-2.33538,0.957743,0.012492,1,0,0,1,1,0,1,1,0,0,1,1,0
"gen6_0031",-0.105506,0.044183,0.023123,0,0,1,1,1,0,1,1,0,0,0,1,0
"gen6_0032",0.01377,0.147081,0.022365,1,1,0,1,1,0,1,1,0,0,1,0,0
"gen6_0033",0.167454,0.113019,0.020102,1,0,0,1,1,0,1,1,0,0,0,1,0
"gen6_0034",0.31875,0.047449,0.10832,0,1,1,1,1,1,1,1,0,0,1,1,0
"gen6_0035",-2.053255,0.142716,0.034493,0,0,1,1,1,0,1,1,1,0,0,0,1
"gen6_0036",0.008895,0.14346,0.051306,1,1,1,1,0,0,1,1,0,0,0,0,0
"gen6_0037",1.492008,0.124329,0.099047,1,0,1,1,0,1,1,1,0,0,0,1,1
"gen6_0038",0.262729,0.090801,0.057175,0,0,1,0,0,1,1,1,1,0,1,1,0
"gen6_0039",0.417958,0.083077,0.134115,1,1,1,1,0,0,1,1,0,0,0,1,1
"gen6_0040",0.130637,0.125352,0.036382,1,1,0,0,1,1,1,1,1,0,1,1,0
"gen6_0041",0.184562,0.497596,0.080593,0,1,1,1,0,1,1,1,0,0,0,1,1
"gen6_0042",0.678705,0.121704,0.035076,0,0,1,1,1,1,1,1,0,0,0,1,0
"gen6_0043",0.237821,0.124318,0.083566,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen6_0044",0.618588,0.12672,0.251457,1,1,0,1,1,0,1,1,0,0,1,1,0
"gen6_0045",0.284284,0.100712,0.143578,0,0,1,1,1,0,1,1,0,0,1,1,1
"gen6_0046",0.236434,0.097977,0.141007,0,0,1,0,1,0,1,1,0,0,0,1,1
"gen6_0047",0.18689,0.109941,0.103611,0,1,1,1,0,1,1,1,0,0,0,1,1
"gen6_0048",0.655151,0.11135,0.098346,0,1,1,1,0,1,1,1,0,0,0,1,0
"gen6_0049",0.182277,0.144186,0.070014,0,1,1,1,0,0,1,1,0,0,0,1,0
"gen6_0050",0.193322,0.141703,0.024187,1,0,0,0,1,1,1,1,1,0,1,1,1
"gen6_0051",-3.443666,0.13526,0.014804,0,1,1,1,1,1,1,1,0,0,1,1,1
"gen6_0052",0.371323,0.108769,0.145047,0,0,1,1,1,0,1,1,0,0,0,0,0
"gen6_0053",0.351102,0.056273,0.088038,1,0,0,1,1,0,1,1,0,0,1,1,0
"gen6_0054",-3.087774,0.094542,0.074685,0,0,1,1,1,0,1,1,0,0,0,1,1
"gen6_0055",0.695049,0.093409,0.139838,0,1,1,1,1,1,1,1,1,0,0,1,1
"gen6_0056",0.421832,0.096466,0.138664,0,1,1,0,1,0,1,1,0,0,0,1,0
"gen6_0057",0.222017,0.148414,0.019913,0,1,0,1,1,0,0,1,0,0,1,0,1
"gen6_0058",0.345339,0.7831,0.013354,1,0,1,1,1,0,1,1,1,0,0,0,1
"gen6_0059",0.202132,0.11086,0.142644,1,0,1,1,0,1,1,1,0,0,0,1,0
"gen6_0060",-0.180713,0.097482,0.10764,0,1,1,0,1,0,1,1,0,0,1,1,0
"gen6_0061",0.368751,0.104181,0.13025,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen6_0062",0.455146,0.104161,0.801379,0,0,1,0,1,1,1,0,0,0,1,1,0
"gen6_0063",-1.068903,0.110581,0.099566,0,1,1,0,1,1,0,1,1,0,0,1,0
"gen6_0064",1.135591,0.11071,0.102391,0,0,1,1,1,1,1,1,0,0,0,1,1
