"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen12_0001",7,0,0,0,0,1,0,1,1,0,1,1,0,0
"gen12_0002",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0003",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0004",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0005",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0006",8,0,1,0,0,1,1,1,1,0,1,1,1,1
"gen12_0007",8,0,1,0,0,1,0,1,1,0,1,0,0,1
"gen12_0008",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0009",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0010",8,0,1,0,0,1,0,1,1,1,1,1,1,1
"gen12_0011",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0012",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0013",7,0,1,0,0,1,0,0,1,0,1,1,0,1
"gen12_0014",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0015",17,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0016",11,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0017",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0018",8,0,1,0,0,1,0,0,1,0,1,1,1,1
"gen12_0019",23,0,1,0,0,1,0,0,0,0,1,1,0,1
"gen12_0020",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0021",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0022",8,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0023",22,1,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0024",7,0,1,0,0,1,0,1,1,0,1,0,0,1
"gen12_0025",7,0,0,1,0,1,0,1,1,0,1,1,0,1
"gen12_0026",7,0,1,0,0,1,0,1,1,0,1,1,0,0
"gen12_0027",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0028",16,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0029",8,0,1,0,0,1,1,1,1,0,1,1,1,1
"gen12_0030",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0031",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0032",8,0,1,1,0,1,0,1,1,0,1,0,1,1
"gen12_0033",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0034",7,0,1,0,0,1,0,1,1,0,0,1,0,1
"gen12_0035",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0036",8,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0037",7,1,0,0,0,1,0,1,1,0,1,1,1,0
"gen12_0038",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0039",7,0,1,1,0,1,0,1,1,0,1,1,0,1
"gen12_0040",7,0,1,0,0,1,0,1,1,0,0,1,0,1
"gen12_0041",8,1,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0042",7,0,1,1,0,1,0,1,1,0,1,1,0,1
"gen12_0043",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0044",8,0,1,0,0,1,0,1,0,0,0,1,1,1
"gen12_0045",15,0,1,1,0,1,0,1,1,0,1,1,1,1
"gen12_0046",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0047",8,0,0,0,0,1,1,1,1,0,1,1,1,1
"gen12_0048",8,0,0,0,0,0,0,1,1,0,0,1,1,1
"gen12_0049",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0050",8,1,1,1,0,1,0,1,1,0,1,1,1,1
"gen12_0051",7,0,0,0,1,1,0,1,1,0,1,1,0,1
"gen12_0052",8,0,1,0,0,1,0,1,1,1,1,1,0,0
"gen12_0053",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0054",8,0,1,0,0,1,0,1,1,0,1,1,1,0
"gen12_0055",8,0,1,0,1,1,0,1,1,0,1,1,0,1
"gen12_0056",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0057",4,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0058",8,0,1,0,0,0,0,1,1,0,1,1,1,1
"gen12_0059",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0060",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen12_0061",7,0,0,0,0,1,0,1,1,0,1,1,0,1
"gen12_0062",8,0,1,0,0,1,0,1,1,0,1,1,1,0
"gen12_0063",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen12_0064",8,0,1,1,0,1,0,1,1,0,1,1,1,1
