"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen10_0001",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0002",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0003",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0004",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0005",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0006",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0007",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0008",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0009",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0010",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0011",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0012",6,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0013",6,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0014",7,0,1,0,0,1,0,1,1,0,1,1,0,0
"gen10_0015",7,0,1,0,0,1,0,1,1,0,1,1,0,0
"gen10_0016",7,0,1,0,0,1,0,1,1,0,1,1,0,0
"gen10_0017",6,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0018",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0019",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0020",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0021",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0022",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0023",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0024",6,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0025",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0026",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0027",7,0,1,0,0,1,0,1,1,0,1,1,0,0
"gen10_0028",7,0,1,0,0,1,0,1,1,0,1,1,0,0
"gen10_0029",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0030",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0031",7,0,1,0,0,1,0,1,1,0,1,1,0,0
"gen10_0032",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0033",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0034",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0035",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0036",7,0,1,0,0,1,0,1,1,0,1,1,0,0
"gen10_0037",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0038",8,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0039",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0040",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0041",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0042",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0043",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0044",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0045",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0046",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0047",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0048",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0049",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0050",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0051",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0052",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0053",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0054",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0055",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0056",7,0,1,0,0,1,0,1,1,0,1,1,0,0
"gen10_0057",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0058",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0059",7,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0060",8,0,1,0,0,1,0,1,1,0,1,1,0,0
"gen10_0061",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0062",8,0,1,0,0,1,0,1,1,0,1,1,1,1
"gen10_0063",7,0,1,0,0,1,0,1,1,0,1,1,0,1
"gen10_0064",7,0,1,0,0,1,0,1,1,0,1,1,1,1
