"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1"
"gen0_001",29,1,1,0,0,0,0,0,0,1,1,1,0,1
"gen0_002",22,0,1,1,1,1,0,1,1,1,1,0,0,1
"gen0_003",22,1,0,1,1,0,0,0,0,1,0,1,1,0
"gen0_004",16,0,1,1,1,0,1,0,0,1,1,0,0,1
"gen0_005",28,0,1,1,0,0,1,1,1,1,1,1,0,0
"gen0_006",2,1,0,0,1,0,1,1,0,1,1,1,0,1
"gen0_007",3,0,0,0,0,0,0,0,1,0,1,1,0,0
"gen0_008",9,0,1,1,1,0,0,0,0,1,0,0,1,0
"gen0_009",20,1,0,0,0,0,0,0,1,0,0,0,1,0
"gen0_010",15,1,1,1,1,1,1,0,1,1,1,1,1,1
"gen0_011",20,1,0,0,0,1,0,1,0,1,1,0,1,0
"gen0_012",27,0,0,1,0,1,0,0,1,1,0,1,1,0
"gen0_013",10,1,1,1,0,0,1,0,1,0,0,1,1,0
"gen0_014",7,1,0,1,0,1,1,1,1,1,0,1,0,0
"gen0_015",4,1,1,0,1,1,0,0,0,1,1,0,1,0
"gen0_016",25,0,1,0,1,1,0,0,1,0,0,1,0,0
"gen0_017",3,1,1,0,0,1,1,1,0,1,0,1,1,0
"gen0_018",5,0,1,0,0,0,1,0,0,1,0,0,0,1
"gen0_019",1,0,1,0,1,0,1,0,1,0,0,0,0,1
"gen0_020",12,0,1,1,0,1,1,1,0,0,1,1,0,1
"gen0_021",26,1,0,1,1,1,1,1,0,0,1,1,0,0
"gen0_022",24,1,0,1,1,0,1,1,1,1,1,0,0,1
"gen0_023",8,1,0,0,1,1,0,1,1,0,1,1,1,1
"gen0_024",4,0,1,0,0,1,1,1,0,0,0,1,1,0
"gen0_025",16,0,0,1,1,1,1,0,1,0,0,1,0,0
"gen0_026",30,0,0,1,1,0,0,0,1,1,1,0,1,0
"gen0_027",6,1,1,1,1,0,0,0,0,0,1,1,1,1
"gen0_028",21,0,1,1,1,0,0,1,1,1,0,1,1,1
"gen0_029",25,0,1,0,0,0,1,0,1,0,0,0,0,1
"gen0_030",19,1,1,0,0,1,0,0,0,0,0,0,0,1
"gen0_031",11,0,0,0,1,1,1,1,0,0,1,1,1,1
"gen0_032",29,0,1,0,1,1,1,1,0,0,0,1,1,1
"gen0_033",8,1,0,1,1,0,1,1,1,0,1,0,0,0
"gen0_034",10,0,0,1,0,0,0,0,1,0,1,0,0,1
"gen0_035",27,1,0,0,1,0,0,1,0,0,0,1,0,0
"gen0_036",21,0,1,0,1,0,1,1,1,1,0,1,1,0
"gen0_037",16,1,1,0,1,0,1,1,0,0,0,0,0,1
"gen0_038",11,1,1,1,1,1,1,1,0,1,0,0,1,0
"gen0_039",14,1,0,1,0,0,0,1,1,1,0,0,1,1
"gen0_040",20,1,0,0,0,0,1,1,0,0,0,1,1,1
"gen0_041",17,0,1,0,1,1,0,1,1,0,1,0,1,0
"gen0_042",5,0,0,0,0,1,1,0,0,0,1,0,0,0
"gen0_043",23,1,0,1,1,0,1,0,1,0,1,1,1,1
"gen0_044",17,0,0,0,0,0,0,0,0,1,1,1,0,0
"gen0_045",6,1,0,1,0,1,0,0,1,1,0,0,0,1
"gen0_046",13,0,0,0,0,0,1,1,0,0,1,0,1,1
"gen0_047",25,1,1,1,0,1,1,0,1,0,0,0,0,1
"gen0_048",13,0,0,1,0,1,0,1,1,1,1,0,1,0
"gen0_049",25,1,1,0,0,1,1,0,0,1,1,0,1,0
"gen0_050",27,1,1,1,0,1,0,1,0,1,0,1,1,0
"gen0_051",13,0,0,0,0,0,1,0,0,1,1,1,1,1
"gen0_052",1,0,0,1,1,1,1,0,0,0,0,0,0,1
"gen0_053",6,1,1,1,0,1,0,1,1,1,0,0,0,0
"gen0_054",15,1,0,0,1,0,1,0,0,0,1,0,0,1
"gen0_055",14,0,0,0,1,0,0,0,0,1,0,0,1,1
"gen0_056",24,0,1,0,0,0,0,1,1,1,1,0,0,0
"gen0_057",18,0,1,1,1,1,1,0,0,0,0,0,0,0
"gen0_058",29,1,0,0,1,1,0,0,1,1,0,0,0,1
"gen0_059",3,0,1,1,1,1,0,1,1,0,1,1,0,1
"gen0_060",18,0,0,1,0,0,0,1,0,1,1,1,1,0
"gen0_061",11,1,1,0,0,1,0,1,1,1,0,1,1,1
"gen0_062",23,1,1,1,0,0,0,1,0,0,1,1,0,0
"gen0_063",10,1,0,0,1,1,0,0,1,0,0,0,1,0
"gen0_064",8,0,0,1,0,1,1,1,1,0,1,1,1,1
